region,capacity_scenario,lifetime_scenario,year,annual_waste_tonnes,cumulative_waste_tonnes
India,Conservative,Fixed_25,2014,0.0,0.0
India,Conservative,Fixed_25,2015,0.0,0.0
India,Conservative,Fixed_25,2016,0.0,0.0
India,Conservative,Fixed_25,2017,0.0,0.0
India,Conservative,Fixed_25,2018,0.0,0.0
India,Conservative,Fixed_25,2019,0.0,0.0
India,Conservative,Fixed_25,2020,0.0,0.0
India,Conservative,Fixed_25,2021,0.0,0.0
India,Conservative,Fixed_25,2022,0.0,0.0
India,Conservative,Fixed_25,2023,0.0,0.0
India,Conservative,Fixed_25,2024,0.0,0.0
India,Conservative,Fixed_25,2025,0.0,0.0
India,Conservative,Fixed_25,2026,0.0,0.0
India,Conservative,Fixed_25,2027,0.0,0.0
India,Conservative,Fixed_25,2028,0.0,0.0
India,Conservative,Fixed_25,2029,0.0,0.0
India,Conservative,Fixed_25,2030,0.0,0.0
India,Conservative,Fixed_25,2031,0.0,0.0
India,Conservative,Fixed_25,2032,0.0,0.0
India,Conservative,Fixed_25,2033,0.0,0.0
India,Conservative,Fixed_25,2034,0.0,0.0
India,Conservative,Fixed_25,2035,0.0,0.0
India,Conservative,Fixed_25,2036,0.0,0.0
India,Conservative,Fixed_25,2037,0.0,0.0
India,Conservative,Fixed_25,2038,0.0,0.0
India,Conservative,Fixed_25,2039,197535.80000000002,197535.80000000002
India,Conservative,Fixed_25,2040,82012.70000000001,279548.5
India,Conservative,Fixed_25,2041,219125.2,498673.7
India,Conservative,Fixed_25,2042,397071.50000000006,895745.2000000001
India,Conservative,Fixed_25,2043,636000.3999999999,1531745.6
India,Conservative,Fixed_25,2044,496293.7,2028039.3
India,Conservative,Fixed_25,2045,386690.5,2414729.8
India,Conservative,Fixed_25,2046,453317.2,2868047.0
India,Conservative,Fixed_25,2047,912011.8000000002,3780058.8000000003
India,Conservative,Fixed_25,2048,894566.4,4674625.2
India,Conservative,Fixed_25,2049,1052326.8,5726952.0
India,Conservative,Fixed_25,2050,1668302.3,7395254.3
India,Conservative,Fixed_25,2051,3122994.6999999997,10518249.0
India,Conservative,Fixed_25,2052,2057053.0780648966,12575302.078064896
India,Conservative,Fixed_25,2053,3010066.1003139806,15585368.178378876
India,Conservative,Fixed_25,2054,3432261.678059474,19017629.85643835
India,Conservative,Fixed_25,2055,3786555.0330196884,22804184.889458038
India,Conservative,Fixed_25,2056,4028227.580045127,26832412.469503164
India,Conservative,Fixed_25,2057,4122880.6226188554,30955293.09212202
India,Conservative,Fixed_25,2058,4056186.315424424,35011479.407546446
India,Conservative,Fixed_25,2059,3838290.299509194,38849769.70705564
India,Conservative,Fixed_25,2060,3500674.4088300266,42350444.11588567
India,Conservative,Fixed_25,2061,3087052.850830326,45437496.96671599
India,Conservative,Fixed_25,2062,2642512.3997610295,48080009.36647702
India,Conservative,Fixed_25,2063,2204994.534684224,50285003.901161246
India,Conservative,Fixed_25,2064,1801071.7128934448,52086075.61405469
India,Conservative,Fixed_25,2065,1445673.929085657,53531749.543140344
India,Conservative,Fixed_25,2066,1144225.5566665607,54675975.099806905
India,Conservative,Fixed_25,2067,895610.9459722757,55571586.04577918
India,Conservative,Fixed_25,2068,694927.1077006063,56266513.15347979
India,Conservative,Fixed_25,2069,535571.0915714292,56802084.24505122
India,Conservative,Fixed_25,2070,410606.5688334286,57212690.813884646
India,Conservative,Fixed_25,2071,313540.71231298347,57526231.52619763
India,Conservative,Fixed_25,2072,238688.8545820125,57764920.38077964
India,Conservative,Fixed_25,2073,181283.21642454015,57946203.59720418
India,Conservative,Fixed_25,2074,137440.16462538525,58083643.76182956
India,Conservative,Fixed_25,2075,104060.59308463681,58187704.354914196
India,Conservative,Fixed_25,2076,0.0,58187704.354914196
India,Conservative,Fixed_25,2077,0.0,58187704.354914196
India,Conservative,Fixed_25,2078,0.0,58187704.354914196
India,Conservative,Fixed_25,2079,0.0,58187704.354914196
India,Conservative,Fixed_25,2080,0.0,58187704.354914196
India,Conservative,Fixed_25,2081,0.0,58187704.354914196
India,Conservative,Fixed_25,2082,0.0,58187704.354914196
India,Conservative,Fixed_25,2083,0.0,58187704.354914196
India,Conservative,Fixed_25,2084,0.0,58187704.354914196
India,Conservative,Fixed_25,2085,0.0,58187704.354914196
India,Conservative,Fixed_25,2086,0.0,58187704.354914196
India,Conservative,Fixed_25,2087,0.0,58187704.354914196
India,Conservative,Fixed_25,2088,0.0,58187704.354914196
India,Conservative,Fixed_25,2089,0.0,58187704.354914196
India,Conservative,Fixed_25,2090,0.0,58187704.354914196
India,Conservative,Fixed_25,2091,0.0,58187704.354914196
India,Conservative,Fixed_25,2092,0.0,58187704.354914196
India,Conservative,Fixed_25,2093,0.0,58187704.354914196
India,Conservative,Fixed_25,2094,0.0,58187704.354914196
India,Conservative,Fixed_25,2095,0.0,58187704.354914196
India,Conservative,Fixed_25,2096,0.0,58187704.354914196
India,Conservative,Fixed_25,2097,0.0,58187704.354914196
India,Conservative,Fixed_25,2098,0.0,58187704.354914196
India,Conservative,Fixed_25,2099,0.0,58187704.354914196
India,Conservative,Fixed_25,2100,0.0,58187704.354914196
India,Conservative,Fixed_25,2101,0.0,58187704.354914196
India,Conservative,Fixed_25,2102,0.0,58187704.354914196
India,Conservative,Fixed_25,2103,0.0,58187704.354914196
India,Conservative,Fixed_25,2104,0.0,58187704.354914196
India,Conservative,Fixed_25,2105,0.0,58187704.354914196
India,Conservative,Fixed_25,2106,0.0,58187704.354914196
India,Conservative,Fixed_25,2107,0.0,58187704.354914196
India,Conservative,Fixed_25,2108,0.0,58187704.354914196
India,Conservative,Fixed_25,2109,0.0,58187704.354914196
India,Conservative,Fixed_25,2110,0.0,58187704.354914196
India,Conservative,Fixed_25,2111,0.0,58187704.354914196
India,Conservative,Fixed_25,2112,0.0,58187704.354914196
India,Conservative,Fixed_25,2113,0.0,58187704.354914196
India,Conservative,Fixed_25,2114,0.0,58187704.354914196
India,Conservative,Fixed_25,2115,0.0,58187704.354914196
India,Conservative,Fixed_25,2116,0.0,58187704.354914196
India,Conservative,Fixed_25,2117,0.0,58187704.354914196
India,Conservative,Fixed_25,2118,0.0,58187704.354914196
India,Conservative,Fixed_25,2119,0.0,58187704.354914196
India,Conservative,Fixed_25,2120,0.0,58187704.354914196
India,Conservative,Fixed_25,2121,0.0,58187704.354914196
India,Conservative,Fixed_25,2122,0.0,58187704.354914196
India,Conservative,Fixed_25,2123,0.0,58187704.354914196
India,Conservative,Fixed_25,2124,0.0,58187704.354914196
India,Conservative,Fixed_25,2125,0.0,58187704.354914196
India,Conservative,Fixed_25,2126,0.0,58187704.354914196
India,Conservative,Fixed_25,2127,0.0,58187704.354914196
India,Conservative,Fixed_25,2128,0.0,58187704.354914196
India,Conservative,Fixed_25,2129,0.0,58187704.354914196
India,Conservative,Fixed_25,2130,0.0,58187704.354914196
India,Conservative,Early_Loss,2014,0.0,0.0
India,Conservative,Early_Loss,2015,987.6790000000001,987.6790000000001
India,Conservative,Early_Loss,2016,1397.7425000000003,2385.4215000000004
India,Conservative,Early_Loss,2017,1905.2011335104419,4290.622633510442
India,Conservative,Early_Loss,2018,3903.680172591931,8194.302806102372
India,Conservative,Early_Loss,2019,6832.185566640759,15026.488372743132
India,Conservative,Early_Loss,2020,8863.051494000516,23889.539866743646
India,Conservative,Early_Loss,2021,10229.252438662501,34118.79230540615
India,Conservative,Early_Loss,2022,13309.300327437904,47428.092632844055
India,Conservative,Early_Loss,2023,19883.01846967623,67311.11110252028
India,Conservative,Early_Loss,2024,26948.110749783897,94259.22185230418
India,Conservative,Early_Loss,2025,34312.877948872716,128572.0998011769
India,Conservative,Early_Loss,2026,46300.11944788669,174872.21924906358
India,Conservative,Early_Loss,2027,66649.3568771226,241521.57612618618
India,Conservative,Early_Loss,2028,81658.42263502383,323179.99876121
India,Conservative,Early_Loss,2029,99792.31171578955,422972.31047699956
India,Conservative,Early_Loss,2030,127948.69731241532,550921.0077894148
India,Conservative,Early_Loss,2031,158762.79825601762,709683.8060454325
India,Conservative,Early_Loss,2032,194575.9072274937,904259.7132729262
India,Conservative,Early_Loss,2033,235617.8614054535,1139877.5746783796
India,Conservative,Early_Loss,2034,282089.5751738338,1421967.1498522134
India,Conservative,Early_Loss,2035,334174.4899465394,1756141.639798753
India,Conservative,Early_Loss,2036,392012.7822063936,2148154.4220051467
India,Conservative,Early_Loss,2037,455640.47062356863,2603794.8926287154
India,Conservative,Early_Loss,2038,524917.5024969891,3128712.3951257044
India,Conservative,Early_Loss,2039,599475.0344014864,3728187.4295271905
India,Conservative,Early_Loss,2040,678700.2684095483,4406887.697936739
India,Conservative,Early_Loss,2041,761758.74505488,5168646.442991619
India,Conservative,Early_Loss,2042,847641.265673349,6016287.708664968
India,Conservative,Early_Loss,2043,935219.8121314651,6951507.520796433
India,Conservative,Early_Loss,2044,1023300.8416888785,7974808.362485312
India,Conservative,Early_Loss,2045,1110670.1978437535,9085478.560329065
India,Conservative,Early_Loss,2046,1196128.450719243,10281607.011048308
India,Conservative,Early_Loss,2047,1278517.9263450382,11560124.937393345
India,Conservative,Early_Loss,2048,1356743.452752065,12916868.39014541
India,Conservative,Early_Loss,2049,1429788.6924312313,14346657.082576642
India,Conservative,Early_Loss,2050,1496729.4256225473,15843386.508199189
India,Conservative,Early_Loss,2051,1556744.619550722,17400131.127749912
India,Conservative,Early_Loss,2052,1608732.1582826402,19008863.286032554
India,Conservative,Early_Loss,2053,1652593.1598131936,20661456.445845746
India,Conservative,Early_Loss,2054,1688076.0283525463,22349532.474198293
India,Conservative,Early_Loss,2055,1714436.2592935557,24063968.73349185
India,Conservative,Early_Loss,2056,1731484.0060891544,25795452.739581004
India,Conservative,Early_Loss,2057,1739161.4546299097,27534614.194210913
India,Conservative,Early_Loss,2058,1737540.0803795261,29272154.27459044
India,Conservative,Early_Loss,2059,1726816.0525711407,30998970.32716158
India,Conservative,Early_Loss,2060,1707303.620007284,32706273.947168864
India,Conservative,Early_Loss,2061,1679426.5049459587,34385700.45211482
India,Conservative,Early_Loss,2062,1643707.4471177328,36029407.89923255
India,Conservative,Early_Loss,2063,1600756.121728324,37630164.020960875
India,Conservative,Early_Loss,2064,1551255.7162597843,39181419.73722066
India,Conservative,Early_Loss,2065,1495948.495281671,40677368.232502334
India,Conservative,Early_Loss,2066,1435620.7117954234,42112988.94429776
India,Conservative,Early_Loss,2067,1371087.23847606,43484076.18277382
India,Conservative,Early_Loss,2068,1303176.2930624567,44787252.47583628
India,Conservative,Early_Loss,2069,1232714.6198174728,46019967.09565375
India,Conservative,Early_Loss,2070,1160513.46451236,47180480.56016611
India,Conservative,Early_Loss,2071,1087355.6452359462,48267836.20540206
India,Conservative,Early_Loss,2072,1013983.9772769383,49281820.182679
India,Conservative,Early_Loss,2073,941091.2594387439,50222911.44211774
India,Conservative,Early_Loss,2074,869311.9736656129,51092223.41578335
India,Conservative,Early_Loss,2075,799215.792114671,51891439.20789802
India,Conservative,Early_Loss,2076,731302.9281059146,52622742.136003934
India,Conservative,Early_Loss,2077,666001.3119021477,53288743.447906084
India,Conservative,Early_Loss,2078,603665.5209769881,53892408.968883075
India,Conservative,Early_Loss,2079,544577.3489901042,54436986.31787318
India,Conservative,Early_Loss,2080,488947.859419483,54925934.17729266
India,Conservative,Early_Loss,2081,436920.73962317343,55362854.916915834
India,Conservative,Early_Loss,2082,388576.749531835,55751431.66644767
India,Conservative,Early_Loss,2083,343939.04632043774,56095370.71276811
India,Conservative,Early_Loss,2084,302979.16200782254,56398349.87477593
India,Conservative,Early_Loss,2085,265623.4143882843,56663973.289164215
India,Conservative,Early_Loss,2086,231759.54213450864,56895732.831298724
India,Conservative,Early_Loss,2087,201243.37123956822,57096976.20253829
India,Conservative,Early_Loss,2088,173905.340960164,57270881.54349846
India,Conservative,Early_Loss,2089,149556.74178748723,57420438.28528594
India,Conservative,Early_Loss,2090,127995.54440772462,57548433.82969367
India,Conservative,Early_Loss,2091,109011.72588212791,57657445.555575795
India,Conservative,Early_Loss,2092,92392.02624737065,57749837.58182316
India,Conservative,Early_Loss,2093,77924.09443106015,57827761.67625422
India,Conservative,Early_Loss,2094,65401.92943474948,57893163.60568897
India,Conservative,Early_Loss,2095,54619.369633093986,57947782.97532206
India,Conservative,Early_Loss,2096,45392.026548473434,57993175.001870535
India,Conservative,Early_Loss,2097,37537.276053970396,58030712.27792451
India,Conservative,Early_Loss,2098,30888.1725108768,58061600.450435385
India,Conservative,Early_Loss,2099,25286.50419862141,58086886.954634
India,Conservative,Early_Loss,2100,20597.23618272183,58107484.19081672
India,Conservative,Early_Loss,2101,16694.774113953714,58124178.964930676
India,Conservative,Early_Loss,2102,13467.13428932329,58137646.09922
India,Conservative,Early_Loss,2103,10804.077275882331,58148450.17649588
India,Conservative,Early_Loss,2104,8625.10454022971,58157075.28103611
India,Conservative,Early_Loss,2105,6854.906899288949,58163930.1879354
India,Conservative,Early_Loss,2106,5428.803664846477,58169358.991600245
India,Conservative,Early_Loss,2107,4254.343310259209,58173613.334910505
India,Conservative,Early_Loss,2108,3334.9845930644733,58176948.31950357
India,Conservative,Early_Loss,2109,2596.735402219618,58179545.05490579
India,Conservative,Early_Loss,2110,2011.26504130726,58181556.31994709
India,Conservative,Early_Loss,2111,1549.0451139946867,58183105.36506109
India,Conservative,Early_Loss,2112,1185.7017735385098,58184291.06683463
India,Conservative,Early_Loss,2113,901.3505414361388,58185192.417376064
India,Conservative,Early_Loss,2114,679.9348464595139,58185872.352222525
India,Conservative,Early_Loss,2115,508.5674031976637,58186380.91962572
India,Conservative,Early_Loss,2116,376.90865166012,58186757.82827738
India,Conservative,Early_Loss,2117,276.6297606722299,58187034.458038054
India,Conservative,Early_Loss,2118,200.98999938127326,58187235.44803744
India,Conservative,Early_Loss,2119,144.52608202783665,58187379.97411947
India,Conservative,Early_Loss,2120,102.82729428019798,58187482.80141375
India,Conservative,Early_Loss,2121,72.36458877183546,58187555.16600253
India,Conservative,Early_Loss,2122,50.34947375596656,58187605.51547629
India,Conservative,Early_Loss,2123,34.60978473194963,58187640.125261016
India,Conservative,Early_Loss,2124,23.477981379220733,58187663.6032424
India,Conservative,Early_Loss,2125,15.691861935657654,58187679.29510433
India,Conservative,Early_Loss,2126,10.308629161960008,58187689.603733495
India,Conservative,Early_Loss,2127,6.632715410486452,58187696.23644891
India,Conservative,Early_Loss,2128,4.156854775706404,58187700.393303685
India,Conservative,Early_Loss,2129,2.5151482909496954,58187702.908451974
India,Conservative,Early_Loss,2130,1.446462239029675,58187704.35491421
India,Conservative,Regular_Loss,2014,0.0,0.0
India,Conservative,Regular_Loss,2015,0.002263547769636576,0.002263547769636576
India,Conservative,Regular_Loss,2016,0.09266948955052685,0.09493303732016344
India,Conservative,Regular_Loss,2017,0.7778772705566108,0.8728103078767743
India,Conservative,Regular_Loss,2018,3.4841439641295575,4.356954272006332
India,Conservative,Regular_Loss,2019,11.334785179979397,15.691739451985729
India,Conservative,Regular_Loss,2020,30.510480436735747,46.20221988872147
India,Conservative,Regular_Loss,2021,72.30242287818731,118.50464276690879
India,Conservative,Regular_Loss,2022,155.48821882723337,273.99286159414214
India,Conservative,Regular_Loss,2023,308.7421790223158,582.7350406164579
India,Conservative,Regular_Loss,2024,573.33186810441,1156.066908720868
India,Conservative,Regular_Loss,2025,1006.6189089865208,2162.6858177073887
India,Conservative,Regular_Loss,2026,1686.2702611128148,3848.9560788202034
India,Conservative,Regular_Loss,2027,2715.2212754875495,6564.1773543077525
India,Conservative,Regular_Loss,2028,4228.376444423432,10792.553798731184
India,Conservative,Regular_Loss,2029,6401.833494805309,17194.387293536493
India,Conservative,Regular_Loss,2030,9462.916424574654,26657.303718111147
India,Conservative,Regular_Loss,2031,13700.893808053954,40358.1975261651
India,Conservative,Regular_Loss,2032,19478.617008757978,59836.814534923076
India,Conservative,Regular_Loss,2033,27244.30665270523,87081.1211876283
India,Conservative,Regular_Loss,2034,37542.46898875837,124623.59017638667
India,Conservative,Regular_Loss,2035,51022.64648661806,175646.23666300473
India,Conservative,Regular_Loss,2036,68444.48380960789,244090.72047261262
India,Conservative,Regular_Loss,2037,90677.49870134584,334768.21917395847
India,Conservative,Regular_Loss,2038,118694.03277395468,453462.25194791314
India,Conservative,Regular_Loss,2039,153554.13594602587,607016.387893939
India,Conservative,Regular_Loss,2040,196381.5915878844,803397.9794818235
India,Conservative,Regular_Loss,2041,248330.859771078,1051728.8392529015
India,Conservative,Regular_Loss,2042,310545.30508833355,1362274.144341235
India,Conservative,Regular_Loss,2043,384107.5481156373,1746381.6924568724
India,Conservative,Regular_Loss,2044,469982.98315405735,2216364.6756109297
India,Conservative,Regular_Loss,2045,568957.3149869478,2785321.9905978777
India,Conservative,Regular_Loss,2046,681568.3619854554,3466890.352583333
India,Conservative,Regular_Loss,2047,808031.5212507821,4274921.8738341145
India,Conservative,Regular_Loss,2048,948157.621114177,5223079.494948291
India,Conservative,Regular_Loss,2049,1101262.0724373069,6324341.567385598
India,Conservative,Regular_Loss,2050,1266066.051339081,7590407.61872468
India,Conservative,Regular_Loss,2051,1440594.4830863879,9031002.101811068
India,Conservative,Regular_Loss,2052,1622081.8236515569,10653083.925462626
India,Conservative,Regular_Loss,2053,1806904.0190022078,12459987.944464834
India,Conservative,Regular_Loss,2054,1990561.464855018,14450549.409319852
India,Conservative,Regular_Loss,2055,2167740.59590467,16618290.005224522
India,Conservative,Regular_Loss,2056,2332477.857257485,18950767.862482008
India,Conservative,Regular_Loss,2057,2478437.758260942,21429205.62074295
India,Conservative,Regular_Loss,2058,2599297.51193759,24028503.13268054
India,Conservative,Regular_Loss,2059,2689208.1656770124,26717711.29835755
India,Conservative,Regular_Loss,2060,2743281.9953677473,29460993.293725297
India,Conservative,Regular_Loss,2061,2758044.315948321,32219037.60967362
India,Conservative,Regular_Loss,2062,2731788.5732495557,34950826.182923175
India,Conservative,Regular_Loss,2063,2664786.5007655886,37615612.68368877
India,Conservative,Regular_Loss,2064,2559326.238187592,40174938.921876356
India,Conservative,Regular_Loss,2065,2419574.6601557317,42594513.582032084
India,Conservative,Regular_Loss,2066,2251280.630422164,44845794.21245425
India,Conservative,Regular_Loss,2067,2061351.142608508,46907145.35506276
India,Conservative,Regular_Loss,2068,1857342.786985802,48764488.14204856
India,Conservative,Regular_Loss,2069,1646918.1644399879,50411406.30648855
India,Conservative,Regular_Loss,2070,1437321.0795181089,51848727.38600666
India,Conservative,Regular_Loss,2071,1234923.8591762157,53083651.24518288
India,Conservative,Regular_Loss,2072,1044892.3219656226,54128543.5671485
India,Conservative,Regular_Loss,2073,870997.6363751943,54999541.203523695
India,Conservative,Regular_Loss,2074,715581.7991601554,55715123.00268385
India,Conservative,Regular_Loss,2075,579660.0567745932,56294783.05945844
India,Conservative,Regular_Loss,2076,463125.32149883127,56757908.380957276
India,Conservative,Regular_Loss,2077,365010.4897512349,57122918.87070851
India,Conservative,Regular_Loss,2078,283765.15221494494,57406684.022923455
India,Conservative,Regular_Loss,2079,217511.2441816542,57624195.26710511
India,Conservative,Regular_Loss,2080,164254.18693078958,57788449.4540359
India,Conservative,Regular_Loss,2081,122038.64820534339,57910488.10224124
India,Conservative,Regular_Loss,2082,89048.78606054912,57999536.88830179
India,Conservative,Regular_Loss,2083,63660.46211230133,58063197.35041409
India,Conservative,Regular_Loss,2084,44457.12483400506,58107654.4752481
India,Conservative,Regular_Loss,2085,30222.242357903775,58137876.717606
India,Conservative,Regular_Loss,2086,19920.009553588632,58157796.72715959
India,Conservative,Regular_Loss,2087,12673.356496674449,58170470.08365627
India,Conservative,Regular_Loss,2088,7744.815188497245,58178214.89884476
India,Conservative,Regular_Loss,2089,4522.294135732481,58182737.1929805
India,Conservative,Regular_Loss,2090,2508.951852773266,58185246.144833274
India,Conservative,Regular_Loss,2091,1314.6948196769401,58186560.83965295
India,Conservative,Regular_Loss,2092,646.5937494467892,58187207.4334024
India,Conservative,Regular_Loss,2093,296.5175381520439,58187503.95094055
India,Conservative,Regular_Loss,2094,125.9165395623206,58187629.867480114
India,Conservative,Regular_Loss,2095,49.15747406776582,58187679.024954185
India,Conservative,Regular_Loss,2096,17.510016964767757,58187696.53497115
India,Conservative,Regular_Loss,2097,5.645972350861705,58187702.1809435
India,Conservative,Regular_Loss,2098,1.634381830263767,58187703.81532533
India,Conservative,Regular_Loss,2099,0.4210888619980889,58187704.23641419
India,Conservative,Regular_Loss,2100,0.09569085287339467,58187704.33210504
India,Conservative,Regular_Loss,2101,0.018999199601484284,58187704.35110424
India,Conservative,Regular_Loss,2102,0.003263424627774605,58187704.35436766
India,Conservative,Regular_Loss,2103,0.00047995068642479313,58187704.35484761
India,Conservative,Regular_Loss,2104,5.9788089604813794e-05,58187704.3549074
India,Conservative,Regular_Loss,2105,6.23777738868254e-06,58187704.35491364
India,Conservative,Regular_Loss,2106,5.386738073696976e-07,58187704.35491417
India,Conservative,Regular_Loss,2107,3.8029315276824516e-08,58187704.35491421
India,Conservative,Regular_Loss,2108,2.1669606434775224e-09,58187704.35491421
India,Conservative,Regular_Loss,2109,9.24243731189705e-11,58187704.35491421
India,Conservative,Regular_Loss,2110,0.0,58187704.35491421
India,Conservative,Regular_Loss,2111,0.0,58187704.35491421
India,Conservative,Regular_Loss,2112,0.0,58187704.35491421
India,Conservative,Regular_Loss,2113,0.0,58187704.35491421
India,Conservative,Regular_Loss,2114,0.0,58187704.35491421
India,Conservative,Regular_Loss,2115,0.0,58187704.35491421
India,Conservative,Regular_Loss,2116,0.0,58187704.35491421
India,Conservative,Regular_Loss,2117,0.0,58187704.35491421
India,Conservative,Regular_Loss,2118,0.0,58187704.35491421
India,Conservative,Regular_Loss,2119,0.0,58187704.35491421
India,Conservative,Regular_Loss,2120,0.0,58187704.35491421
India,Conservative,Regular_Loss,2121,0.0,58187704.35491421
India,Conservative,Regular_Loss,2122,0.0,58187704.35491421
India,Conservative,Regular_Loss,2123,0.0,58187704.35491421
India,Conservative,Regular_Loss,2124,0.0,58187704.35491421
India,Conservative,Regular_Loss,2125,0.0,58187704.35491421
India,Conservative,Regular_Loss,2126,0.0,58187704.35491421
India,Conservative,Regular_Loss,2127,0.0,58187704.35491421
India,Conservative,Regular_Loss,2128,0.0,58187704.35491421
India,Conservative,Regular_Loss,2129,0.0,58187704.35491421
India,Conservative,Regular_Loss,2130,0.0,58187704.35491421
India,Medium,Fixed_25,2014,0.0,0.0
India,Medium,Fixed_25,2015,0.0,0.0
India,Medium,Fixed_25,2016,0.0,0.0
India,Medium,Fixed_25,2017,0.0,0.0
India,Medium,Fixed_25,2018,0.0,0.0
India,Medium,Fixed_25,2019,0.0,0.0
India,Medium,Fixed_25,2020,0.0,0.0
India,Medium,Fixed_25,2021,0.0,0.0
India,Medium,Fixed_25,2022,0.0,0.0
India,Medium,Fixed_25,2023,0.0,0.0
India,Medium,Fixed_25,2024,0.0,0.0
India,Medium,Fixed_25,2025,0.0,0.0
India,Medium,Fixed_25,2026,0.0,0.0
India,Medium,Fixed_25,2027,0.0,0.0
India,Medium,Fixed_25,2028,0.0,0.0
India,Medium,Fixed_25,2029,0.0,0.0
India,Medium,Fixed_25,2030,0.0,0.0
India,Medium,Fixed_25,2031,0.0,0.0
India,Medium,Fixed_25,2032,0.0,0.0
India,Medium,Fixed_25,2033,0.0,0.0
India,Medium,Fixed_25,2034,0.0,0.0
India,Medium,Fixed_25,2035,0.0,0.0
India,Medium,Fixed_25,2036,0.0,0.0
India,Medium,Fixed_25,2037,0.0,0.0
India,Medium,Fixed_25,2038,0.0,0.0
India,Medium,Fixed_25,2039,197535.80000000002,197535.80000000002
India,Medium,Fixed_25,2040,82012.70000000001,279548.5
India,Medium,Fixed_25,2041,219125.2,498673.7
India,Medium,Fixed_25,2042,397071.50000000006,895745.2000000001
India,Medium,Fixed_25,2043,636000.3999999999,1531745.6
India,Medium,Fixed_25,2044,496293.7,2028039.3
India,Medium,Fixed_25,2045,386690.5,2414729.8
India,Medium,Fixed_25,2046,453317.2,2868047.0
India,Medium,Fixed_25,2047,912011.8000000002,3780058.8000000003
India,Medium,Fixed_25,2048,894566.4,4674625.2
India,Medium,Fixed_25,2049,1052326.8,5726952.0
India,Medium,Fixed_25,2050,1668302.3,7395254.3
India,Medium,Fixed_25,2051,3122994.6999999997,10518249.0
India,Medium,Fixed_25,2052,2277171.349129559,12795420.34912956
India,Medium,Fixed_25,2053,3323714.0160040935,16119134.365133652
India,Medium,Fixed_25,2054,3972444.0450742333,20091578.410207886
India,Medium,Fixed_25,2055,4639008.094693173,24730586.50490106
India,Medium,Fixed_25,2056,5273016.426184604,30003602.93108566
India,Medium,Fixed_25,2057,5812735.066245701,35816337.997331366
India,Medium,Fixed_25,2058,6195116.5132995425,42011454.510630906
India,Medium,Fixed_25,2059,6369703.196175387,48381157.706806295
India,Medium,Fixed_25,2060,6311870.655972017,54693028.36277831
India,Medium,Fixed_25,2061,6029885.707913285,60722914.0706916
India,Medium,Fixed_25,2062,5562495.808394984,66285409.879086584
India,Medium,Fixed_25,2063,4968194.269470084,71253604.14855666
India,Medium,Fixed_25,2064,4310954.242895365,75564558.39145203
India,Medium,Fixed_25,2065,3647827.6683053058,79212386.05975734
India,Medium,Fixed_25,2066,3021637.3840657063,82234023.44382304
India,Medium,Fixed_25,2067,2459075.802659409,84693099.24648245
India,Medium,Fixed_25,2068,1972615.0345818496,86665714.2810643
India,Medium,Fixed_25,2069,1564172.6101360358,88229886.89120033
India,Medium,Fixed_25,2070,1228952.9570521973,89458839.84825253
India,Medium,Fixed_25,2071,958619.9865350886,90417459.83478762
India,Medium,Fixed_25,2072,743544.4907541432,91161004.32554176
India,Medium,Fixed_25,2073,574202.8522531132,91735207.17779487
India,Medium,Fixed_25,2074,441930.63079977717,92177137.80859464
India,Medium,Fixed_25,2075,339243.3442585866,92516381.15285324
India,Medium,Fixed_25,2076,0.0,92516381.15285324
India,Medium,Fixed_25,2077,0.0,92516381.15285324
India,Medium,Fixed_25,2078,0.0,92516381.15285324
India,Medium,Fixed_25,2079,0.0,92516381.15285324
India,Medium,Fixed_25,2080,0.0,92516381.15285324
India,Medium,Fixed_25,2081,0.0,92516381.15285324
India,Medium,Fixed_25,2082,0.0,92516381.15285324
India,Medium,Fixed_25,2083,0.0,92516381.15285324
India,Medium,Fixed_25,2084,0.0,92516381.15285324
India,Medium,Fixed_25,2085,0.0,92516381.15285324
India,Medium,Fixed_25,2086,0.0,92516381.15285324
India,Medium,Fixed_25,2087,0.0,92516381.15285324
India,Medium,Fixed_25,2088,0.0,92516381.15285324
India,Medium,Fixed_25,2089,0.0,92516381.15285324
India,Medium,Fixed_25,2090,0.0,92516381.15285324
India,Medium,Fixed_25,2091,0.0,92516381.15285324
India,Medium,Fixed_25,2092,0.0,92516381.15285324
India,Medium,Fixed_25,2093,0.0,92516381.15285324
India,Medium,Fixed_25,2094,0.0,92516381.15285324
India,Medium,Fixed_25,2095,0.0,92516381.15285324
India,Medium,Fixed_25,2096,0.0,92516381.15285324
India,Medium,Fixed_25,2097,0.0,92516381.15285324
India,Medium,Fixed_25,2098,0.0,92516381.15285324
India,Medium,Fixed_25,2099,0.0,92516381.15285324
India,Medium,Fixed_25,2100,0.0,92516381.15285324
India,Medium,Fixed_25,2101,0.0,92516381.15285324
India,Medium,Fixed_25,2102,0.0,92516381.15285324
India,Medium,Fixed_25,2103,0.0,92516381.15285324
India,Medium,Fixed_25,2104,0.0,92516381.15285324
India,Medium,Fixed_25,2105,0.0,92516381.15285324
India,Medium,Fixed_25,2106,0.0,92516381.15285324
India,Medium,Fixed_25,2107,0.0,92516381.15285324
India,Medium,Fixed_25,2108,0.0,92516381.15285324
India,Medium,Fixed_25,2109,0.0,92516381.15285324
