region,capacity_scenario,lifetime_scenario,year,annual_waste_tonnes,cumulative_waste_tonnes
India,High,Fixed_25,2047,912011.8000000002,3780058.8000000003
India,High,Fixed_25,2048,894566.4,4674625.2
India,High,Fixed_25,2049,1052326.8,5726952.0
India,High,Fixed_25,2050,1668302.3,7395254.3
India,High,Fixed_25,2051,3122994.6999999997,10518249.0
India,High,Fixed_25,2052,2396117.9233175674,12914366.923317567
India,High,Fixed_25,2053,3504033.230508237,16418400.153825805
India,High,Fixed_25,2054,4300289.950598376,20718690.10442418
India,High,Fixed_25,2055,5191275.679305964,25909965.78373014
India,High,Fixed_25,2056,6143697.398722577,32053663.18245272
India,High,Fixed_25,2057,7102344.46736887,39156007.64982159
India,High,Fixed_25,2058,7991385.865005767,47147393.514827356
India,High,Fixed_25,2059,8722521.702635694,55869915.21746305
India,High,Fixed_25,2060,9210298.132682003,65080213.35014505
India,High,Fixed_25,2061,9391312.153844122,74471525.50398917
India,High,Fixed_25,2062,9240740.058625558,83712265.56261474
India,High,Fixed_25,2063,8779279.773506477,92491545.33612122
India,High,Fixed_25,2064,8067344.710803889,100558890.0469251
India,High,Fixed_25,2065,7189163.524912638,107748053.57183774
India,High,Fixed_25,2066,6233512.89697851,113981566.46881625
India,High,Fixed_25,2067,5277842.569838814,119259409.03865507
India,High,Fixed_25,2068,4379424.665618301,123638833.70427337
India,High,Fixed_25,2069,3573501.6117464015,127212335.31601977
India,High,Fixed_25,2070,2876195.764257095,130088531.08027686
India,High,Fixed_25,2071,2289525.945578919,132378057.02585578
India,High,Fixed_25,2072,1806548.4067876379,134184605.43264341
India,High,Fixed_25,2073,1415579.393493435,135600184.82613686
India,High,Fixed_25,2074,1103192.069701929,136703376.8958388
India,High,Fixed_25,2075,856094.4822393731,137559471.37807816
India,High,Fixed_25,2076,0.0,137559471.37807816
India,High,Fixed_25,2077,0.0,137559471.37807816
India,High,Fixed_25,2078,0.0,137559471.37807816
India,High,Fixed_25,2079,0.0,137559471.37807816
India,High,Fixed_25,2080,0.0,137559471.37807816
India,High,Fixed_25,2081,0.0,137559471.37807816
India,High,Fixed_25,2082,0.0,137559471.37807816
India,High,Fixed_25,2083,0.0,137559471.37807816
India,High,Fixed_25,2084,0.0,137559471.37807816
India,High,Fixed_25,2085,0.0,137559471.37807816
India,High,Fixed_25,2086,0.0,137559471.37807816
India,High,Fixed_25,2087,0.0,137559471.37807816
India,High,Fixed_25,2088,0.0,137559471.37807816
India,High,Fixed_25,2089,0.0,137559471.37807816
India,High,Fixed_25,2090,0.0,137559471.37807816
India,High,Fixed_25,2091,0.0,137559471.37807816
India,High,Fixed_25,2092,0.0,137559471.37807816
India,High,Fixed_25,2093,0.0,137559471.37807816
India,High,Fixed_25,2094,0.0,137559471.37807816
India,High,Fixed_25,2095,0.0,137559471.37807816
India,High,Fixed_25,2096,0.0,137559471.37807816
India,High,Fixed_25,2097,0.0,137559471.37807816
India,High,Fixed_25,2098,0.0,137559471.37807816
India,High,Fixed_25,2099,0.0,137559471.37807816
India,High,Fixed_25,2100,0.0,137559471.37807816
India,High,Fixed_25,2101,0.0,137559471.37807816
India,High,Fixed_25,2102,0.0,137559471.37807816
India,High,Fixed_25,2103,0.0,137559471.37807816
India,High,Fixed_25,2104,0.0,137559471.37807816
India,High,Fixed_25,2105,0.0,137559471.37807816
India,High,Fixed_25,2106,0.0,137559471.37807816
India,High,Fixed_25,2107,0.0,137559471.37807816
India,High,Fixed_25,2108,0.0,137559471.37807816
India,High,Fixed_25,2109,0.0,137559471.37807816
India,High,Fixed_25,2110,0.0,137559471.37807816
India,High,Fixed_25,2111,0.0,137559471.37807816
India,High,Fixed_25,2112,0.0,137559471.37807816
India,High,Fixed_25,2113,0.0,137559471.37807816
India,High,Fixed_25,2114,0.0,137559471.37807816
India,High,Fixed_25,2115,0.0,137559471.37807816
India,High,Fixed_25,2116,0.0,137559471.37807816
India,High,Fixed_25,2117,0.0,137559471.37807816
India,High,Fixed_25,2118,0.0,137559471.37807816
India,High,Fixed_25,2119,0.0,137559471.37807816
India,High,Fixed_25,2120,0.0,137559471.37807816
India,High,Fixed_25,2121,0.0,137559471.37807816
India,High,Fixed_25,2122,0.0,137559471.37807816
India,High,Fixed_25,2123,0.0,137559471.37807816
India,High,Fixed_25,2124,0.0,137559471.37807816
India,High,Fixed_25,2125,0.0,137559471.37807816
India,High,Fixed_25,2126,0.0,137559471.37807816
India,High,Fixed_25,2127,0.0,137559471.37807816
India,High,Fixed_25,2128,0.0,137559471.37807816
India,High,Fixed_25,2129,0.0,137559471.37807816
India,High,Fixed_25,2130,0.0,137559471.37807816
India,High,Early_Loss,2014,0.0,0.0
India,High,Early_Loss,2015,987.6790000000001,987.6790000000001
India,High,Early_Loss,2016,1397.7425000000003,2385.4215000000004
India,High,Early_Loss,2017,1905.2011335104419,4290.622633510442
India,High,Early_Loss,2018,3903.680172591931,8194.302806102372
India,High,Early_Loss,2019,6832.185566640759,15026.488372743132
India,High,Early_Loss,2020,8863.051494000516,23889.539866743646
India,High,Early_Loss,2021,10229.252438662501,34118.79230540615
India,High,Early_Loss,2022,13309.300327437904,47428.092632844055
India,High,Early_Loss,2023,19883.01846967623,67311.11110252028
India,High,Early_Loss,2024,26948.110749783897,94259.22185230418
India,High,Early_Loss,2025,34312.877948872716,128572.0998011769
India,High,Early_Loss,2026,46300.11944788669,174872.21924906358
India,High,Early_Loss,2027,66649.3568771226,241521.57612618618
India,High,Early_Loss,2028,83353.74686128719,324875.32298747334
India,High,Early_Loss,2029,103957.4715930242,428832.79458049755
India,High,Early_Loss,2030,135444.42521373215,564277.2197942297
India,High,Early_Loss,2031,172253.00728465608,736530.2270788858
India,High,Early_Loss,2032,217207.1995701191,953737.4266490049
India,High,Early_Loss,2033,271386.4674273187,1225123.8940763236
India,High,Early_Loss,2034,335766.12797483953,1560890.022051163
India,High,Early_Loss,2035,411173.97170177376,1972063.9937529368
India,High,Early_Loss,2036,498282.657277351,2470346.651030288
India,High,Early_Loss,2037,597635.8009239387,3067982.451954227
India,High,Early_Loss,2038,709681.650645106,3777664.102599333
India,High,Early_Loss,2039,834774.821142691,4612438.923742024
India,High,Early_Loss,2040,973118.4921675313,5585557.415909556
India,High,Early_Loss,2041,1124653.1966168347,6710210.612526391
India,High,Early_Loss,2042,1288931.1915482364,7999141.804074627
India,High,Early_Loss,2043,1465024.7765809395,9464166.580655567
India,High,Early_Loss,2044,1651499.5131725008,11115666.093828067
India,High,Early_Loss,2045,1846454.6667544602,12962120.760582527
India,High,Early_Loss,2046,2047611.528755707,15009732.289338235
India,High,Early_Loss,2047,2252423.329314026,17262155.61865226
India,High,Early_Loss,2048,2458185.1050581704,19720340.723710433
India,High,Early_Loss,2049,2662131.0070271567,22382471.73073759
India,High,Early_Loss,2050,2861514.69625265,25243986.42699024
India,High,Early_Loss,2051,3053673.5559926946,28297659.982982934
India,High,Early_Loss,2052,3232768.8555317177,31530428.838514652
India,High,Early_Loss,2053,3400515.460671649,34930944.299186304
India,High,Early_Loss,2054,3556572.3423994584,38487516.64158576
India,High,Early_Loss,2055,3695614.8460467374,42183131.4876325
India,High,Early_Loss,2056,3816065.712971508,45999197.20060401
India,High,Early_Loss,2057,3916633.918385717,49915831.11898972
India,High,Early_Loss,2058,3996322.5138607267,53912153.632850446
India,High,Early_Loss,2059,4054435.5942569114,57966589.22710736
India,High,Early_Loss,2060,4090582.151836317,62057171.37894368
India,High,Early_Loss,2061,4104675.6820628326,66161847.061006516
India,High,Early_Loss,2062,4096928.955269998,70258776.01627651
India,High,Early_Loss,2063,4067843.7182187634,74326619.73449527
India,High,Early_Loss,2064,4018195.3508724584,78344815.08536772
India,High,Early_Loss,2065,3949012.7165424493,82293827.80191018
India,High,Early_Loss,2066,3861553.622658545,86155381.42456873
India,High,Early_Loss,2067,3757276.4595105853,89912657.8840793
India,High,Early_Loss,2068,3637808.706001188,93550466.5900805
India,High,Early_Loss,2069,3504913.083857936,97055379.67393844
India,High,Early_Loss,2070,3360452.2037711814,100415831.87770963
India,High,Early_Loss,2071,3206352.5778984413,103622184.45560807
India,High,Early_Loss,2072,3044568.8732628147,106666753.32887088
India,High,Early_Loss,2073,2877049.2509032376,109543802.57977411
India,High,Early_Loss,2074,2705702.5783602423,112249505.15813436
India,High,Early_Loss,2075,2532368.2213230426,114781873.3794574
India,High,Early_Loss,2076,2358789.0179898054,117140662.3974472
India,High,Early_Loss,2077,2186587.9215413276,119327250.31898853
India,High,Early_Loss,2078,2017248.6671941082,121344498.98618264
India,High,Early_Loss,2079,1852100.6858975217,123196599.67208016
India,High,Early_Loss,2080,1692308.3521646045,124888908.02424477
India,High,Early_Loss,2081,1538864.5238118693,126427772.54805663
India,High,Early_Loss,2082,1392588.2110942341,127820360.75915086
India,High,Early_Loss,2083,1254126.1057661301,129074486.864917
India,High,Early_Loss,2084,1123957.6100949377,130198444.47501193
India,High,Early_Loss,2085,1002402.9340257496,131200847.40903768
India,High,Early_Loss,2086,889633.7768430555,132090481.18588074
India,High,Early_Loss,2087,785686.0781646244,132876167.26404536
India,High,Early_Loss,2088,690474.3114294697,133566641.57547483
India,High,Early_Loss,2089,603806.799915085,134170448.37538992
India,High,Early_Loss,2090,525401.5587878549,134695849.9341778
India,High,Early_Loss,2091,454902.2042894655,135150752.13846725
India,High,Early_Loss,2092,391893.52007120673,135542645.65853846
India,High,Early_Loss,2093,335916.3278960719,135878561.98643452
India,High,Early_Loss,2094,286483.2958327153,136165045.28226724
India,High,Early_Loss,2095,243082.20781581177,136408127.49008307
India,High,Early_Loss,2096,205206.90853175274,136613334.39861482
India,High,Early_Loss,2097,172345.4013302853,136785679.79994512
India,High,Early_Loss,2098,144000.87522247154,136929680.6751676
India,High,Early_Loss,2099,119690.83271977562,137049371.50788736
India,High,Early_Loss,2100,98966.5566489756,137148338.06453633
India,High,Early_Loss,2101,81403.3748344705,137229741.4393708
India,High,Early_Loss,2102,66607.86102347393,137296349.3003943
India,High,Early_Loss,2103,54208.10403626174,137350557.40443057
India,High,Early_Loss,2104,43883.034941463324,137394440.43937203
India,High,Early_Loss,2105,35338.50144720031,137429778.94081923
India,High,Early_Loss,2106,28312.733618311,137458091.67443755
India,High,Early_Loss,2107,22540.778877769626,137480632.45331532
India,High,Early_Loss,2108,17864.62225396902,137498497.07556927
India,High,Early_Loss,2109,14078.937535821722,137512576.0131051
India,High,Early_Loss,2110,11036.054631346471,137523612.06773645
India,High,Early_Loss,2111,8604.524814607017,137532216.59255105
India,High,Early_Loss,2112,6672.637660478132,137538889.23021153
India,High,Early_Loss,2113,5146.186294116708,137544035.41650563
India,High,Early_Loss,2114,3946.3894320671907,137547981.8059377
India,High,Early_Loss,2115,3007.991245671097,137550989.79718336
India,High,Early_Loss,2116,2277.5176844895354,137553267.31486785
India,High,Early_Loss,2117,1711.63946540396,137554978.95433325
India,High,Early_Loss,2118,1275.5997120342406,137556254.5540453
India,High,Early_Loss,2119,941.7087906865563,137557196.26283598
India,High,Early_Loss,2120,687.9596418788468,137557884.22247785
India,High,Early_Loss,2121,496.83496044918746,137558381.0574383
India,High,Early_Loss,2122,354.35061563660975,137558735.40805396
India,High,Early_Loss,2123,249.3301927653019,137558984.73824674
India,High,Early_Loss,2124,172.86622047433525,137559157.6044672
India,High,Early_Loss,2125,117.91093614912877,137559275.51540336
India,High,Early_Loss,2126,78.94875737973017,137559354.46416074
India,High,Early_Loss,2127,51.72040961838591,137559406.18457037
India,High,Early_Loss,2128,32.98422168330786,137559439.16879207
India,High,Early_Loss,2129,20.309408379155137,137559459.47820044
India,High,Early_Loss,2130,11.899877800943786,137559471.37807822
India,High,Regular_Loss,2014,0.0,0.0
India,High,Regular_Loss,2015,0.002263547769636576,0.002263547769636576
India,High,Regular_Loss,2016,0.09266948955052685,0.09493303732016344
India,High,Regular_Loss,2017,0.7778772705566108,0.8728103078767743
India,High,Regular_Loss,2018,3.4841439641295575,4.356954272006332
India,High,Regular_Loss,2019,11.334785179979397,15.691739451985729
India,High,Regular_Loss,2020,30.510480436735747,46.20221988872147
India,High,Regular_Loss,2021,72.30242287818731,118.50464276690879
India,High,Regular_Loss,2022,155.48821882723337,273.99286159414214
India,High,Regular_Loss,2023,308.7421790223158,582.7350406164579
India,High,Regular_Loss,2024,573.33186810441,1156.066908720868
India,High,Regular_Loss,2025,1006.6189089865208,2162.6858177073887
India,High,Regular_Loss,2026,1686.2702611128148,3848.9560788202034
India,High,Regular_Loss,2027,2715.2212754875495,6564.1773543077525
India,High,Regular_Loss,2028,4228.380329741812,10792.557684049563
India,High,Regular_Loss,2029,6401.9966067013775,17194.55429075094
India,High,Regular_Loss,2030,9464.421279509666,26658.975570260605
India,High,Regular_Loss,2031,13708.42922205921,40367.404792319816
India,High,Regular_Loss,2032,19505.748662958078,59873.15345527789
India,High,Regular_Loss,2033,27323.70653979591,87196.8599950738
India,High,Regular_Loss,2034,37743.75638812412,124940.61638319792
India,High,Regular_Loss,2035,51481.40740739779,176422.0237905957
India,High,Regular_Loss,2036,69406.7455604716,245828.7693510673
India,High,Regular_Loss,2037,92564.37679723998,338393.1461483073
India,High,Regular_Loss,2038,122191.28504177238,460584.43119007966
India,High,Regular_Loss,2039,159730.85009292036,620315.281283
India,High,Regular_Loss,2040,206841.1650694659,827156.4463524659
India,High,Regular_Loss,2041,265395.83301992604,1092552.279372392
India,High,Regular_Loss,2042,337475.5353030697,1430027.8146754617
India,High,Regular_Loss,2043,425348.69784498215,1855376.5125204439
India,High,Regular_Loss,2044,531439.3353588756,2386815.8478793195
India,High,Regular_Loss,2045,658279.4525303108,3045095.3004096304
India,High,Regular_Loss,2046,808442.177630647,3853537.4780402775
India,High,Regular_Loss,2047,984450.2923656318,4837987.770405909
India,High,Regular_Loss,2048,1188653.5224389986,6026641.292844907
India,High,Regular_Loss,2049,1423067.7125708112,7449709.005415719
India,High,Regular_Loss,2050,1689170.8576432557,9138879.863058975
India,High,Regular_Loss,2051,1987655.8014725586,11126535.664531533
India,High,Regular_Loss,2052,2318147.57764392,13444683.242175452
India,High,Regular_Loss,2053,2678903.9595629694,16123587.20173842
India,High,Regular_Loss,2054,3066529.0220977864,19190116.223836206
India,High,Regular_Loss,2055,3475740.0758677823,22665856.29970399
India,High,Regular_Loss,2056,3899232.9732723986,26565089.272976387
India,High,Regular_Loss,2057,4327687.16658701,30892776.439563397
India,High,Regular_Loss,2058,4749940.446927713,35642716.88649111
India,High,Regular_Loss,2059,5153345.662671049,40796062.549162164
India,High,Regular_Loss,2060,5524301.569630136,46320364.1187923
India,High,Regular_Loss,2061,5848931.405625174,52169295.524417475
India,High,Regular_Loss,2062,6113868.481388315,58283164.00580579
India,High,Regular_Loss,2063,6307098.150104684,64590262.15591048
India,High,Regular_Loss,2064,6418797.963980933,71009060.1198914
India,High,Regular_Loss,2065,6442110.538756216,77451170.65864763
India,High,Regular_Loss,2066,6373776.781314814,83824947.43996245
India,High,Regular_Loss,2067,6214554.237320912,90039501.67728336
India,High,Regular_Loss,2068,5969352.172881708,96008853.85016507
India,High,Regular_Loss,2069,5647036.57033896,101655890.42050403
India,High,Regular_Loss,2070,5259895.203639927,106915785.62414396
India,High,Regular_Loss,2071,4822800.052519549,111738585.6766635
India,High,Regular_Loss,2072,4352151.246410582,116090736.92307408
India,High,Regular_Loss,2073,3864721.8245271808,119955458.74760126
India,High,Regular_Loss,2074,3376537.0289731715,123331995.77657443
India,High,Regular_Loss,2075,2901912.444140286,126233908.22071472
India,High,Regular_Loss,2076,2452744.902877565,128686653.12359229
India,High,Regular_Loss,2077,2038105.9834951258,130724759.10708742
India,High,Regular_Loss,2078,1664139.5877897507,132388898.69487716
India,High,Regular_Loss,2079,1334222.0309170377,133723120.7257942
India,High,Regular_Loss,2080,1049312.9933465866,134772433.71914077
India,High,Regular_Loss,2081,808412.9666504832,135580846.68579125
India,High,Regular_Loss,2082,609047.6905649782,136189894.37635624
India,High,Regular_Loss,2083,447718.78124185913,136637613.1575981
India,High,Regular_Loss,2084,320285.7883372895,136957898.9459354
India,High,Regular_Loss,2085,222270.8654428045,137180169.8113782
India,High,Regular_Loss,2086,149096.6514620233,137329266.46284023
India,High,Regular_Loss,2087,96276.93913771369,137425543.40197796
India,High,Regular_Loss,2088,59577.81099326603,137485121.2129712
India,High,Regular_Loss,2089,35157.21502453966,137520278.42799574
India,High,Regular_Loss,2090,19678.98534817496,137539957.4133439
India,High,Regular_Loss,2091,10389.125029425868,137550346.53837332
India,High,Regular_Loss,2092,5141.831518479274,137555488.3698918
India,High,Regular_Loss,2093,2370.5109413023833,137557858.8808331
India,High,Regular_Loss,2094,1011.1670947528597,137558870.04792786
India,High,Regular_Loss,2095,396.2598158761558,137559266.30774373
India,High,Regular_Loss,2096,141.604606913606,137559407.91235065
India,High,Regular_Loss,2097,45.78462829976681,137559453.69697896
India,High,Regular_Loss,2098,13.284559504459414,137559466.98153847
India,High,Regular_Loss,2099,3.4294909815891867,137559470.41102946
India,High,Regular_Loss,2100,0.7806575571337548,137559471.19168702
India,High,Regular_Loss,2101,0.1552209046122656,137559471.3469079
India,High,Regular_Loss,2102,0.026694346653444213,137559471.37360227
India,High,Regular_Loss,2103,0.003929996960254155,137559471.37753227
India,High,Regular_Loss,2104,0.0004899934779168443,137559471.37802225
India,High,Regular_Loss,2105,5.115936653621026e-05,137559471.37807342
India,High,Regular_Loss,2106,4.420679957059389e-06,137559471.37807783
India,High,Regular_Loss,2107,3.1225480372730104e-07,137559471.37807813
India,High,Regular_Loss,2108,1.7802899145323234e-08,137559471.37807816
India,High,Regular_Loss,2109,7.603646443493634e-10,137559471.37807816
India,High,Regular_Loss,2110,0.0,137559471.37807816
India,High,Regular_Loss,2111,0.0,137559471.37807816
India,High,Regular_Loss,2112,0.0,137559471.37807816
India,High,Regular_Loss,2113,0.0,137559471.37807816
India,High,Regular_Loss,2114,0.0,137559471.37807816
India,High,Regular_Loss,2115,0.0,137559471.37807816
India,High,Regular_Loss,2116,0.0,137559471.37807816
India,High,Regular_Loss,2117,0.0,137559471.37807816
India,High,Regular_Loss,2118,0.0,137559471.37807816
India,High,Regular_Loss,2119,0.0,137559471.37807816
India,High,Regular_Loss,2120,0.0,137559471.37807816
India,High,Regular_Loss,2121,0.0,137559471.37807816
India,High,Regular_Loss,2122,0.0,137559471.37807816
India,High,Regular_Loss,2123,0.0,137559471.37807816
India,High,Regular_Loss,2124,0.0,137559471.37807816
India,High,Regular_Loss,2125,0.0,137559471.37807816
India,High,Regular_Loss,2126,0.0,137559471.37807816
India,High,Regular_Loss,2127,0.0,137559471.37807816
India,High,Regular_Loss,2128,0.0,137559471.37807816
India,High,Regular_Loss,2129,0.0,137559471.37807816
India,High,Regular_Loss,2130,0.0,137559471.37807816
Gujarat,Conservative,Fixed_25,2014,0.0,0.0
Gujarat,Conservative,Fixed_25,2015,0.0,0.0
Gujarat,Conservative,Fixed_25,2016,0.0,0.0
Gujarat,Conservative,Fixed_25,2017,0.0,0.0
Gujarat,Conservative,Fixed_25,2018,0.0,0.0
Gujarat,Conservative,Fixed_25,2019,0.0,0.0
Gujarat,Conservative,Fixed_25,2020,0.0,0.0
Gujarat,Conservative,Fixed_25,2021,0.0,0.0
Gujarat,Conservative,Fixed_25,2022,0.0,0.0
Gujarat,Conservative,Fixed_25,2023,0.0,0.0
Gujarat,Conservative,Fixed_25,2024,0.0,0.0
Gujarat,Conservative,Fixed_25,2025,0.0,0.0
Gujarat,Conservative,Fixed_25,2026,0.0,0.0
Gujarat,Conservative,Fixed_25,2027,0.0,0.0
Gujarat,Conservative,Fixed_25,2028,0.0,0.0
Gujarat,Conservative,Fixed_25,2029,0.0,0.0
Gujarat,Conservative,Fixed_25,2030,0.0,0.0
Gujarat,Conservative,Fixed_25,2031,0.0,0.0
Gujarat,Conservative,Fixed_25,2032,0.0,0.0
Gujarat,Conservative,Fixed_25,2033,0.0,0.0
Gujarat,Conservative,Fixed_25,2034,0.0,0.0
Gujarat,Conservative,Fixed_25,2035,0.0,0.0
Gujarat,Conservative,Fixed_25,2036,0.0,0.0
Gujarat,Conservative,Fixed_25,2037,0.0,0.0
Gujarat,Conservative,Fixed_25,2038,0.0,0.0
Gujarat,Conservative,Fixed_25,2039,64872.5,64872.5
Gujarat,Conservative,Fixed_25,2040,5945.8,70818.3
Gujarat,Conservative,Fixed_25,2041,8829.1,79647.40000000001
Gujarat,Conservative,Fixed_25,2042,9825.9,89473.3
Gujarat,Conservative,Fixed_25,2043,24971.8,114445.1
Gujarat,Conservative,Fixed_25,2044,60154.49999999999,174599.6
Gujarat,Conservative,Fixed_25,2045,31637.199999999997,206236.8
Gujarat,Conservative,Fixed_25,2046,108887.8,315124.6
Gujarat,Conservative,Fixed_25,2047,187477.5,502602.1
Gujarat,Conservative,Fixed_25,2048,145217.8,647819.8999999999
Gujarat,Conservative,Fixed_25,2049,300321.69999999995,948141.5999999999
Gujarat,Conservative,Fixed_25,2050,346624.60000000003,1294766.2
Gujarat,Conservative,Fixed_25,2051,756438.2000000001,2051204.4
Gujarat,Conservative,Fixed_25,2052,321370.36288930697,2372574.762889307
Gujarat,Conservative,Fixed_25,2053,416304.4569445744,2788879.2198338816
Gujarat,Conservative,Fixed_25,2054,330242.9051323331,3119122.124966215
Gujarat,Conservative,Fixed_25,2055,240016.84570802544,3359138.9706742405
Gujarat,Conservative,Fixed_25,2056,163567.0057973399,3522705.9764715806
Gujarat,Conservative,Fixed_25,2057,106636.44040166268,3629342.416873243
Gujarat,Conservative,Fixed_25,2058,67526.3444336533,3696868.7613068963
Gujarat,Conservative,Fixed_25,2059,41975.182837839355,3738843.9441447356
Gujarat,Conservative,Fixed_25,2060,25792.38811179749,3764636.332256533
Gujarat,Conservative,Fixed_25,2061,15736.160409992546,3780372.4926665258
Gujarat,Conservative,Fixed_25,2062,9559.101628936727,3789931.5942954626
Gujarat,Conservative,Fixed_25,2063,5791.445360001924,3795723.0396554647
Gujarat,Conservative,Fixed_25,2064,3503.1659180729885,3799226.205573538
Gujarat,Conservative,Fixed_25,2065,2116.962823786531,3801343.168397324
Gujarat,Conservative,Fixed_25,2066,1278.530710074429,3802621.6991073987
Gujarat,Conservative,Fixed_25,2067,771.8898310832101,3803393.588938482
Gujarat,Conservative,Fixed_25,2068,465.91493074714003,3803859.5038692295
Gujarat,Conservative,Fixed_25,2069,281.19130783394695,3804140.6951770633
Gujarat,Conservative,Fixed_25,2070,169.692766422711,3804310.387943486
Gujarat,Conservative,Fixed_25,2071,102.40103701604698,3804412.788980502
Gujarat,Conservative,Fixed_25,2072,61.792115127085,3804474.5810956294
Gujarat,Conservative,Fixed_25,2073,37.286733123451,3804511.867828753
Gujarat,Conservative,Fixed_25,2074,22.499409591883,3804534.3672383446
Gujarat,Conservative,Fixed_25,2075,13.576418063362,3804547.9436564078
Gujarat,Conservative,Fixed_25,2076,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2077,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2078,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2079,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2080,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2081,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2082,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2083,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2084,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2085,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2086,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2087,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2088,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2089,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2090,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2091,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2092,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2093,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2094,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2095,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2096,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2097,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2098,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2099,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2100,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2101,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2102,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2103,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2104,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2105,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2106,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2107,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2108,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2109,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2110,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2111,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2112,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2113,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2114,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2115,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2116,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2117,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2118,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2119,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2120,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2121,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2122,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2123,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2124,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2125,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2126,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2127,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2128,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2129,0.0,3804547.9436564078
Gujarat,Conservative,Fixed_25,2130,0.0,3804547.9436564078
Gujarat,Conservative,Early_Loss,2014,0.0,0.0
Gujarat,Conservative,Early_Loss,2015,324.3625,324.3625
Gujarat,Conservative,Early_Loss,2016,354.0915,678.454
Gujarat,Conservative,Early_Loss,2017,205.07764618872193,883.5316461887219
Gujarat,Conservative,Early_Loss,2018,321.00831161143753,1204.5399578001593
Gujarat,Conservative,Early_Loss,2019,523.9157163984883,1728.4556741986476
Gujarat,Conservative,Early_Loss,2020,922.234124315718,2650.6897985143655
Gujarat,Conservative,Early_Loss,2021,1156.1777178525115,3806.8675163668768
Gujarat,Conservative,Early_Loss,2022,1714.2611050389003,5521.128621405777
Gujarat,Conservative,Early_Loss,2023,2840.8896337219776,8362.018255127754
Gujarat,Conservative,Early_Loss,2024,3587.7505766805725,11949.768831808327
Gujarat,Conservative,Early_Loss,2025,5039.100214928883,16988.86904673721
Gujarat,Conservative,Early_Loss,2026,7127.6288768097,24116.49792354691
Gujarat,Conservative,Early_Loss,2027,11053.920862898318,35170.418786445225
Gujarat,Conservative,Early_Loss,2028,13131.718315691267,48302.13710213649
Gujarat,Conservative,Early_Loss,2029,15026.364992074119,63328.502094210606
Gujarat,Conservative,Early_Loss,2030,18919.436671428077,82247.93876563868
