region,capacity_scenario,lifetime_scenario,price_scenario,year,annual_material_tonnes,gross_benchmark_value_real_2026_usd,quality_adjusted_gross_value_real_2026_usd,present_value_3pct_real_2026_usd,present_value_5pct_real_2026_usd,present_value_7pct_real_2026_usd
Karnataka,Conservative,Early_Loss,Upside,2060,39037.5115010789,147534825.75186163,127458581.41863795,46655563.65672425,24262352.72582052,12773815.50587723
Karnataka,Conservative,Early_Loss,Upside,2075,19833.710299730974,74957723.4963566,64757626.23860057,15214823.2058656,5929461.675784905,2352262.6581245763
Karnataka,Conservative,Fixed_25,Downside,2045,66687.48793487056,164909344.4446785,140722804.2224267,80252248.90184003,55688792.15742032,38911028.01215389
Karnataka,Conservative,Fixed_25,Downside,2060,41066.858613863165,101552914.07930309,86658587.44586045,31720933.953458652,16495878.04862685,8684866.846254433
Karnataka,Conservative,Fixed_25,Downside,2075,24814.35337790321,61362616.51308749,52362826.97760557,12302661.497939661,4794545.35061997,1902032.698348665
Karnataka,Conservative,Fixed_25,Reference,2045,66687.48793487056,203386400.7699567,174789891.00191492,99680232.46637142,69170295.21269682,48330861.388085775
Karnataka,Conservative,Fixed_25,Reference,2060,41066.858613863165,125247491.29191403,107637458.88761862,39400142.84707073,20489306.918180786,10787355.594645206
Karnataka,Conservative,Fixed_25,Reference,2075,24814.35337790321,75679894.04391031,65039158.86654277,15280969.379059793,5955239.904926838,2362489.0781806805
Karnataka,Conservative,Fixed_25,Upside,2045,66687.48793487056,252032635.63633114,217736538.10684675,124172105.20873684,86165741.81212917,60205967.187475264
Karnataka,Conservative,Fixed_25,Upside,2060,41066.858613863165,155204355.93352795,134084457.25589108,49080931.71327875,25523619.993129205,13437856.440335216
Karnataka,Conservative,Fixed_25,Upside,2075,24814.35337790321,93781113.62587467,81019567.04594034,19035570.950019985,7418468.6142993895,2942963.0641091336
Karnataka,Conservative,Regular_Loss,Downside,2045,40540.17632046928,100250498.37249115,85547191.41707209,48786367.89816121,33853928.57113877,23654511.29249377
Karnataka,Conservative,Regular_Loss,Downside,2060,45733.38045967417,113092605.89047217,96505802.57486758,35325456.828100264,18370342.711326063,9671748.293581028
