region,capacity_scenario,lifetime_scenario,price_scenario,material,full_period_material_tonnes,full_period_gross_benchmark_value_real_2026_usd,full_period_quality_adjusted_value_real_2026_usd,full_period_present_value_3pct_real_2026_usd,full_period_present_value_5pct_real_2026_usd,full_period_present_value_7pct_real_2026_usd
Gujarat,Conservative,Regular_Loss,Downside,Polymers,346002.87830054894,365313327.2673883,219187996.36043295,96362024.20139606,57846992.28106124,35749850.2254173
Gujarat,Conservative,Regular_Loss,Downside,Silicon,134556.67489465795,321611534.73297364,241208651.0497302,106043005.34696619,63658572.581932314,39341447.94098508
Gujarat,Conservative,Regular_Loss,Downside,Silver,2114.4620340589104,2936810967.0584555,2789970418.705533,1226732725.3641741,736529466.6459389,455277584.524949
Gujarat,Conservative,Regular_Loss,Reference,Aluminium,499781.9353230152,1551947854.661793,1241558283.7294345,545687345.4347391,327490754.7887185,202312528.83747008
Gujarat,Conservative,Regular_Loss,Reference,Copper,115334.29276684966,1538645966.2293494,1415554288.9310014,622161740.103901,373386371.46691287,230665262.88246953
Gujarat,Conservative,Regular_Loss,Reference,Glass,2691133.497893159,1664977383.8115184,1165484168.668063,512251394.46235335,307424383.6099961,189916214.62585893
Gujarat,Conservative,Regular_Loss,Reference,Polymers,346002.87830054894,438043103.95727795,262825862.3743668,115516725.25582305,69326620.56623563,42827602.66487393
Gujarat,Conservative,Regular_Loss,Reference,Silicon,134556.67489465795,385640775.8148386,289230581.861129,127122077.55583653,76291498.19463748,47130264.60400125
Gujarat,Conservative,Regular_Loss,Reference,Silver,2114.4620340589104,3861487043.8793116,3668412691.6853456,1612333798.5163202,967631771.3155029,597769640.1372235
Gujarat,Conservative,Regular_Loss,Upside,Aluminium,499781.9353230152,1854283242.5503898,1483426594.0403118,651841873.1485786,391102436.0637908,241525482.518542
Gujarat,Conservative,Regular_Loss,Upside,Copper,115334.29276684966,1838390009.5783775,1691318808.8121073,743193107.6715937,445912800.09703565,275373647.0899005
Gujarat,Conservative,Regular_Loss,Upside,Glass,2691133.497893159,1820740618.3225005,1274518432.8257504,560107304.1531248,336102286.2997849,207595254.8128961
Gujarat,Conservative,Regular_Loss,Upside,Polymers,346002.87830054894,523378401.3701604,314027040.8220962,137988610.51241058,82792597.32085387,51128605.12487589
Gujarat,Conservative,Regular_Loss,Upside,Silicon,134556.67489465795,460767561.28731,345575670.96548253,151851593.85823685,91110330.1652865,56265224.72492421
Gujarat,Conservative,Regular_Loss,Upside,Silver,2114.4620340589104,5036623624.574506,4784792443.34578,2102291431.5347722,1261223273.8381176,778744246.4472773
Gujarat,High,Early_Loss,Downside,Aluminium,1240774.3184888929,3218887361.8536954,2575109889.4829564,1152229092.2843635,720199791.3316555,472766201.3399365
Gujarat,High,Early_Loss,Downside,Copper,286332.5350358983,3191297980.911956,2935994142.438999,1313706214.8341713,821130926.245672,539021190.3368083
Gujarat,High,Early_Loss,Downside,Glass,6681092.484170961,3779767413.528222,2645837189.469755,1182648185.1506279,738461107.374885,484119116.1664743
Gujarat,High,Early_Loss,Downside,Polymers,858997.605107695,908543033.2209984,545125819.9325991,243915737.8281138,152459319.6462709,100080025.39790595
Gujarat,High,Early_Loss,Downside,Silicon,334054.62420854805,799855623.8581581,599891717.8936186,268420657.46415842,167776098.337815,110134534.3909961
Gujarat,High,Early_Loss,Downside,Silver,5249.429808991469,7310995820.745108,6945446029.707852,3111161172.186871,1946734100.2713108,1279687969.1058726
Gujarat,High,Early_Loss,Reference,Aluminium,1240774.3184888929,3852914452.487634,3082331561.990108,1376409713.2325737,858625014.6908846,562201565.456765
Gujarat,High,Early_Loss,Reference,Copper,286332.5350358983,3819890766.7801604,3514299505.437748,1569304235.190669,978955509.4249587,640990316.4880152
Gujarat,High,Early_Loss,Reference,Glass,6681092.484170961,4133525109.0317326,2893467576.3222127,1292072834.1119938,806014405.0898932,527753737.160078
Gujarat,High,Early_Loss,Reference,Polymers,858997.605107695,1087499558.042393,652499734.8254358,291372603.7686697,181762598.58253565,119012625.67033383
Gujarat,High,Early_Loss,Reference,Silicon,334054.62420854805,957403893.5279409,718052920.1459557,320645262.85607916,200023322.18636656,130969192.53106406
Gujarat,High,Early_Loss,Reference,Silver,5249.429808991469,9586648929.45042,9107316482.977898,4066856084.930856,2536965797.3922176,1661128104.1208138
Gujarat,High,Early_Loss,Upside,Aluminium,1240774.3184888929,4596280343.315286,3677024274.652229,1639036629.6212242,1020662641.3452955,666788083.3102386
Gujarat,High,Early_Loss,Upside,Copper,286332.5350358983,4556885199.884816,4192334383.894031,1868736539.541267,1163701614.6902335,760233928.2072588
Gujarat,High,Early_Loss,Upside,Glass,6681092.484170961,4516577729.589075,3161604410.7123523,1410510765.3053393,879103381.323031,574940408.6529709
Gujarat,High,Early_Loss,Upside,Polymers,858997.605107695,1297317369.3921657,778390421.6352993,346968178.045882,216064394.57604715,141152578.42792958
Gujarat,High,Early_Loss,Upside,Silicon,334054.62420854805,1142121568.1533794,856591176.1150346,381826229.4163546,237771237.57208112,155333428.83797726
Gujarat,High,Early_Loss,Upside,Silver,5249.429808991469,12475483273.185432,11851709109.526161,5278585675.997089,3284443937.591154,2143466052.7122064
Gujarat,High,Fixed_25,Downside,Aluminium,1342724.9721148983,3476308559.2253485,2781046847.380279,1191791547.907721,693313863.2148262,410567649.092009
Gujarat,High,Fixed_25,Downside,Copper,309859.60894959193,3446512797.4201684,3170791773.626555,1358813081.319781,790477116.9509953,468105931.2195489
Gujarat,High,Fixed_25,Downside,Glass,7230057.542157145,4086312739.5698056,2860418917.6988635,1225805704.3519874,713101288.4988606,422285396.43774825
Gujarat,High,Fixed_25,Downside,Polymers,929578.8268487757,981201131.8693267,588720679.1215961,252290726.46386483,146767829.09311312,86913194.37013187
Gujarat,High,Fixed_25,Downside,Silicon,361502.87710785726,863821761.6168413,647866321.212631,277637036.75923824,161512813.9354521,95644901.73069942
Gujarat,High,Fixed_25,Downside,Silver,5680.759497409185,7886906677.158933,7492561343.300986,3210866904.1436,1867892536.6508772,1106131419.2871315
Gujarat,High,Fixed_25,Reference,Aluminium,1342724.9721148983,4169496719.6597877,3335597375.727831,1429438976.678992,831563087.4300308,492436283.178795
Gujarat,High,Fixed_25,Reference,Copper,309859.60894959193,4133759578.0942683,3803058811.846727,1629765191.6307843,948101035.8953145,561447901.2496307
Gujarat,High,Fixed_25,Reference,Glass,7230057.542157145,4473164300.757205,3131215010.530043,1341852830.6154826,780610645.7903861,462263189.4482218
Gujarat,High,Fixed_25,Reference,Polymers,929578.8268487757,1176856090.5788186,706113654.3472911,302598385.17501384,176033850.71539462,104243991.18994522
Gujarat,High,Fixed_25,Reference,Silicon,361502.87710785726,1036070860.8198901,777053145.6149175,332998838.9412894,193719037.42542174,114716831.72658285
Gujarat,High,Fixed_25,Reference,Silver,5680.759497409185,10374354727.25483,9855636990.892088,4223540813.796924,2457006347.460493,1454993724.2037053
Gujarat,High,Fixed_25,Upside,Aluminium,1342724.9721148983,4982934544.560515,3986347635.6484127,1708311898.3281443,993794866.1282548,588506942.5469698
Gujarat,High,Fixed_25,Upside,Copper,309859.60894959193,4940225352.25176,4545007324.071619,1947720269.1172671,1133068502.3016055,670982214.4520268
Gujarat,High,Fixed_25,Upside,Glass,7230057.542157145,4892233918.035592,3424563742.624914,1467564678.9539754,853742367.0015734,505570442.40362084
Gujarat,High,Fixed_25,Upside,Polymers,929578.8268487757,1406451968.188652,843871180.9131911,361633081.39977086,210376746.81593746,124581219.19463325
