region,capacity_scenario,lifetime_scenario,price_scenario,material,full_period_material_tonnes,full_period_gross_benchmark_value_real_2026_usd,full_period_quality_adjusted_value_real_2026_usd,full_period_present_value_3pct_real_2026_usd,full_period_present_value_5pct_real_2026_usd,full_period_present_value_7pct_real_2026_usd
Gujarat,Medium,Fixed_25,Reference,Copper,206603.6828205956,2756248081.5888605,2535748235.061752,1131936413.6160398,675676345.8151318,410117137.02308625
Gujarat,Medium,Fixed_25,Reference,Glass,4820752.59914723,2982551425.5664005,2087785997.8964803,931969886.5132705,556312174.2124919,337666336.24545944
Gujarat,Medium,Fixed_25,Reference,Polymers,619811.0484617867,784686985.4631066,470812191.277864,210166551.99162394,125452778.22508079,76146419.14864275
Gujarat,Medium,Fixed_25,Reference,Silicon,241037.62995736155,690816257.8340979,518112193.3755734,231280870.04505187,138056353.03291264,83796445.745635
Gujarat,Medium,Fixed_25,Reference,Silver,3787.7341850442526,6917261339.107897,6571398272.152501,2933416216.078644,1751017041.0572107,1062819647.609065
Gujarat,Medium,Fixed_25,Upside,Aluminium,895282.6255559142,3322448613.5837345,2657958890.8669877,1186490209.4247448,708240639.1437798,429882776.0481043
Gujarat,Medium,Fixed_25,Upside,Copper,206603.6828205956,3293971599.5863485,3030453871.619441,1352768796.0655198,807495779.6775428,490127942.7209485
Gujarat,Medium,Fixed_25,Upside,Glass,4820752.59914723,3261972569.165718,2283380798.4160028,1019281739.464879,608430431.9512188,369300699.0329443
Gujarat,Medium,Fixed_25,Upside,Polymers,619811.0484617867,937773585.0216025,562664151.0129615,251168484.45816442,149927682.96981698,91002019.65174262
Gujarat,Medium,Fixed_25,Upside,Silicon,241037.62995736155,825589376.0210047,619192032.0157535,276402049.0553439,164990121.56073213,100144509.58757107
Gujarat,Medium,Fixed_25,Upside,Silver,3787.7341850442526,9025457100.806757,8574184245.766418,3827442815.7492685,2284680079.5994806,1386738575.4471562
Gujarat,Medium,Regular_Loss,Downside,Aluminium,892143.5392644949,2310097064.1520844,1848077651.321668,764578584.4860451,441765782.8129229,263237745.30164826
Gujarat,Medium,Regular_Loss,Downside,Copper,205879.2782918065,2290297008.8066926,2107073248.102157,871729107.4269657,503676272.59943587,300128736.80884665
Gujarat,Medium,Regular_Loss,Downside,Glass,4803849.826808819,2715254429.590812,1900678100.7135684,786273879.9027891,454258239.0104429,270644074.0467356
Gujarat,Medium,Regular_Loss,Downside,Polymers,617637.8348754195,652033562.457739,391220137.4746434,161853880.28413296,93517537.07971418,55724880.841330566
Gujarat,Medium,Regular_Loss,Downside,Silicon,240192.49134044093,574031931.1316892,430523948.34876686,178114480.6228435,102912747.70082681,61323263.868617035
Gujarat,Medium,Regular_Loss,Downside,Silver,3774.453435349786,5241474130.399546,4979400423.879568,2060239793.6484613,1190504866.930504,709498288.5796487
Gujarat,Medium,Regular_Loss,Reference,Aluminium,892143.5392644949,2770328725.3010726,2216262980.2408586,916752160.2065558,529592979.51607984,315486646.2203994
Gujarat,Medium,Regular_Loss,Reference,Copper,205879.2782918065,2746583981.8714175,2526857263.321704,1045228781.6638285,603811857.5391065,359699968.18535686
Gujarat,Medium,Regular_Loss,Reference,Glass,4803849.826808819,2972093849.348348,2080465694.5438437,860579920.6651114,497143180.1088531,296155803.89151263
Gujarat,Medium,Regular_Loss,Reference,Polymers,617637.8348754195,781935675.3306298,469161405.1983779,194067552.24256527,112109703.88809961,66785467.05950944
Gujarat,Medium,Regular_Loss,Reference,Silicon,240192.49134044093,688394082.1066172,516295561.57996285,213564489.23405698,123372770.83351581,73495048.481854
Gujarat,Medium,Regular_Loss,Reference,Silver,3774.453435349786,6893007679.287037,6548357295.322685,2708713158.0562763,1564780029.213369,932163420.9355966
Gujarat,Medium,Regular_Loss,Upside,Aluminium,892143.5392644949,3310358423.924654,2648286739.1397233,1095296891.8573627,632631743.0863701,376777661.225257
Gujarat,Medium,Regular_Loss,Upside,Copper,205879.2782918065,3281985036.059737,3019426233.174958,1248795351.1648161,721290807.6693751,429580504.84646785
Gujarat,Medium,Regular_Loss,Upside,Glass,4803849.826808819,3250313280.0293326,2275219296.0205326,941068305.6458263,543594259.913953,323787332.5107635
Gujarat,Medium,Regular_Loss,Upside,Polymers,617637.8348754195,934361083.6351756,560616650.1811053,231863742.46858102,133922012.05618861,79760181.24373901
Gujarat,Medium,Regular_Loss,Upside,Silicon,240192.49134044093,822585106.1894693,616938829.642102,255157862.09488013,147376445.83793548,87773263.33896448
Gujarat,Medium,Regular_Loss,Upside,Silver,3774.453435349786,8992059439.55528,8542456467.577517,3532809312.29619,2040358869.8144999,1215045762.5050173
India,Conservative,Early_Loss,Downside,Aluminium,6805393.127075839,17653434179.281925,14122747343.425543,6110029498.030913,3745882836.4483056,2419629992.015954
India,Conservative,Early_Loss,Downside,Copper,1570475.3370175012,17502124964.093468,16101954966.96599,6966308851.367173,4270843007.901003,2758724787.80117
India,Conservative,Early_Loss,Downside,Glass,36644424.53040837,20730372786.17926,14511260950.32548,6271363402.461448,3840607179.757479,2477272508.060639
India,Conservative,Early_Loss,Downside,Polymers,4711426.011052504,4982748022.215836,2989648813.329501,1293434060.2432427,792967112.1725725,512212231.6869518
India,Conservative,Early_Loss,Downside,Silicon,1832221.2265204182,4386670616.699345,3290002962.5245085,1423378515.5826485,872632309.3871475,563671476.1205068
India,Conservative,Early_Loss,Downside,Silver,28792.047845320856,40094163936.18964,38089455739.38015,16497835566.282719,10126086449.941093,6550838211.007765
India,Conservative,Early_Loss,Reference,Aluminium,6805393.127075839,21132447007.85225,16905957606.281801,7298905072.745612,4465305782.262033,2876345157.529282
India,Conservative,Early_Loss,Reference,Copper,1570475.3370175012,20951318852.31623,19275213344.13093,8321797305.551937,5091088218.9779625,3279445498.0848866
India,Conservative,Early_Loss,Reference,Glass,36644424.53040837,22671539012.718353,15870077308.902847,6851678590.024096,4191702689.8291717,2700102595.7924166
India,Conservative,Early_Loss,Reference,Polymers,4711426.011052504,5964712444.252581,3578827466.551548,1545107503.4275708,945261981.1475728,608894408.2779067
India,Conservative,Early_Loss,Reference,Silicon,1832221.2265204182,5251164357.419785,3938373268.0648384,1700336253.8873863,1040227435.5675447,670066797.8684534
India,Conservative,Early_Loss,Reference,Silver,28792.047845320856,52580806810.7229,49951766470.18675,21565959774.226406,13193568613.389181,8498691700.443405
India,Conservative,Early_Loss,Upside,Aluminium,6805393.127075839,25211744710.563423,20169395768.45074,8691804210.974285,5307523317.896142,3410465255.0195107
India,Conservative,Early_Loss,Upside,Copper,1570475.3370175012,24995652517.568806,22996000316.163303,9909901847.245434,6051336852.0091715,3888418918.5959344
India,Conservative,Early_Loss,Upside,Glass,36644424.53040837,24773538250.92892,17341476775.650246,7479824661.091484,4571586065.506772,2941079549.433974
India,Conservative,Early_Loss,Upside,Polymers,4711426.011052504,7116109523.924958,4269665714.3549747,1839970758.7439392,1123551275.3440006,721962459.1894361
India,Conservative,Early_Loss,Upside,Silicon,1832221.2265204182,6264821824.149588,4698616368.112191,2024822855.5260894,1236428508.9101353,794494195.7645701
India,Conservative,Early_Loss,Upside,Silver,28792.047845320856,68433901788.0136,65012206698.61292,27992789321.99948,17078800854.387663,10962017568.23652
India,Conservative,Fixed_25,Downside,Aluminium,7650082.490027151,19806027139.70056,15844821711.76045,6446159870.341267,3656047653.9539948,2125541518.427639
India,Conservative,Fixed_25,Downside,Copper,1765403.6515447272,19636267851.39016,18065366423.278946,7349545624.380066,4168418031.527978,2423421801.57114
India,Conservative,Fixed_25,Downside,Glass,41192751.86937697,23281483689.485477,16297038582.639833,6630135575.387562,3760392559.812408,2186205232.533941
India,Conservative,Fixed_25,Downside,Polymers,5296210.954634181,5590325460.53373,3354195276.3202376,1364589604.1515927,773949874.222452,449956550.501344
India,Conservative,Fixed_25,Downside,Silicon,2059637.5934688486,4921564631.840277,3691173473.8802075,1501682679.340866,851704510.47111,495161297.05819535
India,Conservative,Fixed_25,Downside,Silver,32365.73361165333,44935104302.39381,42688349087.27412,17366930838.563034,9849946018.380117,5726530723.333237
India,Conservative,Fixed_25,Reference,Aluminium,7650082.490027151,23755418652.15681,19004334921.725452,7731546833.627372,4385076422.409969,2549381977.3465705
India,Conservative,Fixed_25,Reference,Copper,1765403.6515447272,23551808764.34532,21667664063.197693,8815070886.19062,4999615256.391272,2906660637.240593
India,Conservative,Fixed_25,Reference,Glass,41192751.86937697,25485543654.064842,17839880557.845387,7257811052.446818,4116389230.9321175,2393173460.661006
India,Conservative,Fixed_25,Reference,Polymers,5296210.954634181,6705056030.67642,4023033618.405852,1636693573.443832,928278202.8045034,539679470.1454382
India,Conservative,Fixed_25,Reference,Silicon,2059637.5934688486,5902941939.257655,4427206454.443241,1801123490.279846,1021537387.153019,593898202.248967
India,Conservative,Fixed_25,Reference,Silver,32365.73361165333,59107167210.34608,56151808849.82877,22844279565.87109,12956516188.39707,7532618745.500721
India,Conservative,Fixed_25,Upside,Aluminium,7650082.490027151,28389924295.70444,22711939436.563553,9239914164.823431,5240572245.263063,3046747455.7065387
India,Conservative,Fixed_25,Upside,Copper,1765403.6515447272,28146591631.882904,25894864301.332275,10534825707.965302,5975003038.88394,3473728527.073224
India,Conservative,Fixed_25,Upside,Glass,41192751.86937697,27873163760.805088,19511214632.56356,7937761059.986867,4502034278.506959,2617378568.904008
India,Conservative,Fixed_25,Upside,Polymers,5296210.954634181,8013162634.457603,4807897580.6745615,1956000326.734619,1109378381.785737,644966924.2088398
India,Conservative,Fixed_25,Upside,Silicon,2059637.5934688486,7054562044.615797,5290921533.461848,2152509298.404523,1220831739.9564257,709763328.0258908
India,Conservative,Fixed_25,Upside,Silver,32365.73361165333,77121446748.1708,73265374410.76227,29806603381.446987,16905314878.47,9828358943.13883
India,Conservative,Regular_Loss,Downside,Aluminium,7400931.076631568,19163543645.498055,15330834916.398445,5856109989.299127,3232973181.039002,1852406059.7759037
India,Conservative,Regular_Loss,Downside,Copper,1707907.171530362,18999291142.569584,17479347851.164017,6676804239.02723,3686052529.6257315,2112008253.757497
India,Conservative,Regular_Loss,Downside,Glass,39851167.33570845,22524710559.837826,15767297391.886477,6022297844.585764,3324373593.853687,1904473231.4052858
India,Conservative,Regular_Loss,Downside,Polymers,5123721.514591086,5408982084.081746,3245389250.449047,1239681759.8231273,684389106.3957072,392136419.61749685
India,Conservative,Regular_Loss,Downside,Silicon,1992558.3667854224,4761915045.413627,3571436284.06022,1364226006.8210127,753146047.630182,431532284.4954927
India,Conservative,Regular_Loss,Downside,Silver,31311.631478056635,43480624235.1568,41306593023.39896,15779873144.100739,8712532166.639587,4992887125.495069
India,Conservative,Regular_Loss,Reference,Aluminium,7400931.076631568,22981741225.71018,18385392980.568146,7021688248.307803,3875666307.9844236,2219965824.853301
India,Conservative,Regular_Loss,Reference,Copper,1707907.171530362,22784762598.593678,20961981590.706184,8005730416.111981,4418814756.124901,2531079036.5892816
India,Conservative,Regular_Loss,Reference,Glass,39851167.33570845,24655518718.929462,17258863103.250626,6591447697.600595,3638192249.3623476,2083941654.4173317
India,Conservative,Regular_Loss,Reference,Polymers,5123721.514591086,6486682674.687461,3892009604.8124766,1486423386.940754,820441015.9557741,469945261.53541607
India,Conservative,Regular_Loss,Reference,Silicon,1992558.3667854224,5710692204.790689,4283019153.5930166,1635756455.6736484,902866370.470122,517158167.80299187
India,Conservative,Regular_Loss,Reference,Silver,31311.631478056635,57182137738.90381,54323030851.95862,20746871592.508804,11451370152.5475,6559298031.935405
India,Conservative,Regular_Loss,Upside,Aluminium,7400931.076631568,27461995014.83031,21969596011.86425,8389261211.492724,4629668369.727859,2651124409.863754
India,Conservative,Regular_Loss,Upside,Copper,1707907.171530362,27226615718.59797,25048486461.110134,9564959490.439007,5278485112.604383,3022661584.2789836
India,Conservative,Regular_Loss,Upside,Glass,39851167.33570845,26963709287.027103,18874596500.918972,7207952348.142879,3978105725.7514987,2278319944.7504025
India,Conservative,Regular_Loss,Upside,Polymers,5123721.514591086,7751251113.895897,4650750668.337538,1775925336.3210661,980055948.8242463,561217357.5864295
India,Conservative,Regular_Loss,Upside,Silicon,1992558.3667854224,6823982539.832378,5117986904.874284,1954343129.4231684,1078516968.5133064,617599886.9322813
India,Conservative,Regular_Loss,Upside,Silver,31311.631478056635,74596552582.93028,70866724953.78377,27059085076.278507,14931486407.803062,8549253966.413129
India,High,Early_Loss,Downside,Aluminium,15073755.224873897,39062468505.28603,31249974804.228836,12506319682.777271,7258169273.795544,4435609443.33649
India,High,Early_Loss,Downside,Copper,3478558.898047822,38727660479.10633,35629447640.777824,14258995890.647661,8275352659.599765,5057230138.787534
India,High,Early_Loss,Downside,Glass,81166374.28778252,45894779494.44049,32126345646.10834,12849394664.788506,7452407331.897373,4550133139.173088
India,High,Early_Loss,Downside,Polymers,10435676.694143467,11025528274.606766,6615316964.764059,2647466735.0145655,1536484129.3750854,938975553.8491113
India,High,Early_Loss,Downside,Silicon,4058318.714389126,9706563667.31087,7279922750.483152,2913443666.8776135,1690846535.2110188,1033309444.2826087
India,High,Early_Loss,Downside,Silver,63773.5797975434,88668870437.88846,84235426915.99403,33732631929.38407,19590713436.10979,11983989651.554586
India,High,Early_Loss,Reference,Aluminium,15073755.224873897,46807778412.039665,37446222729.63174,14968786365.852575,8676293017.324242,5292822580.402387
India,High,Early_Loss,Reference,Copper,3478558.898047822,46406584619.131485,42694057849.60096,17066560642.345274,9892216864.602648,6034575905.4773445
India,High,Early_Loss,Reference,Glass,81166374.28778252,50216824108.10817,35151776875.67572,14051602540.293955,8144669716.222788,4968514974.986174
India,High,Early_Loss,Reference,Polymers,10435676.694143467,13211671051.55257,7927002630.931541,3168747079.2633533,1836687189.2966123,1120439271.614518
India,High,Early_Loss,Reference,Silicon,4058318.714389126,11631182018.626379,8723386513.969786,3487094280.7014947,2021209403.2834067,1233003858.682411
India,High,Early_Loss,Reference,Silver,63773.5797975434,116465014818.59015,110641764077.66064,44228037139.48457,25635706223.89672,15638619453.66245
India,High,Early_Loss,Upside,Aluminium,15073755.224873897,55893133692.69577,44714506954.15662,17855992189.547348,10338223223.473896,6296743459.274291
India,High,Early_Loss,Upside,Copper,3478558.898047822,55414068480.364975,50980943001.93578,20358388855.581505,11787055360.748356,7179189512.794872
India,High,Early_Loss,Upside,Glass,81166374.28778252,54897903192.569244,38428532234.79847,15353384947.405966,8894089511.19444,5421290771.082239
India,High,Early_Loss,Upside,Polymers,10435676.694143467,15776046662.33013,9465627997.398077,3779940585.3672056,2188501715.7360992,1332959597.2431793
India,High,Early_Loss,Upside,Silicon,4058318.714389126,13888785873.331408,10416589404.998556,4159691154.5523734,2408368867.9952564,1466874973.509538
India,High,Early_Loss,Upside,Silver,63773.5797975434,151776288509.70224,144187474084.21713,57552036945.450676,33304345210.700558,20270252916.747658
India,High,Fixed_25,Downside,Aluminium,18085286.487813674,46822720601.22925,37458176480.983406,13674464443.783346,7236931135.037447,3936919221.5609083
India,High,Fixed_25,Downside,Copper,4173527.6510339244,46421398737.43715,42707686838.44218,15590848247.64485,8251138139.184639,4488651851.699875
India,High,Fixed_25,Downside,Glass,97382311.85745825,55038923166.46271,38527246216.523895,14064738543.05764,7443475734.414489,4049280302.2764935
India,High,Fixed_25,Downside,Polymers,12520582.953101775,13215888540.505474,7929533124.303285,2894751665.7447505,1531988221.1221468,833407664.4366846
India,High,Fixed_25,Downside,Silicon,4869115.592872913,11634894976.77387,8726171232.580402,3185572002.173265,1685898946.9172177,917135709.3055085
India,High,Fixed_25,Downside,Silver,76514.67360228862,106229473437.44218,100917999765.57007,36841077948.16483,19497388372.867798,10606656554.150589
India,High,Fixed_25,Reference,Aluminium,18085286.487813674,56159335866.28341,44927468693.02673,16401200776.65496,8680000671.363419,4721954769.032828
India,High,Fixed_25,Reference,Copper,4173527.6510339244,55677989010.53083,51223749889.68836,18699718255.089104,9896444121.305622,5383704827.263077
India,High,Fixed_25,Reference,Glass,97382311.85745825,60249462523.09085,42174623766.16359,15396248490.983763,8148150190.834561,4432625999.597242
India,High,Fixed_25,Reference,Polymers,12520582.953101775,15851183224.456377,9510709934.673826,3471975335.020898,1837472063.7427037,999592085.629596
India,High,Fixed_25,Reference,Silicon,4869115.592872913,13954933980.329697,10466200485.247272,3820786269.9798055,2022073129.8995023,1100015797.298586
India,High,Fixed_25,Reference,Silver,76514.67360228862,139733140639.4314,132746483607.45982,48460369421.587555,25646661170.846806,13951885329.339136
India,High,Fixed_25,Upside,Aluminium,18085286.487813674,67115604952.559715,53692483962.047775,19600953164.66282,10373404297.983091,5643173053.841813
India,High,Fixed_25,Upside,Copper,4173527.6510339244,66540350902.32009,61217122830.13449,22347894321.98796,11827166825.158308,6434025630.718166
India,High,Fixed_25,Upside,Glass,97382311.85745825,65893949848.6528,46125764894.05695,16838650229.177755,8911511863.336023,4847897775.077297
India,High,Fixed_25,Upside,Polymers,12520582.953101775,18943631275.418465,11366178765.251078,4149331921.3234353,2195949208.4300075,1194605073.1896074
India,High,Fixed_25,Upside,Silicon,4869115.592872913,16677437895.506989,12508078421.630241,4566193277.547025,2416564570.753752,1314620704.7186866
India,High,Fixed_25,Upside,Silver,76514.67360228862,182320054798.57056,173204052058.64203,63229790499.746185,33463075750.47566,18204045841.58236
India,High,Regular_Loss,Downside,Aluminium,16596002.143544307,42969542221.40485,34375633777.12388,12005577962.647156,6242148664.160816,3370494976.959044
India,High,Regular_Loss,Downside,Copper,3829846.6485102247,42601246305.465805,39193146601.02854,13688078601.571491,7116943626.001665,3842847076.1139994
India,High,Regular_Loss,Downside,Glass,89363088.46523859,50508057440.40958,35355640208.2867,12347272688.381573,6419431022.206323,3465888073.9870462
India,High,Regular_Loss,Downside,Polymers,11489539.945530673,12128314487.982182,7276988692.789309,2541464563.272218,1321402407.9473615,713501138.4941
India,High,Regular_Loss,Downside,Silicon,4468154.423261929,10677425500.409105,8008069125.3068285,2796792019.5297894,1454156694.7430933,785182811.0860724
India,High,Regular_Loss,Downside,Silver,70213.85522268746,97490704127.18156,92616168920.82248,32347474167.344055,16819709295.417866,9082850916.444101
India,High,Regular_Loss,Reference,Aluminium,16596002.143544307,51534735656.24096,41227788524.992775,14397379152.789818,7484879679.706304,4040765005.5440354
India,High,Regular_Loss,Reference,Copper,3829846.6485102247,51093026676.11278,47005584542.02376,16415074568.934832,8533834997.189484,4607050920.701416
India,High,Regular_Loss,Reference,Glass,89363088.46523859,55288049202.558464,38701634441.790924,13515207214.021448,7026257957.764987,3793174839.221477
India,High,Regular_Loss,Reference,Polymers,11489539.945530673,14545872466.441288,8727523479.864773,3047785707.164868,1584476526.2875795,855390811.0090089
India,High,Regular_Loss,Reference,Silicon,4468154.423261929,12805775258.612923,9604331443.959692,3353980561.531301,1743660473.529384,941327385.9419395
India,High,Regular_Loss,Reference,Silver,70213.85522268746,128226417819.74483,121815096928.75758,42539709253.48033,22115456014.11011,11939184671.9667
India,High,Regular_Loss,Upside,Aluminium,16596002.143544307,61585461918.83931,49268369535.07145,17203891644.613674,8943009867.70275,4827145718.672381
India,High,Regular_Loss,Upside,Copper,3829846.6485102247,61057607235.42057,56172998656.58694,19614900825.021782,10196312279.559216,5503637577.799536
India,High,Regular_Loss,Upside,Glass,89363088.46523859,60466054475.22279,42326238132.65595,14780364874.913301,7683582168.915414,4147682120.995471
India,High,Regular_Loss,Upside,Polymers,11489539.945530673,17382727658.36587,10429636595.019522,3641897216.5435014,1893148562.9825401,1021859990.7415075
India,High,Regular_Loss,Upside,Silicon,4468154.423261929,15303262440.136602,11477446830.102451,4007779301.1059284,2083343151.5239,1124520840.6537662
India,High,Regular_Loss,Upside,Silver,70213.85522268746,167293205810.11813,158928545519.6122,55493781159.06295,28845687359.05591,15568775003.428318
India,Medium,Early_Loss,Downside,Aluminium,10465068.641831614,27129702131.259277,21703761705.007427,8990012064.344202,5346993134.352651,3350560609.4017015
India,Medium,Early_Loss,Downside,Copper,2415015.84042268,26897170948.029495,24745397272.187134,10249901516.501945,6096338096.574589,3820119041.6248245
India,Medium,Early_Loss,Downside,Glass,56350369.60986254,31868653932.945454,22308057753.061813,9233048599.177052,5486970655.9924555,3434372859.2613754
India,Medium,Early_Loss,Downside,Polymers,7245047.521268041,7657460200.944059,4594476120.566436,1903098472.7271483,1131906653.1654737,709281225.9754478
India,Medium,Early_Loss,Downside,Silicon,2817518.480493127,6741411669.275643,5056058751.956732,2094292675.8930042,1245623307.1965084,780538946.3531781
India,Medium,Early_Loss,Downside,Silver,44275.29040774914,61595211682.7979,58515451098.658005,24258296006.50349,14440934959.026323,9060001908.02968
India,Medium,Early_Loss,Reference,Aluminium,10465068.641831614,32496654400.047623,25997323520.0381,10752041242.263582,6384672453.52968,3991995939.9715276
India,Medium,Early_Loss,Reference,Copper,2415015.84042268,32218122573.11887,29640672767.26936,12258867179.018438,7279441161.5259495,4551447200.08433
India,Medium,Early_Loss,Reference,Glass,56350369.60986254,34863410173.92586,24404387121.7481,10093230429.007534,5993463830.28245,3747394005.0952244
India,Medium,Early_Loss,Reference,Polymers,7245047.521268041,9172302612.400553,5503381567.440331,2276102981.8866873,1351573313.6073148,845066872.2263817
India,Medium,Early_Loss,Reference,Silicon,2817518.480493127,8075036140.278108,6056277105.208581,2504770968.4263654,1487358711.1674728,929966255.8224663
India,Medium,Early_Loss,Reference,Silver,44275.29040774914,80856717935.63826,76813882038.85635,31768886786.50189,18864691064.222507,11795087482.610094
India,Medium,Early_Loss,Upside,Aluminium,10465068.641831614,38791201688.27616,31032961350.62093,12817389530.74309,7600238612.446132,4742776121.680139
India,Medium,Early_Loss,Upside,Copper,2415015.84042268,38458718715.044876,35382021217.84129,14613660076.144001,8665360704.96041,5407444151.809896
India,Medium,Early_Loss,Upside,Glass,56350369.60986254,38106694513.10176,26674686159.17123,11024521589.53931,6541660487.362763,4086049900.0475135
India,Medium,Early_Loss,Upside,Polymers,7245047.521268041,10948962197.875078,6569377318.725047,2713317208.666673,1608896894.9301686,1003999764.3000587
India,Medium,Early_Loss,Upside,Silicon,2817518.480493127,9639157056.03184,7229367792.02388,2985909788.1267505,1770534227.0023146,1104866292.0520241
India,Medium,Early_Loss,Upside,Silver,44275.29040774914,105320275379.89328,100054261610.89862,41299456397.85876,24473091703.00356,15258353259.5871
India,Medium,Fixed_25,Downside,Aluminium,12163359.172604088,31490878980.269306,25192703184.21545,9654758279.510881,5272220803.875048,2956273517.700604
India,Medium,Fixed_25,Downside,Copper,2806929.0398317124,31220967747.37779,28723290327.587563,11007807422.540672,6011086929.160203,3370575277.919204
India,Medium,Fixed_25,Downside,Glass,65495010.92940663,37016731330.086685,25911711931.060677,9930308529.155952,5422691868.673711,3040646619.7750745
India,Medium,Fixed_25,Downside,Polymers,8420787.119495137,8888418727.101044,5333051236.260626,2043818807.4475384,1116078075.0817406,625814467.9041809
India,Medium,Fixed_25,Downside,Silicon,3274750.5464703315,7825112786.208117,5868834589.656087,2249150435.7922096,1228204515.8803349,688686726.0848844
India,Medium,Fixed_25,Downside,Silver,51460.365730248064,71445218244.50331,67872957332.278145,26011380833.84713,14204161222.840376,7964648527.878315
India,Medium,Fixed_25,Reference,Aluminium,12163359.172604088,37770271070.72884,30216216856.583076,11579951057.192469,6323520186.015256,3545764860.7626767
India,Medium,Fixed_25,Reference,Copper,2806929.0398317124,37446538588.13492,34450815501.08412,13202802960.95395,7209718816.878646,4042679849.967682
India,Medium,Fixed_25,Reference,Glass,65495010.92940663,40521108311.91459,28364775818.340214,10870411649.59919,5936058551.287311,3328504883.898787
India,Medium,Fixed_25,Reference,Polymers,8420787.119495137,10660800701.152039,6396480420.691223,2451363470.200828,1338627970.9228396,750604075.1525159
India,Medium,Fixed_25,Reference,Silicon,3274750.5464703315,9385467813.689436,7039100860.2670765,2697638947.8345757,1473112818.6088126,826013282.8726909
India,Medium,Fixed_25,Reference,Silver,51460.365730248064,93978294402.94766,89279379682.80028,34215098867.285572,18684005423.27024,10476615546.29709
India,Medium,Fixed_25,Upside,Aluminium,12163359.172604088,45138970271.478294,36111176217.18264,13839113453.46079,7557191981.840006,4237517235.179598
India,Medium,Fixed_25,Upside,Copper,2806929.0398317124,44752079987.30865,41171913588.32396,15778571703.620714,8616281379.908112,4831376646.015536
India,Medium,Fixed_25,Upside,Glass,65495010.92940663,44317339393.58884,31022137575.51218,11888809129.183144,6492179815.334994,3640336771.5780716
India,Medium,Fixed_25,Upside,Polymers,8420787.119495137,12740643693.51033,7644386216.106197,2929606266.229211,1599784340.1998491,897041352.1923947
India,Medium,Fixed_25,Upside,Silicon,3274750.5464703315,11216502837.184134,8412377127.8881,3223928259.3832116,1760506182.2616584,987162335.9444718
India,Medium,Fixed_25,Upside,Silver,51460.365730248064,122620358398.97614,116489340479.02733,44642943484.10059,24378389242.803192,13669607022.097021
India,Medium,Regular_Loss,Downside,Aluminium,11481402.916923488,29727867953.34822,23782294362.67858,8636346395.184847,4610790687.478796,2556415527.2578726
India,Medium,Regular_Loss,Downside,Copper,2649554.5192900356,29473067650.836758,27115222238.769817,9846671993.2593,5256961850.7302265,2914679891.6516285
India,Medium,Regular_Loss,Downside,Glass,61822938.78343417,34942805163.57749,24459963614.504242,8881882463.600328,4741513868.760813,2628574823.7072587
India,Medium,Regular_Loss,Downside,Polymers,7948663.557870107,8390802250.990951,5034481350.59457,1828230876.3306255,976059726.349828,541168404.5315374
India,Medium,Regular_Loss,Downside,Silicon,3091146.939171708,7387025296.251744,5540268972.1888075,2011903529.4342484,1074119266.7761917,595536721.970558
India,Medium,Regular_Loss,Downside,Silver,48575.16618698398,67448533683.82385,64076106999.63266,23270252998.305103,12424582889.092691,6889596744.058806
India,Medium,Regular_Loss,Reference,Aluminium,11481402.916923488,35652626407.77666,28522101126.22133,10356311907.471535,5528224014.473267,3064355978.5252643
India,Medium,Regular_Loss,Reference,Copper,2649554.5192900356,35347044453.21854,32519280896.961056,11807679051.596811,6302967260.10517,3493804765.3976245
India,Medium,Regular_Loss,Reference,Glass,61822938.78343417,38249233995.92289,26774463797.14602,9721748654.191246,5189492635.307723,2876593412.438488
India,Medium,Regular_Loss,Reference,Polymers,7948663.557870107,10063087550.899134,6037852530.53948,2192330914.923281,1170271475.0033076,648694477.9255031
India,Medium,Regular_Loss,Reference,Silicon,3091146.939171708,8859258039.135508,6644443529.351631,2412582766.5019164,1287842439.069268,713865369.2810758
India,Medium,Regular_Loss,Reference,Silver,48575.16618698398,88709265933.35901,84273802636.69106,30599631558.41652,16334156360.550613,9054204309.842697
India,Medium,Regular_Loss,Upside,Aluminium,11481402.916923488,42604872837.1961,34083898269.75688,12374443284.75134,6604626160.939633,3660247368.1205835
India,Medium,Regular_Loss,Upside,Copper,2649554.5192900356,42239702536.23756,38860526333.338554,14108637906.426716,7530219894.969839,4173206307.260747
