region,capacity_scenario,lifetime_scenario,price_scenario,year,annual_material_tonnes,gross_benchmark_value_real_2026_usd,quality_adjusted_gross_value_real_2026_usd,present_value_3pct_real_2026_usd,present_value_5pct_real_2026_usd,present_value_7pct_real_2026_usd
Gujarat,Conservative,Early_Loss,Downside,2026,7104.201698563715,17701315.95271855,15371673.146078352,15371673.146078352,15371673.146078352,15371673.146078352
Gujarat,Conservative,Early_Loss,Downside,2027,11017.58869986796,27428227.852485105,23823187.50464187,23129308.256933853,22688750.004420824,22264661.219291463
Gujarat,Conservative,Early_Loss,Downside,2028,13088.556822440865,32555722.847974434,28282335.029068165,26658813.29914993,25652911.59099153,24702886.7403862
Gujarat,Conservative,Early_Loss,Downside,2029,14976.976150827923,37220957.47287622,32341527.800530646,29597079.417393956,27937827.708049364,26400320.47897963
Gujarat,Conservative,Early_Loss,Downside,2030,18857.25203431022,46824488.091232106,40693999.672254294,36156091.636683226,33479054.23954364,31045257.509026356
Gujarat,Conservative,Early_Loss,Downside,2031,22674.243173120216,56255118.196676,48899341.429533675,42181001.46771623,38313913.533114806,34864554.62511067
Gujarat,Conservative,Early_Loss,Downside,2032,27156.531726794663,67319596.61366121,58528229.90008232,49016471.11288047,43674666.28932965,38999830.86766495
Gujarat,Conservative,Early_Loss,Downside,2033,32313.430797527453,80037138.75457141,69598142.20673618,56589658.633564755,49462100.2780686,43342225.09489201
Gujarat,Conservative,Early_Loss,Downside,2034,38061.04628486144,94196287.06670532,81925930.20251179,64673085.83162176,55450694.331874825,47681637.27782171
Gujarat,Conservative,Early_Loss,Downside,2035,44271.23130877526,109476904.27354261,95233755.3887986,72988743.61389527,61388527.84852426,51800852.98897248
Gujarat,Conservative,Early_Loss,Downside,2036,50806.82341912533,125638559.83820027,109292749.50208563,81324069.84683397,67096267.43524056,55558891.844842225
Gujarat,Conservative,Early_Loss,Downside,2037,57537.59781948474,142282875.41134542,123771608.65895663,89415243.53408585,72366696.1598035,58802999.67117372
Gujarat,Conservative,Early_Loss,Downside,2038,64344.42125487685,159115250.19771418,138414060.17560065,97080836.94298573,77074127.90765479,61457498.04503344
Gujarat,Conservative,Early_Loss,Downside,2039,71118.63953305254,175866996.73928648,152986373.33207333,104176275.92117184,81131940.13579041,63483905.94421347
Gujarat,Conservative,Early_Loss,Downside,2040,77760.40580956107,192291206.9851949,167273763.27420062,110587663.34686258,84484617.20675746,64871649.36758557
Gujarat,Conservative,Early_Loss,Downside,2041,84177.34595070477,208159451.91069335,181077520.0182582,116226769.62868729,87101383.20869209,65630826.37732735
Gujarat,Conservative,Early_Loss,Downside,2042,90283.8764499076,223260094.8144787,194213541.19144952,121027458.01937512,88971460.94655441,65786845.76213859
Gujarat,Conservative,Early_Loss,Downside,2043,96001.10097871906,237398035.50299484,206512109.49830723,124943222.51257198,90100549.32564208,65376445.18788414
Gujarat,Conservative,Early_Loss,Downside,2044,101257.11650317146,250395467.27572876,217818551.22079462,127945442.42588574,90508107.04555097,64444649.61168088
Gujarat,Conservative,Early_Loss,Downside,2045,105987.5661531928,262093244.0982033,227994425.51954865,130022035.06481066,90225136.18858898,63042358.53617434
Gujarat,Conservative,Early_Loss,Downside,2046,110136.30737274415,272352532.84896576,236918961.72046214,131176284.81162019,89292264.96563315,61224361.835498884
Gujarat,Conservative,Early_Loss,Downside,2047,113656.09513218554,281056502.813478,244490529.0022758,131425706.83179703,87758008.6123943,59047662.33850774
Gujarat,Conservative,Early_Loss,Downside,2048,116509.20520630307,288111866.9683063,250627977.15682873,130800861.78952076,85677141.68176265,56570034.006572336
Gujarat,Conservative,Early_Loss,Downside,2049,118667.94190248234,293450137.52579486,255271728.78503358,129344078.58275937,83109150.07354549,53848775.59334704
Gujarat,Conservative,Early_Loss,Downside,2050,120114.98974456528,297028495.60176617,258384535.8191921,127108070.11788484,80116753.07080942,50939637.88379236
Gujarat,Conservative,Early_Loss,Downside,2051,120843.58095974382,298830205.38847446,259951839.8112766,124154446.43368042,76764498.80420259,47895912.68062064
Gujarat,Conservative,Early_Loss,Downside,2052,120857.42039497981,298864428.4828348,259981610.4174021,120552101.9815206,73117419.18733959,44767661.57973233
Gujarat,Conservative,Early_Loss,Downside,2053,120170.58013040334,297165963.2792852,258504118.69616127,116375725.10732734,69239893.64740467,41601162.770442
Gujarat,Conservative,Early_Loss,Downside,2054,118806.9092900762,293793785.5098016,255570667.527099,111703997.56834263,65194451.126573384,38438393.828361675
Gujarat,Conservative,Early_Loss,Downside,2055,116799.35304747973,288829364.23446834,251252126.69404137,106617925.9831028,61040779.84601693,35316706.292148836
Gujarat,Conservative,Early_Loss,Downside,2056,114189.23316858934,282374882.71958184,245637385.23026782,101199350.3569784,56834951.48907547,32268675.163091652
Gujarat,Conservative,Early_Loss,Downside,2057,111025.19305167675,274550629.66050255,238831082.0481227,95529362.68415889,52628691.83239286,29322010.03324592
Gujarat,Conservative,Early_Loss,Downside,2058,107362.06241048187,265492191.69317904,230951163.71001184,89686889.9456267,48468835.39530511,26499596.977973558
Gujarat,Conservative,Early_Loss,Downside,2059,103259.61869492939,255347390.55126658,222126220.06707782,83747415.0533047,44396931.71682547,23819638.310376007
Gujarat,Conservative,Early_Loss,Downside,2060,98781.28005161109,244273050.9301347,212492672.63011187,77781859.04893461,40449000.11926694,21295876.40405753
Gujarat,Conservative,Early_Loss,Downside,2061,93992.76620503658,232431689.0231741,202191893.93344706,71855642.27538137,36655426.1471726,18937887.02168366
Gujarat,Conservative,Early_Loss,Downside,2062,88960.76384225751,219988212.1943512,191367336.5862524,66027936.218993776,33040989.577985086,16751427.259343823
Gujarat,Conservative,Early_Loss,Downside,2063,83751.63193669422,207106717.41513166,180161748.23876792,60351111.55075173,29625011.10913866,14738823.329536527
Gujarat,Conservative,Early_Loss,Downside,2064,78430.18003420632,193947470.12739128,168714543.50077057,54870381.83278598,26421602.62121538,12899383.932838377
Gujarat,Conservative,Early_Loss,Downside,2065,73058.54898114009,180664136.43179658,157159396.22739476,49623636.64555065,23440004.35037097,11229825.865416296
Gujarat,Conservative,Early_Loss,Downside,2066,67695.21908239205,167401330.39377517,145622105.9251583,44641452.7392451,20684991.39414241,9724699.717934504
Gujarat,Conservative,Early_Loss,Downside,2067,62394.16545692163,154292525.3493239,134218780.80077016,39947267.39300594,18157331.710816007,8376804.973164825
Gujarat,Conservative,Early_Loss,Downside,2068,57204.17465350065,141458363.98607168,123054367.70379049,35557694.60523359,15854278.113845052,7177585.4317911565
Gujarat,Conservative,Early_Loss,Downside,2069,52168.330658304745,129005387.30798054,112221546.4553881,31482962.119646274,13770077.646083927,6117497.6147111505
Gujarat,Conservative,Early_Loss,Downside,2070,47323.6725247715,117025187.9992315,101799993.36115994,27727445.647974662,11896483.062221766,5186346.534587566
Gujarat,Conservative,Early_Loss,Downside,2071,42701.02022782359,105593979.78473291,91856006.59863806,24290275.969450604,10223252.857405707,4373584.9344685115
Gujarat,Conservative,Early_Loss,Downside,2072,38324.96020638656,94772561.67867772,82442475.11717622,21165994.81527052,8738628.254235134,3668573.7003902057
Gujarat,Conservative,Early_Loss,Downside,2073,34213.977592300784,84606644.96916759,73599163.08126621,18345236.493007995,7429777.69623046,3060802.6216331925
Gujarat,Conservative,Early_Loss,Downside,2074,30380.718469827425,75127501.75131184,65353274.028274156,15815413.952930469,6283201.594286844,2540071.9616039023
Gujarat,Conservative,Early_Loss,Downside,2075,26832.362760551823,66352887.022314146,57720252.99724135,13561390.306604285,5285092.242305569,2096636.3906338282
Gujarat,Conservative,Early_Loss,Reference,2026,7104.201698563715,17701315.95271855,15371673.146078352,15371673.146078352,15371673.146078352,15371673.146078352
Gujarat,Conservative,Early_Loss,Reference,2027,11017.58869986796,28069120.053308044,24397539.71970764,23686931.766706448,23235752.114007276,22801438.990380973
Gujarat,Conservative,Early_Loss,Reference,2028,13088.556822440865,34096656.70155144,29663879.32389032,27961051.299736373,26906012.992190763,25909581.032308776
Gujarat,Conservative,Early_Loss,Reference,2029,14976.976150827923,39897682.31744906,34742412.88286164,31794229.375554584,30011802.51192021,28360157.874345332
Gujarat,Conservative,Early_Loss,Reference,2030,18857.25203431022,51372537.364822224,44775115.75710374,39782110.41911234,36836598.54246223,34158721.42996814
Gujarat,Conservative,Early_Loss,Reference,2031,22674.243173120216,63174230.1674424,55110742.92820776,47539010.96380946,43180709.13776736,39293198.04888944
Gujarat,Conservative,Early_Loss,Reference,2032,27156.531726794663,77385813.75311106,67568685.19608599,56587710.096535906,50420793.22381272,45023867.95391779
Gujarat,Conservative,Early_Loss,Reference,2033,32313.430797527453,94183588.57828246,82308434.56841698,66924289.45953968,58495067.76001064,51257556.38240642
Gujarat,Conservative,Early_Loss,Reference,2034,38061.04628486144,113475758.83432882,99255451.8132575,78353170.21738732,67179996.68315428,57767576.63303229
Gujarat,Conservative,Early_Loss,Reference,2035,44271.23130877526,135020326.48672897,118203342.32921566,90593019.38005257,76194928.39215697,64294786.379085496
Gujarat,Conservative,Early_Loss,Reference,2036,50806.82341912533,156814816.8235674,137344487.75446475,102197197.58270499,84317601.3332324,69818973.12858754
Gujarat,Conservative,Early_Loss,Reference,2037,57537.59781948474,179726058.4023864,157480894.09181193,113767548.54972121,92075817.20229712,74818038.35169627
Gujarat,Conservative,Early_Loss,Reference,2038,64344.42125487685,203409504.34565657,178311721.58868235,125064253.92487277,99290638.68023762,79172536.85817932
Gujarat,Conservative,Early_Loss,Reference,2039,71118.63953305254,227536737.39442253,199549734.05722502,135883658.80154958,105825484.4861369,82806045.21936084
Gujarat,Conservative,Early_Loss,Reference,2040,77760.40580956107,251791491.26787823,220917844.38918832,146052720.54875928,111578523.44582985,85675748.90250966
Gujarat,Conservative,Early_Loss,Reference,2041,84177.34595070477,275866448.4184494,242146332.0842225,155424516.26655126,116476525.97252503,87764974.23492339
Gujarat,Conservative,Early_Loss,Reference,2042,90283.8764499076,299461938.0596013,262971721.91860753,163875283.0494616,120470375.7688325,89077620.45597821
Gujarat,Conservative,Early_Loss,Reference,2043,96001.10097871906,322286457.0040475,283137260.8497317,171302699.2455284,123531849.04794914,89634005.7711815
Gujarat,Conservative,Early_Loss,Reference,2044,101257.11650317146,344058597.78954965,302394632.8117814,177624976.6857461,125651215.85436349,89467660.33832525
Gujarat,Conservative,Early_Loss,Reference,2045,105987.5661531928,364509942.83973813,320506527.1039346,182780393.90939125,126835316.22050434,88622725.5286023
Gujarat,Conservative,Early_Loss,Reference,2046,110136.30737274415,383388544.34047526,337249728.28800046,186726997.65899503,127105875.69352438,87151738.48343314
Gujarat,Conservative,Early_Loss,Reference,2047,113656.09513218554,400462679.0796728,352418455.55586314,189442285.60104442,126497913.78033403,85113669.02612126
Gujarat,Conservative,Early_Loss,Reference,2048,116509.20520630307,415524625.11686504,365827729.30464363,190922748.53899783,125058162.10270396,82572134.69173534
Gujarat,Conservative,Early_Loss,Reference,2049,118667.94190248234,428394251.5722977,377316581.02280927,191183198.14996165,122843451.9823735,79593756.80123274
Gujarat,Conservative,Early_Loss,Reference,2050,120114.98974456528,438922247.8220588,386750952.8112569,190255841.24930668,119919059.7380102,76246643.10871564
Gujarat,Conservative,Early_Loss,Reference,2051,120843.58095974382,446992847.9715878,394026158.441905,188189087.70663077,116357016.70931602,72598995.61516857
Gujarat,Conservative,Early_Loss,Reference,2052,120857.42039497981,452525780.7865201,399068666.6061229,185046036.5911734,112234365.09192207,68717825.79165879
Gujarat,Conservative,Early_Loss,Reference,2053,120170.58013040334,455478176.6867523,401837849.73497796,180903002.1430438,107631592.56218389,64667912.75305694
Gujarat,Conservative,Early_Loss,Reference,2054,118806.9092900762,455844680.1906041,402326152.2497021,175847408.34084994,102630841.4951584,60510743.41692075
Gujarat,Conservative,Early_Loss,Reference,2055,116799.35304747973,453657139.65059525,400558884.9244132,169975705.70517325,97314307.4717584,56303684.58059956
Gujarat,Conservative,Early_Loss,Reference,2056,114189.23316858934,448984044.9810916,396593795.07545376,163391392.47725165,91762860.45730263,52099383.54046044
Gujarat,Conservative,Early_Loss,Reference,2057,111025.19305167675,441928511.8389203,390519350.19085085,156202720.01299626,86054638.9503834,47945234.79220159
Gujarat,Conservative,Early_Loss,Reference,2058,107362.06241048187,432625718.02101374,382452532.1194074,148520482.0214231,80263846.81520273,43883034.844090864
Gujarat,Conservative,Early_Loss,Reference,2059,103259.61869492939,421239658.71218383,372536022.5819169,140455858.36761466,74459720.92638373,39948788.18361764
Gujarat,Conservative,Early_Loss,Reference,2060,98781.28005161109,407959314.2967513,360934861.3217969,132118365.1261603,68705683.20285743,36172655.280233905
Gujarat,Conservative,Early_Loss,Reference,2061,93992.76620503658,392994342.78542584,347832674.7367523,123613957.81672645,63058684.857975915,32579030.58558265
Gujarat,Conservative,Early_Loss,Reference,2062,88960.76384225751,376570422.92208856,333427585.5806204,115043328.43367726,57568744.889839485,29186736.073922284
Gujarat,Conservative,Early_Loss,Reference,2063,83751.63193669422,358924383.2108332,317927922.82439876,106500429.3255702,52278679.22937625,26009314.029441737
Gujarat,Conservative,Early_Loss,Reference,2064,78430.18003420632,340299256.1279224,301547854.7217516,98071248.54867306,47224011.77407517,23055401.57634293
Gujarat,Conservative,Early_Loss,Reference,2065,73058.54898114009,320939395.57296777,284503067.44481075,89832852.39272846,42433053.948306054,20329168.87106938
Gujarat,Conservative,Early_Loss,Reference,2066,67695.21908239205,301085789.3230789,267006606.45954502,81852701.7419731,37927135.59322779,17830802.912974454
Gujarat,Conservative,Early_Loss,Reference,2067,62394.16545692163,280971687.2679443,249264988.4206829,74188240.1609359,33720967.003606394,15557019.533187917
Gujarat,Conservative,Early_Loss,Reference,2068,57204.17465350065,260818651.1155221,231474678.29466602,66886743.42270333,29823109.853608258,13501587.223264094
Gujarat,Conservative,Early_Loss,Reference,2069,52168.330658304745,240833112.83465904,213819010.33369756,59985412.92132451,26236533.60252256,11655847.981174301
Gujarat,Conservative,Early_Loss,Reference,2070,47323.6725247715,221203508.24053633,196465613.21207199,53511689.266103,22959233.716199487,10009222.18759996
Gujarat,Conservative,Early_Loss,Reference,2071,42701.02022782359,202098029.810781,179564379.96106505,47483757.51403748,19984888.6153566,8549686.580611026
Gujarat,Conservative,Early_Loss,Reference,2072,38324.96020638656,183663020.0513205,163246003.19238222,41911212.05752981,17303533.57126102,7264216.572272915
Gujarat,Conservative,Early_Loss,Reference,2073,34213.977592300784,166022004.493655,147621076.3558647,36795847.177099966,14902231.692380654,6139186.352152348
Gujarat,Conservative,Early_Loss,Reference,2074,30380.718469827425,149275342.60605392,132779743.2449159,32132538.655579023,12765724.54632515,5160722.364719799
Gujarat,Conservative,Early_Loss,Reference,2075,26832.362760551823,133500456.32907861,118791861.35119715,27910182.533479188,10877047.696001206,4315007.757016445
Gujarat,Conservative,Early_Loss,Upside,2026,7104.201698563715,17701315.95271855,15371673.146078352,15371673.146078352,15371673.146078352,15371673.146078352
Gujarat,Conservative,Early_Loss,Upside,2027,11017.58869986796,28734219.703610487,24988837.14940907,24261006.94117386,23798892.523246735,23354053.41066268
Gujarat,Conservative,Early_Loss,Upside,2028,13088.556822440865,35735369.52493514,31122153.19006211,29335614.280386567,28228710.37647357,27183293.903451923
Gujarat,Conservative,Early_Loss,Upside,2029,14976.976150827923,42814900.51260769,37340884.61497809,34172199.10826592,32256460.09284362,30481284.832432896
Gujarat,Conservative,Early_Loss,Upside,2030,18857.25203431022,56452560.86953379,49304336.67044375,43806264.537763804,40562799.79674621,37614042.37906075
Gujarat,Conservative,Early_Loss,Upside,2031,22674.243173120216,71095506.8664585,62179735.2113111,53636785.80395827,48719449.56214244,44333291.84961883
Gujarat,Conservative,Early_Loss,Upside,2032,27156.531726794663,89198375.90989509,78120005.3446306,65424274.608171046,58294350.77349897,52054658.08589898
Gujarat,Conservative,Early_Loss,Upside,2033,32313.430797527453,111200738.15007624,97522514.63513213,79294728.81468391,69307430.41852993,60732120.81696479
Gujarat,Conservative,Early_Loss,Upside,2034,38061.04628486144,137250971.0852025,120530731.53894138,95148072.49545424,81579943.43966803,70149983.13554828
Gujarat,Conservative,Early_Loss,Upside,2035,44271.23130877526,167314671.0896263,147127794.6752072,112761203.63189633,94839888.2710999,80027771.99583751
Gujarat,Conservative,Early_Loss,Upside,2036,50806.82341912533,196712102.2543435,173082383.1559858,128789548.08219244,106257568.97387953,87986306.95833535
Gujarat,Conservative,Early_Loss,Upside,2037,57537.59781948474,228229418.8813446,200933895.89832896,145158921.58683357,117481887.40720317,95462246.49138929
Gujarat,Conservative,Early_Loss,Upside,2038,64344.42125487685,261490469.246668,230354096.99102047,161565728.9495224,128269780.63510291,102279973.92411329
Gujarat,Conservative,Early_Loss,Upside,2039,71118.63953305254,296119929.97502244,261014663.94014385,177738285.16790986,138421649.11896473,108311805.91273391
Gujarat,Conservative,Early_Loss,Upside,2040,77760.40580956107,331738649.3289755,292583091.30437326,193431891.3427759,147774343.00620073,113468767.23798203
Gujarat,Conservative,Early_Loss,Upside,2041,84177.34595070477,367959669.00317085,324719178.75414026,208424884.43219525,156195477.0587995,117693173.84097396
Gujarat,Conservative,Early_Loss,Upside,2042,90283.8764499076,404386514.46895945,357073510.2375216,222516406.45129833,163579489.23772278,120953151.87412612
Gujarat,Conservative,Early_Loss,Upside,2043,96001.10097871906,440613856.5799669,389288023.33186746,235525656.28618264,169845075.10627183,123238618.70126413
Gujarat,Conservative,Early_Loss,Upside,2044,101257.11650317146,476230180.44274175,420998355.550117,247292163.86546108,174933512.39631808,124558222.23801018
Gujarat,Conservative,Early_Loss,Upside,2045,105987.5661531928,510822015.96315444,451837580.5611124,257676658.58250967,178807473.6842786,124936856.19260398
Gujarat,Conservative,Early_Loss,Upside,2046,110136.30737274415,543979318.752725,481440975.6782121,266562195.30483884,181450040.35723412,124413496.84849945
Gujarat,Conservative,Early_Loss,Upside,2047,113656.09513218554,575301643.0459328,509451507.1113485,273855288.75848603,182863728.63244456,123039206.02779165
Gujarat,Conservative,Early_Loss,Upside,2048,116509.20520630307,604404792.0525029,535525756.74570364,279486876.4750542,183069410.9070843,120875213.59015371
Gujarat,Conservative,Early_Loss,Upside,2049,118667.94190248234,630927662.363106,559340040.5539545,283412983.11501926,182105067.38757622,117991038.28504112
Gujarat,Conservative,Early_Loss,Upside,2050,120114.98974456528,654539021.3519356,580596487.3920544,285614999.3483679,180024339.5631013,114462635.04348737
Gujarat,Conservative,Early_Loss,Upside,2051,120843.58095974382,674943974.6779156,599028861.9978044,286099520.63862526,176894883.27490777,110370575.1351785
Gujarat,Conservative,Early_Loss,Upside,2052,120857.42039497981,691889665.1262336,614407723.373057,284897621.82558143,172796479.6805481,105798240.83625916
Gujarat,Conservative,Early_Loss,Upside,2053,120170.58013040334,705171249.9452121,626545845.9655865,282064082.7890675,167819251.6184641,100830253.1217879
Gujarat,Conservative,Early_Loss,Upside,2054,118806.9092900762,714635419.9705414,635301471.3780084,277675504.39429367,162061363.0161686,95550746.85547079
Gujarat,Conservative,Early_Loss,Upside,2055,116799.35304747973,720183405.2591076,640581111.7324212,271828264.522629,155626824.45426965,90041884.52860814
Gujarat,Conservative,Early_Loss,Upside,2056,114189.23316858934,721773687.9410856,642342099.1765263,264636439.94038203,148623476.07171267,84382629.79584774
Gujarat,Conservative,Early_Loss,Upside,2057,111025.19305167675,719422433.753403,640593109.7246741,256229009.16862714,141160761.29011154,78647542.14357394
Gujarat,Conservative,Early_Loss,Upside,2058,107362.06241048187,713202927.4864585,635393798.699992,246746943.29617473,133347660.80268288,72905801.0246498
Gujarat,Conservative,Early_Loss,Upside,2059,103259.61869492939,703243702.6487093,626853268.3881838,236340135.03391296,125290754.71006903,67220421.44405374
Gujarat,Conservative,Early_Loss,Upside,2060,98781.28005161109,689725412.1379559,615127405.3516173,225164249.4208821,117092453.98660424,61647665.46994953
Gujarat,Conservative,Early_Loss,Upside,2061,93992.76620503658,672876528.1066213,600415162.0641915,213377580.3900456,108849436.06063102,56236648.68098153
Gujarat,Conservative,Early_Loss,Upside,2062,88960.76384225751,652967997.4577823,582953892.0974734,201137995.086625,100651311.85309172,51029135.34369439
Gujarat,Conservative,Early_Loss,Upside,2063,83751.63193669422,630307012.9439255,563013878.598983,188600042.59570664,92579543.49992812,46059511.35504082
Gujarat,Conservative,Early_Loss,Upside,2064,78430.18003420632,605230087.2655339,540892220.9805529,175912295.880118,84706623.54955497,41354919.8542089
Gujarat,Conservative,Early_Loss,Upside,2065,73058.54898114009,578095637.7516747,516906263.5359329,163214985.6595412,77095518.03371117,36935541.03410122
Gujarat,Conservative,Early_Loss,Upside,2066,67695.21908239205,549276301.3514092,491386761.38174915,150637973.1672612,69799367.79379427,32814995.15095446
Gujarat,Conservative,Early_Loss,Upside,2067,62394.16545692163,519151203.3531333,464670983.2498082,138299095.75176647,62861435.10558085,29000846.08241387
Gujarat,Conservative,Early_Loss,Upside,2068,57204.17465350065,488098398.45836264,437095947.1936109,126302905.72787993,56315276.2356486,25495182.019249685
Gujarat,Conservative,Early_Loss,Upside,2069,52168.330658304745,456487689.94643134,408991974.50932544,114739809.3095713,50185115.27870846,22295249.954441108
Gujarat,Conservative,Early_Loss,Upside,2070,47323.6725247715,424674012.43082356,380676729.75155485,103685599.43012854,44486390.599306256,19394121.482314087
Gujarat,Conservative,Early_Loss,Upside,2071,42701.02022782359,392991537.2103604,352449891.58819497,93201364.27754456,39226442.50163571,16781368.939111326
Gujarat,Conservative,Early_Loss,Upside,2072,38324.96020638656,361748627.8081019,324588571.5717511,83333742.8700317,34405309.380962215,14443732.983791284
Gujarat,Conservative,Early_Loss,Upside,2073,34213.977592300784,331223738.504865,297343567.0684207,74115490.3014546,30016599.513274666,12365765.200398654
Gujarat,Conservative,Early_Loss,Upside,2074,30380.718469827425,301662312.1504594,270936502.04114574,65566308.62725988,26048406.707809784,10530432.0623939
Gujarat,Conservative,Early_Loss,Upside,2075,26832.362760551823,273274696.9233002,245557876.60733008,57693894.85683881,22484240.128962263,8919669.498439409
Gujarat,Conservative,Fixed_25,Downside,2026,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2027,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2028,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2029,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2030,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2031,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2032,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2033,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2034,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2035,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2036,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2037,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2038,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Conservative,Fixed_25,Downside,2039,64659.27626921521,159893845.03787923,139091358.3787905,94714446.86950868,73763117.03852889,57717968.73572149
Gujarat,Conservative,Fixed_25,Downside,2040,5926.257271440129,14654851.035896912,12748227.656535707,8428080.296365121,6438721.246807346,4943982.477618432
Gujarat,Conservative,Fixed_25,Downside,2041,8800.080405542072,21761435.850690812,18930232.56791675,12150595.940715808,9105765.536006488,6861187.445145587
Gujarat,Conservative,Fixed_25,Downside,2042,9793.60411104369,24218288.673285253,21067444.268282518,13128534.761855949,9651238.958211903,7136272.260818913
Gujarat,Conservative,Fixed_25,Downside,2043,24889.722380663432,61548994.09637231,53541355.476719424,32393400.596236236,23359916.044688106,16949821.974664684
Gujarat,Conservative,Fixed_25,Downside,2044,59956.78344963593,148265201.7623971,128975623.22396937,75759585.59570894,53592035.4239655,38159232.997062415
Gujarat,Conservative,Fixed_25,Downside,2045,31533.21446197411,77977472.02947925,67832457.87200233,38683902.88871146,26843606.96785272,18756239.850215342
Gujarat,Conservative,Fixed_25,Downside,2046,108529.90623988675,268380115.14456183,233463362.9485231,129263003.55540147,87989886.13146047,60331369.44672958
Gujarat,Conservative,Fixed_25,Downside,2047,186861.29664745144,462083291.58100903,401965395.8219538,216076207.46459103,144282409.68016863,97079903.508403
Gujarat,Conservative,Fixed_25,Downside,2048,144740.49634911004,357924119.00176096,311357525.34247214,162495157.56959563,106437529.90017362,70277492.54746738
Gujarat,Conservative,Fixed_25,Downside,2049,299334.5989431634,740214904.0242392,643911568.1317601,326264678.2907877,209639130.05431104,135831138.44732285
Gujarat,Conservative,Fixed_25,Downside,2050,345485.3100020227,854339513.3333367,743188353.4857593,365599423.5342573,230438859.7117328,146517071.87502852
Gujarat,Conservative,Fixed_25,Downside,2051,753951.9296217639,1864423481.9304376,1621858518.9041154,774608661.1830714,478939315.9340122,298826098.16552055
Gujarat,Conservative,Fixed_25,Downside,2052,320314.078828435,792094385.1954198,689041432.3011839,319504879.1447339,193786518.8315575,118649829.14041018
Gujarat,Conservative,Fixed_25,Downside,2053,414936.14233588736,1026082243.2814252,892587034.8077469,401832914.3886608,239077936.83466154,143644359.35919452
Gujarat,Conservative,Fixed_25,Downside,2054,329157.45869050454,813962894.879777,708064808.1978383,309478667.401351,180622827.2562062,106494513.69698356
Gujarat,Conservative,Fixed_25,Downside,2055,239227.95538788883,591579118.0256594,514613574.3700618,218374398.27484825,125023474.6754873,72335532.833567
Gujarat,Conservative,Fixed_25,Downside,2056,163029.39175118157,403150140.32555807,350699557.1668043,144483574.12081504,81143968.78199434,46070389.81239427
Gujarat,Conservative,Fixed_25,Downside,2057,106285.94643796385,262831099.1093992,228636284.2212987,91451574.60591322,50382171.53645682,28070364.05148541
Gujarat,Conservative,Fixed_25,Downside,2058,67304.39801434771,166434881.54224086,144781393.86690688,56223977.09249042,30384716.12314175,16612380.408698346
Gujarat,Conservative,Fixed_25,Downside,2059,41837.21829068829,103457911.7516688,89997844.98999068,33931549.7108071,17988097.836786024,9650891.802541379
Gujarat,Conservative,Fixed_25,Downside,2060,25707.613373363693,63571530.43130119,55300756.072340064,20242559.712191828,10526764.340996176,5542205.53485853
Gujarat,Conservative,Fixed_25,Downside,2061,15684.438604437859,38785543.86044254,33739472.45893727,11990448.362719618,6116638.589726152,3160138.149795847
Gujarat,Conservative,Fixed_25,Downside,2062,9527.682656147443,23560700.058708206,20495409.155647133,7071580.723501939,3538684.356423893,1794075.0064552897
Gujarat,Conservative,Fixed_25,Downside,2063,5772.409966171012,14274406.981964506,12417280.081686556,4159576.950672233,2041843.3100334024,1015843.258330288
Gujarat,Conservative,Fixed_25,Downside,2064,3491.6516692524615,8634393.131856216,7511042.524506604,2442787.460584794,1176269.5540983845,574270.7134138899
Gujarat,Conservative,Fixed_25,Downside,2065,2110.0047643434627,5217762.93032448,4538922.267491907,1433180.8009654065,676971.0259135019,324328.72551154334
Gujarat,Conservative,Fixed_25,Downside,2066,1274.328419613525,3151245.7702849507,2741262.833916558,840352.8740961113,389384.54960807017,183062.57651206752
Gujarat,Conservative,Fixed_25,Downside,2067,769.3527740939096,1902507.734980671,1654987.9397917278,492570.7517876723,223889.42010137788,103290.39737854332
Gujarat,Conservative,Fixed_25,Downside,2068,464.3835558230622,1148359.1620134488,998955.4989645816,288657.4058216641,128705.04801636125,58267.6468147419
Gujarat,Conservative,Fixed_25,Downside,2069,280.26708478534226,693063.4614173912,602894.6159147916,169137.8256182705,73977.82276020333,32865.40322492455
