material,price_scenario,year,base_price_usd_t,annual_real_growth_rate,price_real_2026_usd_t,quality_discount,quality_factor,quality_adjusted_price_real_2026_usd_t
Glass,Downside,2034,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2035,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2036,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2037,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2038,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2039,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2040,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2041,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2042,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2043,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2044,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2045,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2046,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2047,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2048,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2049,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2050,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2051,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2052,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2053,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2054,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2055,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2056,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2057,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2058,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2059,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2060,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2061,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2062,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2063,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2064,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2065,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2066,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2067,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2068,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2069,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2070,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2071,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2072,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2073,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2074,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Downside,2075,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Reference,2026,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Reference,2027,45.0,0.01,45.45,0.3,0.7,31.815
Glass,Reference,2028,45.0,0.01,45.904500000000006,0.3,0.7,32.13315
Glass,Reference,2029,45.0,0.01,46.36354500000001,0.3,0.7,32.45448150000001
Glass,Reference,2030,45.0,0.01,46.82718045000001,0.3,0.7,32.779026315
Glass,Reference,2031,45.0,0.01,47.295452254500006,0.3,0.7,33.10681657815
Glass,Reference,2032,45.0,0.01,47.76840677704501,0.3,0.7,33.437884743931505
Glass,Reference,2033,45.0,0.01,48.246090844815456,0.3,0.7,33.772263591370816
Glass,Reference,2034,45.0,0.01,48.72855175326361,0.3,0.7,34.10998622728452
Glass,Reference,2035,45.0,0.01,49.21583727079624,0.3,0.7,34.451086089557364
Glass,Reference,2036,45.0,0.005,49.46191645715022,0.3,0.7,34.62334152000515
Glass,Reference,2037,45.0,0.005,49.70922603943596,0.3,0.7,34.79645822760517
Glass,Reference,2038,45.0,0.005,49.95777216963314,0.3,0.7,34.970440518743196
Glass,Reference,2039,45.0,0.005,50.2075610304813,0.3,0.7,35.14529272133691
Glass,Reference,2040,45.0,0.005,50.4585988356337,0.3,0.7,35.32101918494359
Glass,Reference,2041,45.0,0.005,50.710891829811864,0.3,0.7,35.4976242808683
Glass,Reference,2042,45.0,0.005,50.964446288960914,0.3,0.7,35.67511240227264
Glass,Reference,2043,45.0,0.005,51.21926852040571,0.3,0.7,35.853487964284
Glass,Reference,2044,45.0,0.005,51.475364863007734,0.3,0.7,36.03275540410541
Glass,Reference,2045,45.0,0.005,51.732741687322765,0.3,0.7,36.21291918112593
Glass,Reference,2046,45.0,0.005,51.99140539575937,0.3,0.7,36.39398377703156
Glass,Reference,2047,45.0,0.005,52.25136242273816,0.3,0.7,36.57595369591671
Glass,Reference,2048,45.0,0.005,52.51261923485185,0.3,0.7,36.75883346439629
Glass,Reference,2049,45.0,0.005,52.7751823310261,0.3,0.7,36.94262763171827
Glass,Reference,2050,45.0,0.005,53.03905824268123,0.3,0.7,37.12734076987686
Glass,Reference,2051,45.0,0.005,53.30425353389463,0.3,0.7,37.31297747372624
Glass,Reference,2052,45.0,0.005,53.5707748015641,0.3,0.7,37.49954236109487
Glass,Reference,2053,45.0,0.005,53.83862867557191,0.3,0.7,37.68704007290034
Glass,Reference,2054,45.0,0.005,54.107821818949766,0.3,0.7,37.87547527326483
Glass,Reference,2055,45.0,0.005,54.37836092804451,0.3,0.7,38.064852649631156
Glass,Reference,2056,45.0,0.005,54.65025273268473,0.3,0.7,38.25517691287931
Glass,Reference,2057,45.0,0.005,54.923503996348146,0.3,0.7,38.4464527974437
Glass,Reference,2058,45.0,0.005,55.19812151632988,0.3,0.7,38.63868506143091
Glass,Reference,2059,45.0,0.005,55.47411212391152,0.3,0.7,38.83187848673806
Glass,Reference,2060,45.0,0.005,55.75148268453107,0.3,0.7,39.026037879171746
Glass,Reference,2061,45.0,0.005,56.030240097953715,0.3,0.7,39.2211680685676
Glass,Reference,2062,45.0,0.005,56.31039129844348,0.3,0.7,39.41727390891043
Glass,Reference,2063,45.0,0.005,56.591943254935686,0.3,0.7,39.614360278454974
Glass,Reference,2064,45.0,0.005,56.87490297121036,0.3,0.7,39.81243207984725
Glass,Reference,2065,45.0,0.005,57.15927748606641,0.3,0.7,40.011494240246485
Glass,Reference,2066,45.0,0.005,57.44507387349673,0.3,0.7,40.21155171144771
Glass,Reference,2067,45.0,0.005,57.73229924286421,0.3,0.7,40.412609470004945
Glass,Reference,2068,45.0,0.005,58.020960739078525,0.3,0.7,40.61467251735497
Glass,Reference,2069,45.0,0.005,58.31106554277391,0.3,0.7,40.81774587994173
Glass,Reference,2070,45.0,0.005,58.602620870487776,0.3,0.7,41.02183460934144
Glass,Reference,2071,45.0,0.005,58.89563397484021,0.3,0.7,41.22694378238814
Glass,Reference,2072,45.0,0.005,59.190112144714405,0.3,0.7,41.43307850130008
Glass,Reference,2073,45.0,0.005,59.48606270543797,0.3,0.7,41.64024389380658
Glass,Reference,2074,45.0,0.005,59.78349301896516,0.3,0.7,41.84844511327561
Glass,Reference,2075,45.0,0.005,60.08241048405998,0.3,0.7,42.05768733884198
Glass,Upside,2026,45.0,0.0,45.0,0.3,0.7,31.499999999999996
Glass,Upside,2027,45.0,0.025,46.12499999999999,0.3,0.7,32.287499999999994
Glass,Upside,2028,45.0,0.025,47.27812499999999,0.3,0.7,33.09468749999999
Glass,Upside,2029,45.0,0.025,48.46007812499998,0.3,0.7,33.92205468749999
Glass,Upside,2030,45.0,0.025,49.671580078124975,0.3,0.7,34.77010605468748
Glass,Upside,2031,45.0,0.025,50.9133695800781,0.3,0.7,35.639358706054665
Glass,Upside,2032,45.0,0.025,52.186203819580044,0.3,0.7,36.53034267370603
Glass,Upside,2033,45.0,0.025,53.49085891506954,0.3,0.7,37.443601240548674
Glass,Upside,2034,45.0,0.025,54.828130387946274,0.3,0.7,38.379691271562386
Glass,Upside,2035,45.0,0.025,56.198833647644925,0.3,0.7,39.33918355335145
Glass,Upside,2036,45.0,0.015,57.041816152359594,0.3,0.7,39.929271306651714
Glass,Upside,2037,45.0,0.015,57.89744339464498,0.3,0.7,40.52821037625149
Glass,Upside,2038,45.0,0.015,58.76590504556465,0.3,0.7,41.136133531895254
Glass,Upside,2039,45.0,0.015,59.64739362124811,0.3,0.7,41.75317553487368
Glass,Upside,2040,45.0,0.015,60.54210452556683,0.3,0.7,42.379473167896776
Glass,Upside,2041,45.0,0.015,61.45023609345032,0.3,0.7,43.01516526541522
Glass,Upside,2042,45.0,0.015,62.37198963485207,0.3,0.7,43.66039274439645
Glass,Upside,2043,45.0,0.015,63.30756947937485,0.3,0.7,44.31529863556239
Glass,Upside,2044,45.0,0.015,64.25718302156547,0.3,0.7,44.98002811509583
Glass,Upside,2045,45.0,0.015,65.22104076688895,0.3,0.7,45.65472853682226
Glass,Upside,2046,45.0,0.015,66.19935637839228,0.3,0.7,46.339549464874594
Glass,Upside,2047,45.0,0.015,67.19234672406816,0.3,0.7,47.034642706847706
Glass,Upside,2048,45.0,0.015,68.20023192492917,0.3,0.7,47.740162347450415
Glass,Upside,2049,45.0,0.015,69.2232354038031,0.3,0.7,48.45626478266217
Glass,Upside,2050,45.0,0.015,70.26158393486014,0.3,0.7,49.1831087544021
Glass,Upside,2051,45.0,0.015,71.31550769388303,0.3,0.7,49.92085538571812
Glass,Upside,2052,45.0,0.015,72.38524030929128,0.3,0.7,50.669668216503894
Glass,Upside,2053,45.0,0.015,73.47101891393064,0.3,0.7,51.42971323975144
Glass,Upside,2054,45.0,0.015,74.57308419763959,0.3,0.7,52.20115893834771
Glass,Upside,2055,45.0,0.015,75.69168046060418,0.3,0.7,52.98417632242292
Glass,Upside,2056,45.0,0.015,76.82705566751324,0.3,0.7,53.778938967259265
Glass,Upside,2057,45.0,0.015,77.97946150252592,0.3,0.7,54.585623051768145
Glass,Upside,2058,45.0,0.015,79.1491534250638,0.3,0.7,55.40440739754466
Glass,Upside,2059,45.0,0.015,80.33639072643975,0.3,0.7,56.235473508507816
Glass,Upside,2060,45.0,0.015,81.54143658733634,0.3,0.7,57.07900561113543
Glass,Upside,2061,45.0,0.015,82.76455813614638,0.3,0.7,57.93519069530246
Glass,Upside,2062,45.0,0.015,84.00602650818857,0.3,0.7,58.80421855573199
Glass,Upside,2063,45.0,0.015,85.26611690581139,0.3,0.7,59.68628183406797
Glass,Upside,2064,45.0,0.015,86.54510865939855,0.3,0.7,60.58157606157898
Glass,Upside,2065,45.0,0.015,87.84328528928953,0.3,0.7,61.49029970250266
Glass,Upside,2066,45.0,0.015,89.16093456862886,0.3,0.7,62.4126541980402
Glass,Upside,2067,45.0,0.015,90.49834858715829,0.3,0.7,63.3488440110108
Glass,Upside,2068,45.0,0.015,91.85582381596565,0.3,0.7,64.29907667117595
Glass,Upside,2069,45.0,0.015,93.23366117320512,0.3,0.7,65.26356282124358
Glass,Upside,2070,45.0,0.015,94.63216609080318,0.3,0.7,66.24251626356222
Glass,Upside,2071,45.0,0.015,96.05164858216521,0.3,0.7,67.23615400751565
Glass,Upside,2072,45.0,0.015,97.49242331089768,0.3,0.7,68.24469631762837
Glass,Upside,2073,45.0,0.015,98.95480966056114,0.3,0.7,69.26836676239279
Glass,Upside,2074,45.0,0.015,100.43913180546954,0.3,0.7,70.30739226382867
Glass,Upside,2075,45.0,0.015,101.94571878255158,0.3,0.7,71.3620031477861
Polymers,Downside,2026,1600.0,0.0,1600.0,0.4,0.6,960.0
Polymers,Downside,2027,1600.0,-0.01,1584.0,0.4,0.6,950.4
Polymers,Downside,2028,1600.0,-0.01,1568.16,0.4,0.6,940.896
Polymers,Downside,2029,1600.0,-0.01,1552.4784,0.4,0.6,931.48704
Polymers,Downside,2030,1600.0,-0.01,1536.953616,0.4,0.6,922.1721696
Polymers,Downside,2031,1600.0,-0.01,1521.58407984,0.4,0.6,912.9504479039999
Polymers,Downside,2032,1600.0,-0.01,1506.3682390416,0.4,0.6,903.82094342496
Polymers,Downside,2033,1600.0,-0.01,1491.304556651184,0.4,0.6,894.7827339907103
Polymers,Downside,2034,1600.0,-0.01,1476.3915110846722,0.4,0.6,885.8349066508033
Polymers,Downside,2035,1600.0,-0.01,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2036,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2037,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2038,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2039,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2040,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2041,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2042,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2043,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2044,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2045,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2046,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2047,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2048,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2049,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2050,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2051,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2052,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2053,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2054,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2055,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2056,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2057,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2058,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2059,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2060,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2061,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2062,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2063,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2064,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2065,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2066,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2067,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2068,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2069,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2070,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2071,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2072,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2073,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2074,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Downside,2075,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953
Polymers,Reference,2026,1600.0,0.0,1600.0,0.4,0.6,960.0
Polymers,Reference,2027,1600.0,0.01,1616.0,0.4,0.6,969.5999999999999
Polymers,Reference,2028,1600.0,0.01,1632.16,0.4,0.6,979.296
Polymers,Reference,2029,1600.0,0.01,1648.4816,0.4,0.6,989.08896
Polymers,Reference,2030,1600.0,0.01,1664.966416,0.4,0.6,998.9798496
Polymers,Reference,2031,1600.0,0.01,1681.61608016,0.4,0.6,1008.9696480959999
Polymers,Reference,2032,1600.0,0.01,1698.4322409616,0.4,0.6,1019.0593445769599
Polymers,Reference,2033,1600.0,0.01,1715.416563371216,0.4,0.6,1029.2499380227296
Polymers,Reference,2034,1600.0,0.01,1732.5707290049281,0.4,0.6,1039.542437402957
Polymers,Reference,2035,1600.0,0.01,1749.8964362949773,0.4,0.6,1049.9378617769864
Polymers,Reference,2036,1600.0,0.005,1758.645918476452,0.4,0.6,1055.187551085871
Polymers,Reference,2037,1600.0,0.005,1767.439148068834,0.4,0.6,1060.4634888413002
Polymers,Reference,2038,1600.0,0.005,1776.276343809178,0.4,0.6,1065.7658062855066
Polymers,Reference,2039,1600.0,0.005,1785.1577255282236,0.4,0.6,1071.094635316934
Polymers,Reference,2040,1600.0,0.005,1794.0835141558646,0.4,0.6,1076.4501084935187
Polymers,Reference,2041,1600.0,0.005,1803.0539317266437,0.4,0.6,1081.8323590359862
Polymers,Reference,2042,1600.0,0.005,1812.0692013852768,0.4,0.6,1087.241520831166
Polymers,Reference,2043,1600.0,0.005,1821.129547392203,0.4,0.6,1092.6777284353218
Polymers,Reference,2044,1600.0,0.005,1830.235195129164,0.4,0.6,1098.1411170774984
Polymers,Reference,2045,1600.0,0.005,1839.3863711048095,0.4,0.6,1103.6318226628857
Polymers,Reference,2046,1600.0,0.005,1848.5833029603334,0.4,0.6,1109.1499817762
Polymers,Reference,2047,1600.0,0.005,1857.8262194751348,0.4,0.6,1114.6957316850808
Polymers,Reference,2048,1600.0,0.005,1867.1153505725104,0.4,0.6,1120.269210343506
Polymers,Reference,2049,1600.0,0.005,1876.4509273253727,0.4,0.6,1125.8705563952235
Polymers,Reference,2050,1600.0,0.005,1885.8331819619993,0.4,0.6,1131.4999091771995
Polymers,Reference,2051,1600.0,0.005,1895.2623478718092,0.4,0.6,1137.1574087230854
Polymers,Reference,2052,1600.0,0.005,1904.738659611168,0.4,0.6,1142.8431957667008
Polymers,Reference,2053,1600.0,0.005,1914.2623529092236,0.4,0.6,1148.5574117455342
Polymers,Reference,2054,1600.0,0.005,1923.8336646737696,0.4,0.6,1154.3001988042618
Polymers,Reference,2055,1600.0,0.005,1933.4528329971383,0.4,0.6,1160.071699798283
Polymers,Reference,2056,1600.0,0.005,1943.1200971621238,0.4,0.6,1165.8720582972742
Polymers,Reference,2057,1600.0,0.005,1952.8356976479342,0.4,0.6,1171.7014185887606
Polymers,Reference,2058,1600.0,0.005,1962.5998761361736,0.4,0.6,1177.559925681704
Polymers,Reference,2059,1600.0,0.005,1972.4128755168542,0.4,0.6,1183.4477253101124
Polymers,Reference,2060,1600.0,0.005,1982.2749398944384,0.4,0.6,1189.364963936663
Polymers,Reference,2061,1600.0,0.005,1992.1863145939103,0.4,0.6,1195.3117887563462
Polymers,Reference,2062,1600.0,0.005,2002.1472461668795,0.4,0.6,1201.2883477001276
Polymers,Reference,2063,1600.0,0.005,2012.1579823977138,0.4,0.6,1207.2947894386282
Polymers,Reference,2064,1600.0,0.005,2022.2187723097022,0.4,0.6,1213.3312633858213
Polymers,Reference,2065,1600.0,0.005,2032.3298661712506,0.4,0.6,1219.3979197027504
Polymers,Reference,2066,1600.0,0.005,2042.4915155021067,0.4,0.6,1225.494909301264
Polymers,Reference,2067,1600.0,0.005,2052.703973079617,0.4,0.6,1231.6223838477702
Polymers,Reference,2068,1600.0,0.005,2062.967492945015,0.4,0.6,1237.780495767009
Polymers,Reference,2069,1600.0,0.005,2073.2823304097396,0.4,0.6,1243.9693982458436
Polymers,Reference,2070,1600.0,0.005,2083.648742061788,0.4,0.6,1250.1892452370728
Polymers,Reference,2071,1600.0,0.005,2094.066985772097,0.4,0.6,1256.440191463258
Polymers,Reference,2072,1600.0,0.005,2104.537320700957,0.4,0.6,1262.7223924205741
Polymers,Reference,2073,1600.0,0.005,2115.0600073044616,0.4,0.6,1269.036004382677
Polymers,Reference,2074,1600.0,0.005,2125.6353073409837,0.4,0.6,1275.3811844045902
Polymers,Reference,2075,1600.0,0.005,2136.2634838776885,0.4,0.6,1281.758090326613
Polymers,Upside,2026,1600.0,0.0,1600.0,0.4,0.6,960.0
Polymers,Upside,2027,1600.0,0.03,1648.0,0.4,0.6,988.8
Polymers,Upside,2028,1600.0,0.03,1697.44,0.4,0.6,1018.4639999999999
Polymers,Upside,2029,1600.0,0.03,1748.3632,0.4,0.6,1049.01792
Polymers,Upside,2030,1600.0,0.03,1800.814096,0.4,0.6,1080.4884576
Polymers,Upside,2031,1600.0,0.03,1854.83851888,0.4,0.6,1112.903111328
Polymers,Upside,2032,1600.0,0.03,1910.4836744464,0.4,0.6,1146.29020466784
Polymers,Upside,2033,1600.0,0.03,1967.798184679792,0.4,0.6,1180.6789108078751
Polymers,Upside,2034,1600.0,0.03,2026.832130220186,0.4,0.6,1216.0992781321115
Polymers,Upside,2035,1600.0,0.03,2087.6370941267915,0.4,0.6,1252.582256476075
Polymers,Upside,2036,1600.0,0.015,2118.9516505386932,0.4,0.6,1271.370990323216
Polymers,Upside,2037,1600.0,0.015,2150.7359252967735,0.4,0.6,1290.4415551780642
Polymers,Upside,2038,1600.0,0.015,2182.996964176225,0.4,0.6,1309.798178505735
Polymers,Upside,2039,1600.0,0.015,2215.7419186388684,0.4,0.6,1329.445151183321
Polymers,Upside,2040,1600.0,0.015,2248.9780474184513,0.4,0.6,1349.3868284510706
Polymers,Upside,2041,1600.0,0.015,2282.712718129728,0.4,0.6,1369.6276308778367
Polymers,Upside,2042,1600.0,0.015,2316.9534089016734,0.4,0.6,1390.172045341004
Polymers,Upside,2043,1600.0,0.015,2351.707710035198,0.4,0.6,1411.0246260211188
Polymers,Upside,2044,1600.0,0.015,2386.983325685726,0.4,0.6,1432.1899954114356
Polymers,Upside,2045,1600.0,0.015,2422.7880755710116,0.4,0.6,1453.672845342607
Polymers,Upside,2046,1600.0,0.015,2459.1298967045764,0.4,0.6,1475.4779380227458
Polymers,Upside,2047,1600.0,0.015,2496.016845155145,0.4,0.6,1497.610107093087
Polymers,Upside,2048,1600.0,0.015,2533.457097832472,0.4,0.6,1520.0742586994832
Polymers,Upside,2049,1600.0,0.015,2571.458954299959,0.4,0.6,1542.8753725799752
Polymers,Upside,2050,1600.0,0.015,2610.030838614458,0.4,0.6,1566.0185031686747
Polymers,Upside,2051,1600.0,0.015,2649.1813011936747,0.4,0.6,1589.5087807162047
Polymers,Upside,2052,1600.0,0.015,2688.9190207115794,0.4,0.6,1613.3514124269475
Polymers,Upside,2053,1600.0,0.015,2729.252806022253,0.4,0.6,1637.5516836133518
Polymers,Upside,2054,1600.0,0.015,2770.1915981125867,0.4,0.6,1662.1149588675519
Polymers,Upside,2055,1600.0,0.015,2811.744472084275,0.4,0.6,1687.046683250565
Polymers,Upside,2056,1600.0,0.015,2853.920639165539,0.4,0.6,1712.3523834993232
Polymers,Upside,2057,1600.0,0.015,2896.7294487530216,0.4,0.6,1738.037669251813
Polymers,Upside,2058,1600.0,0.015,2940.180390484317,0.4,0.6,1764.10823429059
Polymers,Upside,2059,1600.0,0.015,2984.2830963415813,0.4,0.6,1790.5698578049487
Polymers,Upside,2060,1600.0,0.015,3029.0473427867046,0.4,0.6,1817.4284056720228
Polymers,Upside,2061,1600.0,0.015,3074.483052928505,0.4,0.6,1844.6898317571029
Polymers,Upside,2062,1600.0,0.015,3120.6002987224324,0.4,0.6,1872.3601792334593
Polymers,Upside,2063,1600.0,0.015,3167.409303203269,0.4,0.6,1900.445581921961
Polymers,Upside,2064,1600.0,0.015,3214.9204427513173,0.4,0.6,1928.9522656507902
Polymers,Upside,2065,1600.0,0.015,3263.1442493925865,0.4,0.6,1957.8865496355518
Polymers,Upside,2066,1600.0,0.015,3312.091413133475,0.4,0.6,1987.2548478800848
Polymers,Upside,2067,1600.0,0.015,3361.7727843304765,0.4,0.6,2017.0636705982859
Polymers,Upside,2068,1600.0,0.015,3412.1993760954333,0.4,0.6,2047.3196256572598
Polymers,Upside,2069,1600.0,0.015,3463.3823667368647,0.4,0.6,2078.0294200421185
Polymers,Upside,2070,1600.0,0.015,3515.3331022379175,0.4,0.6,2109.1998613427504
Polymers,Upside,2071,1600.0,0.015,3568.063098771486,0.4,0.6,2140.8378592628915
Polymers,Upside,2072,1600.0,0.015,3621.584045253058,0.4,0.6,2172.9504271518344
Polymers,Upside,2073,1600.0,0.015,3675.9078059318535,0.4,0.6,2205.544683559112
Polymers,Upside,2074,1600.0,0.015,3731.046423020831,0.4,0.6,2238.6278538124984
Polymers,Upside,2075,1600.0,0.015,3787.012119366143,0.4,0.6,2272.207271619686
Silicon,Downside,2026,1210.0,0.0,1210.0,0.25,0.75,907.5
Silicon,Downside,2027,1210.0,-0.01,1197.9,0.25,0.75,898.4250000000001
Silicon,Downside,2028,1210.0,-0.01,1185.921,0.25,0.75,889.44075
Silicon,Downside,2029,1210.0,-0.01,1174.06179,0.25,0.75,880.5463425
Silicon,Downside,2030,1210.0,-0.01,1162.3211721,0.25,0.75,871.7408790750001
Silicon,Downside,2031,1210.0,-0.01,1150.697960379,0.25,0.75,863.02347028425
Silicon,Downside,2032,1210.0,-0.01,1139.19098077521,0.25,0.75,854.3932355814075
Silicon,Downside,2033,1210.0,-0.01,1127.7990709674577,0.25,0.75,845.8493032255933
Silicon,Downside,2034,1210.0,-0.01,1116.521080257783,0.25,0.75,837.3908101933373
Silicon,Downside,2035,1210.0,-0.01,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2036,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2037,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2038,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2039,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2040,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2041,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2042,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2043,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2044,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2045,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2046,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2047,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2048,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2049,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2050,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
Silicon,Downside,2051,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404
