region,capacity_scenario,lifetime_scenario,price_scenario,year,material,annual_material_tonnes,cumulative_material_tonnes,base_price_usd_t,annual_real_growth_rate,price_real_2026_usd_t,quality_discount,quality_factor,quality_adjusted_price_real_2026_usd_t,gross_benchmark_value_real_2026_usd,quality_adjusted_gross_value_real_2026_usd,discount_factor_3pct,present_value_3pct_real_2026_usd,discount_factor_5pct,present_value_5pct_real_2026_usd,discount_factor_7pct,present_value_7pct_real_2026_usd,cumulative_quality_adjusted_value_real_2026_usd,cumulative_present_value_3pct_real_2026_usd,cumulative_present_value_5pct_real_2026_usd,cumulative_present_value_7pct_real_2026_usd,source_range,raw_midpoint_weight_percent,normalized_weight_percent
Gujarat,Conservative,Early_Loss,Downside,2060,Polymers,9020.663796504488,251759.7156567553,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953,13184851.138972977,7910910.683383786,0.3660448997426385,2895748.5079721855,0.19035479962020585,1505879.8179488664,0.1002193446977227,792826.2846509367,220012192.82540414,119485635.67150557,82978833.19858976,59541481.28046773,8-10%,9.0,9.101941747572816
Gujarat,Conservative,Early_Loss,Downside,2075,Polymers,2450.319769113352,331886.4716172751,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953,3581454.9934962876,2148872.9960977724,0.2349502921834461,504878.3382982889,0.0915639133209995,196759.22075253294,0.03632410257685519,78055.88313488963,290281479.4380578,140902190.04766604,92937846.00066309,64265107.51068797,8-10%,9.0,9.101941747572816
Gujarat,Conservative,Early_Loss,Downside,2045,Silicon,3763.9539499383577,37137.14614551981,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404,4160508.5909234677,3120381.4431926007,0.5702860268119245,1779509.9353759673,0.39573395701665043,1234840.8959159344,0.2765083330108392,862811.4712151428,30502350.483164694,20970911.073474307,16625765.288988005,13364185.779804733,3-4%,3.5,3.539644012944984
Gujarat,Conservative,Early_Loss,Downside,2060,Silicon,3508.0359208628565,97906.55608873816,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404,3877628.0953854546,2908221.071539091,0.3660448997426385,1064539.4905609551,0.19035479962020585,553593.839324084,0.1002193446977227,291460.0100257566,80881218.4562141,43925491.933057815,30504805.433682952,21888730.3144775,3-4%,3.5,3.539644012944984
Gujarat,Conservative,Early_Loss,Downside,2075,Silicon,952.9021324329702,129066.96118449589,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404,1053295.965101165,789971.9738258737,0.2349502921834461,185604.14606712267,0.0915639133209995,72332.92533741119,0.03632410257685519,28695.0230100918,106713720.95661238,51798678.37255778,34165952.9351396,23625237.00588225,3-4%,3.5,3.539644012944984
Gujarat,Conservative,Early_Loss,Downside,2045,Silver,59.147847784745615,583.5837251438827,1946085.0,0.0,1946085.0,0.05,0.95,1848780.75,115106739.35617667,109351402.38836783,0.5702860268119245,62361576.79437429,0.39573395701665043,43274063.172468804,0.2765083330108392,30236573.986805093,1061447906.2787257,728184650.3845257,576348293.2767818,462437675.0789774,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Conservative,Early_Loss,Downside,2060,Silver,55.12627875641632,1538.531595680171,1946085.0,0.0,1946085.0,0.05,0.95,1848780.75,107280424.19368045,101916402.98399644,0.3660448997426385,37305979.51240732,0.19035479962020585,19400276.46803079,0.1002193446977227,10213995.121005153,2826937146.5797067,1532610536.7480955,1062728734.6609061,761173876.5847838,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Conservative,Early_Loss,Downside,2075,Silver,14.974176366803816,2028.1951043277925,1946085.0,0.0,1946085.0,0.05,0.95,1848780.75,29141020.014791403,27683969.014051832,0.2349502921834461,6504356.6086489465,0.0915639133209995,2534852.539183878,0.03632410257685519,1005595.3302008995,3732217615.344888,1808520387.5461862,1191030873.6536746,822028437.2911856,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Conservative,Early_Loss,Reference,2045,Aluminium,13980.400385485327,137937.971397645,2338.0,0.01,3086.453870736,0.1,0.9,2777.8084836624002,43149860.88422026,38834874.795798235,0.5702860268119245,22146986.449034326,0.39573395701665043,15368278.67318742,0.2765083330108392,10738166.492470825,353687200.1718239,240551711.78153324,189217690.77204177,150837226.39790538,12-14%,13.0,13.147249190938512
Gujarat,Conservative,Early_Loss,Reference,2060,Aluminium,13029.84770606204,363652.9226153132,2338.0,0.01,3583.277126106064,0.1,0.9,3224.9494134954575,46689555.24177768,42020599.71759991,0.3660448997426385,15381426.210754404,0.19035479962020585,7998822.83916461,0.1002193446977227,4211276.967503175,1032260140.0486102,548120800.9411281,374559963.7361062,264308033.92023075,12-14%,13.0,13.147249190938512
Gujarat,Conservative,Early_Loss,Reference,2075,Aluminium,3539.350777608175,479391.57011384185,2338.0,0.01,4160.073501896568,0.1,0.9,3744.066151706911,14723959.383844782,13251563.445460303,0.2349502921834461,3113458.7033983716,0.0915639133209995,1213365.0066878526,0.03632410257685519,481351.14989660465,1430526735.5614882,668926058.5315119,430570973.0036057,290801343.4851288,12-14%,13.0,13.147249190938512
Gujarat,Conservative,Early_Loss,Reference,2045,Copper,3226.2462428043063,31831.83955330269,14286.0,0.015,20705.506408795012,0.08,0.92,19049.06589609141,66801062.25673539,61456977.27619656,0.5702860268119245,35048055.39071287,0.39573395701665043,24320612.80379163,0.2765083330108392,16993366.338526137,544502696.4856333,369150433.75253797,289722442.7150913,230420662.4820277,2-4%,3.0,3.033980582524272
Gujarat,Conservative,Early_Loss,Reference,2060,Copper,3006.8879321681625,83919.90521891841,14286.0,0.015,25886.688068593045,0.08,0.92,23815.7530231056,77838369.95725398,71611300.36067367,0.3660448997426385,26212951.260962762,0.19035479962020585,13631554.73069841,0.1002193446977227,7176837.5950985085,1662063112.1133175,874376347.0442182,593663473.3585856,416199815.1324042,2-4%,3.0,3.033980582524272
Gujarat,Conservative,Early_Loss,Reference,2075,Copper,816.7732563711172,110628.82387242504,14286.0,0.015,32364.367522834043,0.08,0.92,29775.21812100732,26434349.85201679,24319601.863855448,0.2349502921834461,5713897.563697917,0.0915639133209995,2226797.917063278,0.03632410257685519,883387.7127309641,2363425944.30511,1086608753.7151735,691918194.7982873,462609740.29841673,2-4%,3.0,3.033980582524272
Gujarat,Conservative,Early_Loss,Reference,2045,Glass,75279.07899876716,742742.9229103962,45.0,0.005,51.732741687322765,0.3,0.7,36.21291918112593,3894393.1483027856,2726075.2038119496,0.5702860268119245,1554642.5967724242,0.39573395701665043,1078800.5275294746,0.2765083330108392,753782.5102682259,25617512.310601786,17497024.018210236,13804999.506363828,11039975.845148958,68-72%,70.0,70.79288025889969
Gujarat,Conservative,Early_Loss,Reference,2060,Glass,70160.71841725713,1958131.1217747636,45.0,0.005,55.75148268453107,0.3,0.7,39.026037879171746,3911564.0779739707,2738094.8545817793,0.3660448997426385,1002265.6565312217,0.19035479962020585,521209.49738503125,0.1002193446977227,274410.07204639225,71399231.75205567,38302319.27382441,26363407.404090095,18740951.096489757,68-72%,70.0,70.79288025889969
Gujarat,Conservative,Early_Loss,Reference,2075,Glass,19058.042648659404,2581339.223689917,45.0,0.005,60.08241048405998,0.3,0.7,42.05768733884198,1145053.141439476,801537.1990076331,0.2349502921834461,188321.39910274438,0.0915639133209995,73391.88261349165,0.03632410257685519,29115.11943591846,96519209.4328823,45940144.59379183,29909899.68735636,20420770.137375176,68-72%,70.0,70.79288025889969
Gujarat,Conservative,Early_Loss,Reference,2045,Polymers,9678.73872841292,95495.51865990808,1600.0,0.005,1839.3863711048095,0.4,0.6,1103.6318226628857,17802940.10652702,10681764.063916212,0.5702860268119245,6091660.787353173,0.39573395701665043,4227136.76093182,0.2765083330108392,2953596.774928559,100378823.74766414,68559767.58155847,54093059.29024193,43258680.86262448,8-10%,9.0,9.101941747572816
Gujarat,Conservative,Early_Loss,Reference,2060,Polymers,9020.663796504488,251759.7156567553,1600.0,0.005,1982.2749398944384,0.4,0.6,1189.364963936663,17881435.78502387,10728861.47101432,0.3660448997426385,3927245.021510094,0.19035479962020585,2042290.275467878,0.1002193446977227,1075239.4659777004,279768418.2937692,150082557.15457726,103301514.72623058,73433930.8270619,8-10%,9.0,9.101941747572816
Gujarat,Conservative,Early_Loss,Reference,2075,Polymers,2450.319769113352,331886.4716172751,1600.0,0.005,2136.2634838776885,0.4,0.6,1281.758090326613,5234528.646580462,3140717.187948277,0.2349502921834461,737912.4209740189,0.0915639133209995,287576.3563630694,0.03632410257685519,114083.73329992541,378197718.5941511,180010362.4899598,117197974.28515145,80016078.90563333,8-10%,9.0,9.101941747572816
Gujarat,Conservative,Early_Loss,Reference,2045,Silicon,3763.9539499383577,37137.14614551981,1210.0,0.01,1528.2467764005532,0.25,0.75,1146.185082300415,5752250.490513424,4314187.867885068,0.5702860268119245,2460321.058096383,0.39573395701665043,1707270.6362713843,0.2765083330108392,1192908.8956444869,39407524.49537322,26827081.447029177,21117384.683042035,16847467.458826806,3-4%,3.5,3.539644012944984
Gujarat,Conservative,Early_Loss,Reference,2060,Silicon,3508.0359208628565,97906.55608873816,1210.0,0.01,1774.247063545318,0.25,0.75,1330.6852976589885,6224122.431402419,4668091.823551814,0.3660448997426385,1708731.2035414542,0.19035479962020585,888593.6836809269,0.1002193446977227,467833.1035451602,114790570.27793041,60995102.84444465,41707161.00219533,29453002.657433994,3-4%,3.5,3.539644012944984
Gujarat,Conservative,Early_Loss,Reference,2075,Silicon,952.9021324329702,129066.96118449589,1210.0,0.01,2059.8457599324956,0.25,0.75,1544.8843199493717,1962831.4171226872,1472123.5628420154,0.2349502921834461,345875.8612198672,0.0915639133209995,134793.39430586726,0.03632410257685519,53473.5673024789,159034228.16482154,74415426.18560688,47929455.21378859,32396159.170902994,3-4%,3.5,3.539644012944984
Gujarat,Conservative,Early_Loss,Reference,2045,Silver,59.147847784745615,583.5837251438827,1946085.0,0.015,2946844.7075297576,0.05,0.95,2799502.4721532697,174299522.20625332,165584546.09594065,0.5702860268119245,94430552.89450996,0.39573395701665043,65527427.64735255,0.2765083330108392,45785506.813345015,1463064957.3024802,991034338.853753,777273030.84982,617711424.3717268,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Conservative,Early_Loss,Reference,2060,Silver,55.12627875641632,1538.531595680171,1946085.0,0.015,3684239.748804414,0.05,0.95,3500027.761364193,203098427.39806136,192943506.02815828,0.3660448997426385,70625986.32007036,0.19035479962020585,36727722.42801005,0.1002193446977227,19336671.737823132,4474126391.789504,2352272838.3058257,1596186355.7413833,1118259255.213642,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Conservative,Early_Loss,Reference,2075,Silver,14.974176366803816,2028.1951043277925,1946085.0,0.015,4606154.675197912,0.05,0.95,4375846.9414380165,68973372.47919148,65524703.8552319,0.2349502921834461,15395048.316020513,0.0915639133209995,5999698.304184616,0.03632410257685519,2380126.0641555027,6363819822.286655,2924094107.150926,1860915670.0104332,1243302280.9782236,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Conservative,Early_Loss,Upside,2045,Aluminium,13980.400385485327,137937.971397645,2338.0,0.02,4056.451409660822,0.1,0.9,3650.8062686947396,56710814.851324655,51039733.366192184,0.5702860268119245,29107246.750945754,0.39573395701665043,20198155.650077995,0.2765083330108392,14112911.59040351,437948274.11435354,295498095.96202534,231110590.71062633,183124222.01467752,12-14%,13.0,13.147249190938512
Gujarat,Conservative,Early_Loss,Upside,2060,Aluminium,13029.84770606204,363652.9226153132,2338.0,0.02,5459.449518212785,0.1,0.9,4913.504566391506,71135795.78124636,64022216.20312173,0.3660448997426385,23435005.711373217,0.19035479962020585,12186936.136586733,0.1002193446977227,6416264.553972784,1404079642.4239826,731134207.8101369,492748504.4905933,342787894.6389266,12-14%,13.0,13.147249190938512
Gujarat,Conservative,Early_Loss,Upside,2075,Aluminium,3539.350777608175,479391.57011384185,2338.0,0.02,7347.700251241512,0.1,0.9,6612.930226117361,26006088.59786343,23405479.738077085,0.2349502921834461,5499124.303154939,0.0915639133209995,2143097.3179737004,0.03632410257685519,850183.0468664179,2052190867.837292,926780430.1850638,583189121.5743173,385446934.3283581,12-14%,13.0,13.147249190938512
Gujarat,Conservative,Early_Loss,Upside,2045,Copper,3226.2462428043063,31831.83955330269,14286.0,0.025,28369.58555536073,0.08,0.92,26100.018710931872,91527268.80789787,84205087.30326605,0.5702860268119245,48020984.67553083,0.39573395701665043,33322812.399453983,0.2765083330108392,23283408.321258277,702304318.4803165,472097288.14509106,368233831.0444976,290944836.7258191,2-4%,3.0,3.033980582524272
Gujarat,Conservative,Early_Loss,Upside,2060,Copper,3006.8879321681625,83919.90521891841,14286.0,0.025,41087.61874414021,0.08,0.92,37800.60924460899,123545864.96328159,113662195.76621905,0.3660448997426385,41605467.0537738,0.19035479962020585,21636144.499471236,0.1002193446977227,11391150.776594745,2361871266.0389,1218478494.9316053,815753486.4990137,563601105.4913936,2-4%,3.0,3.033980582524272
Gujarat,Conservative,Early_Loss,Upside,2075,Copper,816.7732563711172,110628.82387242504,14286.0,0.025,59507.12289291162,0.08,0.92,54746.55306147869,48603826.54251968,44715520.41911811,0.2349502921834461,10505924.58760665,0.0915639133209995,4094328.0357595137,0.03632410257685519,1624251.150481509,3551468606.2703753,1576716219.30222,981105732.5010575,641484250.917867,2-4%,3.0,3.033980582524272
Gujarat,Conservative,Early_Loss,Upside,2045,Glass,75279.07899876716,742742.9229103962,45.0,0.015,65.22104076688895,0.3,0.7,45.65472853682226,4909779.880272446,3436845.9161907122,0.5702860268119245,1959985.2023091898,0.39573395701665043,1360076.6340706658,0.2765083330108392,950316.5351010043,30450112.447953016,20643923.878661633,16202088.651369844,12885767.376718031,68-72%,70.0,70.79288025889969
Gujarat,Conservative,Early_Loss,Upside,2060,Glass,70160.71841725713,1958131.1217747636,45.0,0.015,81.54143658733634,0.3,0.7,57.07900561113543,5721005.771742732,4004704.0402199123,0.3660448997426385,1465901.488901237,0.19035479962020585,762314.6351142902,0.1002193446977227,401348.8146191621,92947214.0103178,48897568.84799806,33199320.47478531,23275056.769040912,68-72%,70.0,70.79288025889969
