region,capacity_scenario,lifetime_scenario,price_scenario,year,material,annual_material_tonnes,cumulative_material_tonnes,base_price_usd_t,annual_real_growth_rate,price_real_2026_usd_t,quality_discount,quality_factor,quality_adjusted_price_real_2026_usd_t,gross_benchmark_value_real_2026_usd,quality_adjusted_gross_value_real_2026_usd,discount_factor_3pct,present_value_3pct_real_2026_usd,discount_factor_5pct,present_value_5pct_real_2026_usd,discount_factor_7pct,present_value_7pct_real_2026_usd,cumulative_quality_adjusted_value_real_2026_usd,cumulative_present_value_3pct_real_2026_usd,cumulative_present_value_5pct_real_2026_usd,cumulative_present_value_7pct_real_2026_usd,source_range,raw_midpoint_weight_percent,normalized_weight_percent
Gujarat,Medium,Early_Loss,Upside,2075,Glass,44838.648524651086,4532024.501195804,45.0,0.015,101.94571878255158,0.3,0.7,71.3620031477861,4571108.253083751,3199775.7771586254,0.2349502921834461,751788.2537649324,0.0915639133209995,292983.9919063862,0.03632410257685519,116228.98355244646,238286461.69640106,104405890.87022997,64369858.6400113,41698539.91489395,68-72%,70.0,70.79288025889969
Gujarat,Medium,Early_Loss,Upside,2045,Polymers,15444.552299889308,136265.0427987039,1600.0,0.015,2422.7880755710116,0.4,0.6,1453.672845342607,37418877.14470466,22451326.286822796,0.5702860268119245,12803677.66477029,0.39573395701665043,8884752.191756327,0.2765083330108392,6207978.805451806,179668463.23222655,120205394.0808675,93448047.49774319,73579539.21668431,8-10%,9.0,9.101941747572816
Gujarat,Medium,Early_Loss,Upside,2060,Polymers,17500.52626216364,413950.3853277723,1600.0,0.015,3029.0473427867046,0.4,0.6,1817.4284056720228,53009922.57177571,31805953.54306543,0.3660448997426385,11642407.075890401,0.19035479962020585,6054415.913419796,0.1002193446977227,3187571.821572229,635864701.3812251,325057609.16598666,216149268.3651198,148262080.68224263,8-10%,9.0,9.101941747572816
Gujarat,Medium,Early_Loss,Upside,2075,Polymers,5764.969096026568,582688.8644394604,1600.0,0.015,3787.012119366143,0.4,0.6,2272.207271619686,21832007.834423892,13099204.700654335,0.2349502921834461,3077661.9717895067,0.0915639133209995,1199414.4437847428,0.03632410257685519,475816.8552217918,975095729.1144551,427061341.80498654,263187638.13367397,170398569.92726472,8-10%,9.0,9.101941747572816
Gujarat,Medium,Early_Loss,Upside,2045,Silicon,6006.214783290287,52991.96108838484,1210.0,0.02,2099.361080277842,0.25,0.75,1574.5208102083816,12609213.555829043,9456910.166871782,0.5702860268119245,5393143.7249826025,0.39573395701665043,3742420.4814871624,0.2765083330108392,2614914.465674974,73668992.56364061,49114227.97681597,38084289.86762229,29905997.15421775,3-4%,3.5,3.539644012944984
Gujarat,Medium,Early_Loss,Upside,2060,Silicon,6805.760213063638,160980.70540524478,1210.0,0.02,2825.4636086558903,0.25,0.75,2119.097706491918,19229427.81124947,14422070.858437102,0.3660448997426385,5279125.481457837,0.19035479962020585,2745310.4083662047,0.1002193446977227,1445370.4906166894,273918590.037541,138802430.255343,91714931.30461772,62495217.31358401,3-4%,3.5,3.539644012944984
Gujarat,Medium,Early_Loss,Upside,2075,Silicon,2241.932426232554,226601.2250597902,1210.0,0.02,3802.7020119770036,0.25,0.75,2852.0265089827526,8525400.947951019,6394050.710963263,0.2349502921834461,1502284.08277659,0.0915639133209995,585464.3050687155,0.03632410257685519,232258.15390664345,433081609.77113676,186543568.17618963,113696637.13995425,72824941.27781925,3-4%,3.5,3.539644012944984
Gujarat,Medium,Early_Loss,Upside,2045,Silver,94.38337516599022,832.7308171031904,1946085.0,0.03,4418621.889129532,0.05,0.95,4197690.7946730545,417044447.478369,396192225.1044505,0.5702860268119245,225942889.9085927,0.39573395701665043,156786716.97981572,0.2765083330108392,109550451.71548678,2931590745.687853,1941544958.1039484,1498297610.0424674,1170557560.0803418,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Medium,Early_Loss,Upside,2060,Silver,106.94766049100002,2529.6967992252758,1946085.0,0.03,6884068.929542726,0.05,0.95,6539865.483065589,736235066.6733774,699423313.3397084,0.3660448997426385,256020336.6090976,0.19035479962020585,133138584.66048065,0.1002193446977227,70095746.12921555,12048403003.569757,6003885358.655723,3919330219.1921263,2636937878.366448,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Medium,Early_Loss,Upside,2075,Silver,35.230366697940134,3560.876393796703,1946085.0,0.03,10725155.085861277,0.05,0.95,10188897.331568213,377851146.5671704,358958589.23881185,0.2349502921834461,84337425.42341645,0.0915639133209995,32867653.15089083,0.03632410257685519,13038848.61635383,20318933313.644886,8472410108.936037,5052414835.888339,3167846996.0206113,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Medium,Fixed_25,Downside,2045,Aluminium,4159.421521035599,27114.46601941748,2338.0,0.0,2338.0,0.1,0.9,2104.2000000000003,9724727.51618123,8752254.764563108,0.5702860268119245,4991288.595328431,0.39573395701665043,3463564.410798391,0.2765083330108392,2420071.37503552,57054259.39805826,35515931.52599533,26160900.397092257,19421831.588267624,12-14%,13.0,13.147249190938512
Gujarat,Medium,Fixed_25,Downside,2060,Aluminium,21450.31741701908,852875.4673112454,2338.0,0.0,2338.0,0.1,0.9,2104.2000000000003,50150842.12099061,45135757.90889155,0.3660448997426385,16521713.97856821,0.19035479962020585,8591808.152453173,0.1002193446977227,4523476.080064166,1794620558.3163228,810866493.2673277,487123056.82827914,297241180.9262595,12-14%,13.0,13.147249190938512
Gujarat,Medium,Fixed_25,Downside,2075,Aluminium,35.93416806555647,895282.6255559142,2338.0,0.0,2338.0,0.1,0.9,2104.2000000000003,84014.08493727102,75612.67644354394,0.2349502921834461,17765.220423183022,0.0915639133209995,6923.392551845438,0.03632410257685519,2746.562615245852,1883853700.694755,840936246.0582749,501972304.24366134,304683515.3492532,12-14%,13.0,13.147249190938512
Gujarat,Medium,Fixed_25,Downside,2045,Copper,959.8665048543688,6257.184466019417,14286.0,0.0,14286.0,0.08,0.92,13143.12,13712652.888349513,12615640.657281553,0.5702860268119245,7194523.586128073,0.39573395701665043,4992437.397606166,0.2765083330108392,3488329.7680086903,82238926.29902913,51193234.405687496,37708742.21085644,27994940.139982887,2-4%,3.0,3.033980582524272
Gujarat,Medium,Fixed_25,Downside,2060,Copper,4950.073250081325,196817.4155333643,14286.0,0.0,14286.0,0.08,0.92,13143.12,70716746.45066181,65059406.734608866,0.3660448997426385,23814664.015485443,0.19035479962020585,12384370.332375942,0.1002193446977227,6520211.1093651075,2586794910.4448714,1168795993.1775656,702147001.6736737,428448214.54404813,2-4%,3.0,3.033980582524272
Gujarat,Medium,Fixed_25,Downside,2075,Copper,8.292500322820723,206603.6828205956,14286.0,0.0,14286.0,0.08,0.92,13143.12,118466.65961181685,108989.32684287151,0.2349502921834461,25607.074186609767,0.0915639133209995,9979.489275954771,0.03632410257685519,3958.939488022862,2715416995.7530265,1212139018.040121,723550945.5101829,439175714.97193265,2-4%,3.0,3.033980582524272
Gujarat,Medium,Fixed_25,Downside,2045,Glass,22396.885113268607,146000.9708737864,45.0,0.0,45.0,0.3,0.7,31.499999999999996,1007859.8300970873,705501.881067961,0.5702860268119245,402337.86466258636,0.39573395701665043,279191.0510777145,0.2765083330108392,195077.14907011323,4599030.582524272,2862868.7319434276,2108778.244813977,1565555.286940043,68-72%,70.0,70.79288025889969
Gujarat,Medium,Fixed_25,Downside,2060,Glass,115501.70916856428,4592406.362445167,45.0,0.0,45.0,0.3,0.7,31.499999999999996,5197576.912585393,3638303.8388097743,0.3660448997426385,1331782.5639103805,0.19035479962020585,692568.5981940603,0.1002193446977227,364628.4265367245,144660800.41702276,65362338.241263166,39266022.54488662,23960021.493364997,68-72%,70.0,70.79288025889969
Gujarat,Medium,Fixed_25,Downside,2075,Glass,193.49167419915025,4820752.59914723,45.0,0.0,45.0,0.3,0.7,31.499999999999996,8707.125338961761,6094.987737273233,0.2349502921834461,1432.019149726867,0.0915639133209995,558.0809288682411,0.03632410257685519,221.39495977338743,151853706.87313774,67786201.3174565,40462990.899419956,24559933.29623183,68-72%,70.0,70.79288025889969
Gujarat,Medium,Fixed_25,Downside,2045,Polymers,2879.5995145631064,18771.55339805825,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953,4208902.115838268,2525341.2695029606,0.5702860268119245,1440166.838929025,0.39573395701665043,999363.293397858,0.2765083330108392,698277.9047137401,16462212.279538905,10247627.61369577,7548363.615696383,5603899.127545195,8-10%,9.0,9.101941747572816
Gujarat,Medium,Fixed_25,Downside,2060,Polymers,14850.219750243976,590452.246600093,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953,21705490.993232124,13023294.595939275,0.3660448997426385,4767110.564689438,0.19035479962020585,2479046.6332049305,0.1002193446977227,1305186.0502104275,517812778.6412629,233964238.3121768,140552576.6589469,85764804.77100801,8-10%,9.0,9.101941747572816
Gujarat,Medium,Fixed_25,Downside,2075,Polymers,24.87750096846217,619811.0484617867,1600.0,0.0,1461.6275959738255,0.4,0.6,876.9765575842953,36361.64193436987,21816.985160621924,0.2349502921834461,5125.907038050029,0.0915639133209995,1997.6485381727182,0.03632410257685519,792.4824068921583,543559759.6327306,242640446.86979195,144837120.27974686,87912186.76175226,8-10%,9.0,9.101941747572816
Gujarat,Medium,Fixed_25,Downside,2045,Silicon,1119.8442556634304,7300.04854368932,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404,1237826.4208732683,928369.8156549513,0.5702860268119245,529436.333581981,0.39573395701665043,367387.46072395216,0.2765083330108392,256701.9901443307,6051863.628806185,3767248.519444582,2774940.9646244943,2060113.9587807201,3-4%,3.5,3.539644012944984
Gujarat,Medium,Fixed_25,Downside,2060,Silicon,5775.085458428213,229620.3181222584,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404,6383524.60807903,4787643.456059272,0.3660448997426385,1752492.4688767155,0.19035479962020585,911350.9107311526,0.1002193446977227,479814.4898126006,190359124.7869573,86010290.7336865,51670152.96446529,31528988.559480805,3-4%,3.5,3.539644012944984
Gujarat,Medium,Fixed_25,Downside,2075,Silicon,9.674583709957512,241037.62995736155,1210.0,0.0,1105.3558694552053,0.25,0.75,829.016902091404,10693.85788833725,8020.393416252938,0.2349502921834461,1884.393776574815,0.0915639133209995,734.378607566099,0.03632410257685519,291.33359315870575,199824269.27470607,89199851.77895562,53245243.436174296,32318412.407640696,3-4%,3.5,3.539644012944984
Gujarat,Medium,Fixed_25,Downside,2045,Silver,17.597552588996763,114.71504854368932,1946085.0,0.0,1946085.0,0.05,0.95,1848780.75,34246333.13015777,32534016.473649878,0.5702860268119245,18553694.990991488,0.39573395701665043,12874815.076762358,0.2765083330108392,8995926.66127611,212082973.48288834,132020368.74225195,97245702.66516905,72195132.09322055,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Medium,Fixed_25,Downside,2060,Silver,90.75134291815765,3608.3192847783457,1946085.0,0.0,1946085.0,0.05,0.95,1848780.75,176609827.18288282,167779335.8237387,0.3660448997426385,61414770.16048691,0.19035479962020585,31937601.851139005,0.1002193446977227,16814735.09007424,6670991233.551973,3014165441.8816285,1810741344.0149121,1104909504.6977644,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Medium,Fixed_25,Downside,2075,Silver,0.1520291725850465,3787.734185044252,1946085.0,0.0,1946085.0,0.05,0.95,1848780.75,295861.69233017025,281068.60771366174,0.2349502921834461,66037.15150591922,0.0915639133209995,25735.741633947735,0.03632410257685519,10209.564937724921,7002690047.426752,3125941190.9857607,1865939195.6575983,1132574265.0633378,0.03-0.08%,0.055,0.0556229773462783
Gujarat,Medium,Fixed_25,Reference,2045,Aluminium,4159.421521035599,27114.46601941748,2338.0,0.01,3086.453870736,0.1,0.9,2777.8084836624002,12837862.653622946,11554076.388260651,0.5702860268119245,6589128.316942638,0.39573395701665043,4572340.368799036,0.2765083330108392,3194798.4015978505,73211790.56920727,45497828.78283092,33476639.991833176,24826027.425229073,12-14%,13.0,13.147249190938512
Gujarat,Medium,Fixed_25,Reference,2060,Aluminium,21450.31741701908,852875.4673112454,2338.0,0.01,3583.277126106064,0.1,0.9,3224.9494134954575,76862431.74811898,69176188.57330708,0.3660448997426385,25321591.010894045,0.19035479962020585,13168019.514361443,0.1002193446977227,6932792.287502929,2569670076.743248,1156017136.7674837,692356882.1024561,421132964.7193904,12-14%,13.0,13.147249190938512
Gujarat,Medium,Fixed_25,Reference,2075,Aluminium,35.93416806555647,895282.6255559142,2338.0,0.01,4160.073501896568,0.1,0.9,3744.066151706911,149488.78038221932,134539.90234399738,0.2349502921834461,31610.18936605449,0.0915639133209995,12318.999956441514,0.03632410257685519,4887.041213423441,2710428389.1497464,1203382630.9862354,715727608.4040529,432837231.4773053,12-14%,13.0,13.147249190938512
Gujarat,Medium,Fixed_25,Reference,2045,Copper,959.8665048543688,6257.184466019417,14286.0,0.015,20705.506408795012,0.08,0.92,19049.06589609141,19874522.067849804,18284560.30242182,0.5702860268119245,10427429.24687118,0.39573395701665043,7235821.400786949,0.2765083330108392,5055833.289058823,114262660.91556236,70950546.645438,52175948.41309338,38672465.07995506,2-4%,3.0,3.033980582524272
Gujarat,Medium,Fixed_25,Reference,2060,Copper,4950.073250081325,196817.4155333643,14286.0,0.015,25886.688068593045,0.08,0.92,23815.7530231056,128141002.14154182,117889721.97021848,0.3660448997426385,43152931.45927615,0.19035479962020585,22440874.40292272,0.1002193446977227,11814830.68245202,4236086511.8965282,1901664180.3092887,1137254797.0171962,690682042.4922519,2-4%,3.0,3.033980582524272
Gujarat,Medium,Fixed_25,Reference,2075,Copper,8.292500322820723,206603.6828205956,14286.0,0.015,32364.367522834043,0.08,0.92,29775.21812100732,268381.5281309899,246911.00588051067,0.2349502921834461,58011.81297493456,0.0915639133209995,22608.137940443878,0.03632410257685519,8968.820704958165,4479466871.512127,1983502933.5817518,1177617761.0668535,710888270.2774076,2-4%,3.0,3.033980582524272
Gujarat,Medium,Fixed_25,Reference,2045,Glass,22396.885113268607,146000.9708737864,45.0,0.005,51.732741687322765,0.3,0.7,36.21291918112593,1158652.2721653695,811056.5905157586,0.5702860268119245,462534.240524858,0.39573395701665043,320962.6339292343,0.2765083330108392,224263.90582096725,5212098.031242363,3241779.532189912,2386563.3587298477,1770816.9982633116,68-72%,70.0,70.79288025889969
Gujarat,Medium,Fixed_25,Reference,2060,Glass,115501.70916856428,4592406.362445167,45.0,0.005,55.75148268453107,0.3,0.7,39.026037879171746,6439391.538744955,4507574.077121468,0.3660448997426385,1649974.501142444,0.19035479962020585,858038.3602236914,0.1002193446977227,451746.1201855557,173187393.28537476,78079830.96763778,46833818.66421688,28531980.816483006,68-72%,70.0,70.79288025889969
Gujarat,Medium,Fixed_25,Reference,2075,Glass,193.49167419915025,4820752.59914723,45.0,0.005,60.08241048405998,0.3,0.7,42.05768733884198,11625.446194481343,8137.812336136939,0.2349502921834461,1911.9813861094258,0.0915639133209995,745.1299433686031,0.03632410257685519,295.59873004903574,182227893.02094102,81124152.37970315,48336559.6740735,29284857.146832068,68-72%,70.0,70.79288025889969
Gujarat,Medium,Fixed_25,Reference,2045,Polymers,2879.5995145631064,18771.55339805825,1600.0,0.005,1839.3863711048095,0.4,0.6,1103.6318226628857,5296696.101327403,3178017.660796442,0.5702860268119245,1812379.0649137294,0.39573395701665043,1257649.504375775,0.2765083330108392,878748.3656658309,20422914.73466395,12702483.06490741,9351431.936247565,6938711.503399097,8-10%,9.0,9.101941747572816
