region,fiscal_year_end_year,data_type,series,record_type,capacity_gw
Tamil Nadu,2028,Forecast,Conservative,Annual addition,1.4485521651437612
Tamil Nadu,2028,Forecast,High,Annual addition,3.348464582313092
Tamil Nadu,2028,Forecast,Medium,Annual addition,2.812770475337542
Tamil Nadu,2029,Forecast,Conservative,Annual addition,1.2150598402391726
Tamil Nadu,2029,Forecast,High,Annual addition,3.6902824571995367
Tamil Nadu,2029,Forecast,Medium,Annual addition,2.893904371259083
Tamil Nadu,2030,Forecast,Conservative,Annual addition,0.9779659458931284
Tamil Nadu,2030,Forecast,High,Annual addition,3.940507775829055
Tamil Nadu,2030,Forecast,Medium,Annual addition,2.862108260822268
Tamil Nadu,2031,Forecast,Conservative,Annual addition,0.7612981458526811
Tamil Nadu,2031,Forecast,High,Annual addition,4.068258713262434
Tamil Nadu,2031,Forecast,Medium,Annual addition,2.7222293789405434
Tamil Nadu,2032,Forecast,Conservative,Annual addition,0.5773786108492942
Tamil Nadu,2032,Forecast,High,Annual addition,4.056601850763975
Tamil Nadu,2032,Forecast,Medium,Annual addition,2.494674985616683
Tamil Nadu,2033,Forecast,Conservative,Annual addition,0.4292897858779803
Tamil Nadu,2033,Forecast,High,Annual addition,3.907114911422376
Tamil Nadu,2033,Forecast,Medium,Annual addition,2.209433868037248
Tamil Nadu,2034,Forecast,Conservative,Annual addition,0.3144980849240042
Tamil Nadu,2034,Forecast,High,Annual addition,3.63945002197449
Tamil Nadu,2034,Forecast,Medium,Annual addition,1.8984326870218384
Tamil Nadu,2035,Forecast,Conservative,Annual addition,0.2279140545469964
Tamil Nadu,2035,Forecast,High,Annual addition,3.286094953799612
Tamil Nadu,2035,Forecast,Medium,Annual addition,1.5892200899665525
Tamil Nadu,2036,Forecast,Conservative,Annual addition,0.1638712117445777
Tamil Nadu,2036,Forecast,High,Annual addition,2.884596237151527
Tamil Nadu,2036,Forecast,Medium,Annual addition,1.301583905871702
Tamil Nadu,2037,Forecast,Conservative,Annual addition,0.1171578512297699
Tamil Nadu,2037,Forecast,High,Annual addition,2.4701742605276635
Tamil Nadu,2037,Forecast,Medium,Annual addition,1.0470412575764882
Tamil Nadu,2038,Forecast,Conservative,Annual addition,0.0834214894362546
Tamil Nadu,2038,Forecast,High,Annual addition,2.0707977107515987
Tamil Nadu,2038,Forecast,Medium,Annual addition,0.8301807614889611
Tamil Nadu,2039,Forecast,Conservative,Annual addition,0.0592282624723878
Tamil Nadu,2039,Forecast,High,Annual addition,1.705276274772487
Tamil Nadu,2039,Forecast,Medium,Annual addition,0.6507176788382196
Tamil Nadu,2040,Forecast,Conservative,Annual addition,0.0419651025906304
Tamil Nadu,2040,Forecast,High,Annual addition,1.3837489198106852
Tamil Nadu,2040,Forecast,Medium,Annual addition,0.5054721676693958
Tamil Nadu,2041,Forecast,Conservative,Annual addition,0.0296903665744281
Tamil Nadu,2041,Forecast,High,Annual addition,1.1094910666923354
Tamil Nadu,2041,Forecast,Medium,Annual addition,0.3899037942317989
Tamil Nadu,2042,Forecast,Conservative,Annual addition,0.0209843526235999
Tamil Nadu,2042,Forecast,High,Annual addition,0.8810878561419813
Tamil Nadu,2042,Forecast,Medium,Annual addition,0.299135137234245
Tamil Nadu,2043,Forecast,Conservative,Annual addition,0.0148203833088871
Tamil Nadu,2043,Forecast,High,Annual addition,0.6943827457497918
Tamil Nadu,2043,Forecast,Medium,Annual addition,0.2285457493500828
Tamil Nadu,2044,Forecast,Conservative,Annual addition,0.0104616451623194
Tamil Nadu,2044,Forecast,High,Annual addition,0.543955561924264
Tamil Nadu,2044,Forecast,Medium,Annual addition,0.1740602915369109
Tamil Nadu,2045,Forecast,Conservative,Annual addition,0.0073821503906685
Tamil Nadu,2045,Forecast,High,Annual addition,0.4241094278295563
Tamil Nadu,2045,Forecast,Medium,Annual addition,0.1322438546247255
Tamil Nadu,2046,Forecast,Conservative,Annual addition,0.0052078029578801
Tamil Nadu,2046,Forecast,High,Annual addition,0.3294528490581285
Tamil Nadu,2046,Forecast,Medium,Annual addition,0.1002888686745535
Tamil Nadu,2047,Forecast,Conservative,Annual addition,0.0036732265599326
Tamil Nadu,2047,Forecast,High,Annual addition,0.255191291598372
Tamil Nadu,2047,Forecast,Medium,Annual addition,0.0759493797998231
Tamil Nadu,2048,Forecast,Conservative,Annual addition,0.0025905115295969
Tamil Nadu,2048,Forecast,High,Annual addition,0.1972311433429467
Tamil Nadu,2048,Forecast,Medium,Annual addition,0.0574562038044703
Tamil Nadu,2049,Forecast,Conservative,Annual addition,0.0018267718114159
Tamil Nadu,2049,Forecast,High,Annual addition,0.152174090347529
Tamil Nadu,2049,Forecast,Medium,Annual addition,0.0434312663608125
Tamil Nadu,2050,Forecast,Conservative,Annual addition,0.0012881176814865
Tamil Nadu,2050,Forecast,High,Annual addition,0.1172550253662692
Tamil Nadu,2050,Forecast,Medium,Annual addition,0.0328099549017082
