region,capacity_scenario,lifetime_scenario,year,metric,Glass_tonnes,Aluminium_tonnes,Polymers_tonnes,Silicon_tonnes,Copper_tonnes,Silver_tonnes,Zinc_tonnes,Lead_tonnes,Tin_tonnes,Other_tonnes
Tamil Nadu,Conservative,Fixed_25,2045,cumulative,196315.16990291263,36458.53155339806,25240.521844660194,9815.758495145632,8413.507281553399,154.24763349514564,182.2926577669903,84.13507281553399,84.13507281553399,560.9004854368933
Tamil Nadu,Medium,Fixed_25,2045,annual,66544.95347896442,12358.348503236248,8555.779733009711,3327.247673948221,2851.9265776699035,52.285320590614894,61.79174251618124,28.519265776699037,28.519265776699037,190.12843851132692
Tamil Nadu,Medium,Fixed_25,2045,cumulative,196315.16990291263,36458.53155339806,25240.521844660194,9815.758495145632,8413.507281553399,154.24763349514564,182.2926577669903,84.13507281553399,84.13507281553399,560.9004854368933
Tamil Nadu,High,Fixed_25,2045,annual,66544.95347896442,12358.348503236248,8555.779733009711,3327.247673948221,2851.9265776699035,52.285320590614894,61.79174251618124,28.519265776699037,28.519265776699037,190.12843851132692
Tamil Nadu,High,Fixed_25,2045,cumulative,196315.16990291263,36458.53155339806,25240.521844660194,9815.758495145632,8413.507281553399,154.24763349514564,182.2926577669903,84.13507281553399,84.13507281553399,560.9004854368933
Tamil Nadu,Conservative,Early_Loss,2045,annual,28851.599035897772,5358.154106666729,3709.4913046154275,1442.5799517948885,1236.4971015384758,22.66911352820539,26.790770533333642,12.364971015384759,12.364971015384759,82.43314010256506
Tamil Nadu,Conservative,Early_Loss,2045,cumulative,318686.5017299876,59184.63603556913,40973.97879385555,15934.325086499382,13657.992931285184,250.3965370735617,295.92318017784567,136.57992931285185,136.57992931285185,910.532862085679
Tamil Nadu,Medium,Early_Loss,2045,annual,46983.62513123837,8725.530381515697,6040.75180258779,2349.1812565619184,2013.58393419593,36.915705460258714,43.62765190757848,20.1358393419593,20.1358393419593,134.23892894639533
Tamil Nadu,Medium,Early_Loss,2045,cumulative,441374.6710134322,81969.58175963741,56748.17198744128,22068.73355067161,18916.057329147094,346.79438436769675,409.847908798187,189.16057329147097,189.16057329147097,1261.0704886098065
Tamil Nadu,High,Early_Loss,2045,annual,60760.66897007868,11284.124237300326,7812.0860104386875,3038.0334485039343,2604.028670146229,47.74052561934754,56.42062118650163,26.040286701462293,26.040286701462293,173.60191134308195
Tamil Nadu,High,Early_Loss,2045,cumulative,524809.201723731,97464.56603440718,67475.46879305111,26240.460086186547,22491.82293101704,412.35008706864573,487.3228301720359,224.91822931017043,224.91822931017043,1499.4548620678029
Tamil Nadu,Conservative,Regular_Loss,2045,annual,27713.86793395594,5146.861187734674,3563.2115915086206,1385.693396697797,1187.7371971695402,21.775181948108237,25.73430593867337,11.877371971695403,11.877371971695403,79.18247981130268
Tamil Nadu,Conservative,Regular_Loss,2045,cumulative,155616.5330308445,28900.213277156836,20007.839961108577,7780.826651542225,6669.279987036192,122.27013309566352,144.50106638578416,66.69279987036192,66.69279987036192,444.61866580241286
Tamil Nadu,Medium,Regular_Loss,2045,annual,32769.67842121863,6085.797421083459,4213.244368442395,1638.4839210609314,1404.4147894807984,25.747604473814636,30.428987105417296,14.044147894807985,14.044147894807985,93.62765263205323
Tamil Nadu,Medium,Regular_Loss,2045,cumulative,172716.5435397575,32075.92951452639,22206.412740825963,8635.827176987874,7402.137580275321,135.70585563838088,160.37964757263194,74.02137580275321,74.02137580275321,493.4758386850214
Tamil Nadu,High,Regular_Loss,2045,annual,35495.63205068143,6592.045952269409,4563.724120801899,1774.7816025340717,1521.2413736006329,27.889425182678266,32.960229761347044,15.21241373600633,15.21241373600633,101.41609157337552
Tamil Nadu,High,Regular_Loss,2045,cumulative,181362.5471879022,33681.615906324696,23318.041781301712,9068.12735939511,7772.680593767237,142.499144219066,168.40807953162346,77.72680593767238,77.72680593767238,518.1787062511492
